Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,League,league_name,season,season_start
vs Manchester City,30,38.0,12668.0,15459.0,81.9,221100.0,77112.0,5940.0,6537.0,90.9,5254.0,5900.0,89.1,1184.0,2251.0,52.6,32.0,37.2,29.4,-5.2,277.0,784.0,248.0,78.0,912.0,Premier League 2024-2025,premier league,2024-2025,2024
vs Manchester Utd,31,38.0,14277.0,17770.0,80.3,237786.0,82285.0,6938.0,7804.0,88.9,5842.0,6729.0,86.8,1071.0,2230.0,48.0,36.0,38.4,32.2,-2.4,309.0,1064.0,239.0,59.0,1184.0,Premier League 2024-2025,premier league,2024-2025,2024
vs Newcastle Utd,24,38.0,14333.0,17858.0,80.3,244975.0,85080.0,7047.0,7756.0,90.9,5735.0,6620.0,86.6,1213.0,2556.0,47.5,41.0,35.9,31.6,5.1,364.0,1170.0,276.0,65.0,1273.0,Premier League 2024-2025,premier league,2024-2025,2024
vs Nott'ham Forest,23,38.0,16965.0,20627.0,82.2,289408.0,96915.0,7747.0,8667.0,89.4,7609.0,8672.0,87.7,1251.0,2387.0,52.4,35.0,35.2,36.5,-0.2,396.0,1483.0,375.0,92.0,1886.0,Premier League 2024-2025,premier league,2024-2025,2024
vs Southampton,36,38.0,16575.0,19683.0,84.2,277016.0,92382.0,7944.0,8739.0,90.9,7112.0,7939.0,89.6,1153.0,2153.0,53.6,61.0,63.0,50.1,-2.0,521.0,1359.0,421.0,86.0,1647.0,Premier League 2024-2025,premier league,2024-2025,2024
vs Tottenham,31,38.0,13104.0,16529.0,79.3,231356.0,83331.0,6060.0,6844.0,88.5,5408.0,6248.0,86.6,1301.0,2506.0,51.9,43.0,46.3,37.6,-3.3,381.0,1057.0,331.0,95.0,1330.0,Premier League 2024-2025,premier league,2024-2025,2024
vs West Ham,27,38.0,15814.0,19489.0,81.1,272231.0,91982.0,7440.0,8388.0,88.7,6663.0,7690.0,86.6,1367.0,2532.0,54.0,45.0,47.6,43.0,-2.6,456.0,1386.0,392.0,97.0,1622.0,Premier League 2024-2025,premier league,2024-2025,2024
vs Wolves,32,38.0,15875.0,19341.0,82.1,273323.0,93838.0,7424.0,8257.0,89.9,6871.0,7817.0,87.9,1283.0,2372.0,54.1,47.0,41.5,35.5,5.5,358.0,1269.0,331.0,71.0,1534.0,Premier League 2024-2025,premier league,2024-2025,2024
vs Alavés,29,38.0,14251.0,18138.0,78.6,260653.0,94982.0,6140.0,6970.0,88.1,6230.0,7338.0,84.9,1563.0,2925.0,53.4,28.0,33.3,32.3,-5.3,306.0,1034.0,245.0,97.0,1323.0,La Liga 2024-2025,la liga,2024-2025,2024
vs Athletic Club,31,38.0,14953.0,18891.0,79.2,269493.0,95206.0,6402.0,7284.0,87.9,6730.0,7799.0,86.3,1481.0,2854.0,51.9,11.0,22.9,21.5,-11.9,242.0,911.0,205.0,69.0,1177.0,La Liga 2024-2025,la liga,2024-2025,2024
vs Atlético Madrid,24,38.0,16246.0,19538.0,83.2,291315.0,95937.0,7097.0,7859.0,90.3,7307.0,8119.0,90.0,1542.0,2749.0,56.1,17.0,23.9,29.8,-6.9,286.0,1462.0,282.0,84.0,1543.0,La Liga 2024-2025,la liga,2024-2025,2024
vs Barcelona,28,38.0,8511.0,11890.0,71.6,161116.0,69199.0,3752.0,4435.0,84.6,3313.0,4086.0,81.1,1208.0,2491.0,48.5,31.0,32.6,21.8,-1.6,222.0,595.0,166.0,59.0,780.0,La Liga 2024-2025,la liga,2024-2025,2024
vs Betis,36,38.0,13910.0,17627.0,78.9,246914.0,92271.0,6224.0,7089.0,87.8,6031.0,7022.0,85.9,1341.0,2578.0,52.0,32.0,38.4,32.4,-6.4,309.0,1110.0,251.0,69.0,1411.0,La Liga 2024-2025,la liga,2024-2025,2024
vs Celta Vigo,30,38.0,14946.0,18445.0,81.0,266539.0,89590.0,6617.0,7382.0,89.6,6584.0,7411.0,88.8,1433.0,2809.0,51.0,45.0,33.3,31.9,11.7,308.0,1103.0,243.0,85.0,1222.0,La Liga 2024-2025,la liga,2024-2025,2024
vs Espanyol,27,38.0,17987.0,21580.0,83.4,311271.0,106771.0,8341.0,9165.0,91.0,7778.0,8804.0,88.3,1534.0,2689.0,57.0,39.0,39.6,41.3,-0.6,431.0,1501.0,381.0,103.0,1821.0,La Liga 2024-2025,la liga,2024-2025,2024
vs Getafe,30,38.0,13966.0,18284.0,76.4,250679.0,92537.0,6043.0,6962.0,86.8,6205.0,7399.0,83.9,1371.0,2889.0,47.5,21.0,31.3,28.0,-10.3,259.0,997.0,227.0,66.0,1284.0,La Liga 2024-2025,la liga,2024-2025,2024
vs Girona,30,38.0,13798.0,16818.0,82.0,243267.0,83228.0,6108.0,6712.0,91.0,6052.0,6873.0,88.1,1281.0,2411.0,53.1,46.0,36.5,33.6,9.5,348.0,1070.0,254.0,74.0,1183.0,La Liga 2024-2025,la liga,2024-2025,2024
vs Las Palmas,34,38.0,14104.0,17854.0,79.0,247245.0,90659.0,6398.0,7238.0,88.4,6069.0,7135.0,85.1,1278.0,2493.0,51.3,43.0,47.5,42.7,-4.5,387.0,1190.0,306.0,96.0,1470.0,La Liga 2024-2025,la liga,2024-2025,2024
vs Leganés,26,38.0,16312.0,20203.0,80.7,281718.0,102752.0,7566.0,8514.0,88.9,6971.0,8047.0,86.6,1403.0,2710.0,51.8,34.0,40.9,42.8,-6.9,426.0,1363.0,325.0,109.0,1675.0,La Liga 2024-2025,la liga,2024-2025,2024
vs Mallorca,28,38.0,14980.0,18666.0,80.3,263472.0,92330.0,6786.0,7634.0,88.9,6376.0,7462.0,85.4,1438.0,2695.0,53.4,31.0,36.0,38.6,-5.0,423.0,1233.0,330.0,94.0,1587.0,La Liga 2024-2025,la liga,2024-2025,2024
vs Osasuna,25,38.0,15229.0,18864.0,80.7,268789.0,97445.0,6895.0,7684.0,89.7,6578.0,7586.0,86.7,1433.0,2702.0,53.0,38.0,40.7,43.2,-2.7,350.0,1251.0,349.0,83.0,1546.0,La Liga 2024-2025,la liga,2024-2025,2024
vs Rayo Vallecano,26,38.0,12793.0,16724.0,76.5,231656.0,91987.0,5660.0,6481.0,87.3,5397.0,6418.0,84.1,1412.0,2884.0,49.0,33.0,33.0,33.7,0.0,346.0,1064.0,274.0,81.0,1326.0,La Liga 2024-2025,la liga,2024-2025,2024
vs Real Madrid,30,38.0,12981.0,15895.0,81.7,221381.0,81881.0,6427.0,7066.0,91.0,4989.0,5720.0,87.2,1218.0,2278.0,53.5,27.0,32.0,27.3,-5.0,309.0,1034.0,223.0,56.0,1168.0,La Liga 2024-2025,la liga,2024-2025,2024
vs Real Sociedad,31,38.0,12635.0,16415.0,77.0,229468.0,84576.0,5620.0,6418.0,87.6,5326.0,6305.0,84.5,1400.0,2797.0,50.1,32.0,29.0,31.9,3.0,321.0,1061.0,236.0,68.0,1141.0,La Liga 2024-2025,la liga,2024-2025,2024
