Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,League,league_name,season,season_start
vs RB Leipzig,25,41.9,34.0,18682.0,2193.0,6910.0,8220.0,3718.0,574.0,18674.0,581.0,259.0,44.6,253.0,43.5,9723.0,48361.0,23150.0,424.0,272.0,97.0,532.0,281.0,11063.0,993.0,Bundesliga 2022-2023,bundesliga,2022-2023,2022
vs Schalke 04,35,54.0,34.0,20052.0,2361.0,7071.0,8459.0,4725.0,820.0,20046.0,640.0,299.0,46.7,253.0,39.5,10241.0,57629.0,29797.0,577.0,380.0,179.0,504.0,289.0,11844.0,1223.0,Bundesliga 2022-2023,bundesliga,2022-2023,2022
vs Stuttgart,30,49.8,34.0,20700.0,2201.0,6789.0,9482.0,4622.0,688.0,20694.0,573.0,256.0,44.7,268.0,46.8,11517.0,58466.0,28309.0,461.0,355.0,116.0,488.0,260.0,13071.0,1212.0,Bundesliga 2022-2023,bundesliga,2022-2023,2022
vs Union Berlin,28,56.2,34.0,22481.0,1969.0,6688.0,11661.0,4308.0,688.0,22474.0,597.0,286.0,47.9,239.0,40.0,13570.0,68722.0,35019.0,525.0,359.0,109.0,512.0,255.0,14782.0,1322.0,Bundesliga 2022-2023,bundesliga,2022-2023,2022
vs Werder Bremen,25,50.7,34.0,20908.0,2043.0,6430.0,9833.0,4875.0,810.0,20905.0,706.0,317.0,44.9,300.0,42.5,11205.0,58806.0,27876.0,574.0,392.0,160.0,536.0,295.0,12850.0,1279.0,Bundesliga 2022-2023,bundesliga,2022-2023,2022
vs Wolfsburg,28,49.4,34.0,19549.0,2261.0,7140.0,8006.0,4591.0,777.0,19542.0,587.0,256.0,43.6,265.0,45.1,10373.0,51181.0,24817.0,467.0,326.0,129.0,488.0,278.0,12007.0,1153.0,Bundesliga 2022-2023,bundesliga,2022-2023,2022
vs Arsenal,26,40.1,38.0,19203.0,2933.0,7798.0,7683.0,3935.0,673.0,19197.0,588.0,261.0,44.4,249.0,42.3,10265.0,53996.0,26091.0,510.0,354.0,147.0,476.0,319.0,11311.0,901.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Aston Villa,26,50.6,38.0,22019.0,2102.0,7107.0,9894.0,5219.0,870.0,22013.0,732.0,336.0,45.9,312.0,42.6,12334.0,62408.0,31998.0,608.0,425.0,185.0,486.0,320.0,14144.0,1306.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Bournemouth,31,59.9,38.0,26820.0,2088.0,7398.0,11843.0,7803.0,1107.0,26813.0,705.0,358.0,50.8,256.0,36.3,16187.0,82880.0,42849.0,810.0,576.0,211.0,550.0,362.0,18578.0,1976.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Brentford,25,56.6,38.0,24215.0,2369.0,6891.0,10624.0,6902.0,895.0,24213.0,687.0,344.0,50.1,253.0,36.8,13625.0,72295.0,37380.0,741.0,655.0,155.0,547.0,335.0,15840.0,1530.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Brighton,29,39.5,38.0,19339.0,2866.0,7920.0,7496.0,4111.0,711.0,19331.0,646.0,295.0,45.7,266.0,41.2,10294.0,53241.0,26098.0,527.0,367.0,173.0,513.0,350.0,11532.0,1012.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Chelsea,32,41.0,38.0,20668.0,2640.0,7410.0,8359.0,5105.0,760.0,20667.0,746.0,323.0,43.3,333.0,44.6,11149.0,58693.0,30130.0,593.0,416.0,167.0,545.0,407.0,12479.0,1188.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Crystal Palace,26,53.9,38.0,24639.0,2382.0,7900.0,10905.0,6036.0,947.0,24635.0,622.0,251.0,40.4,281.0,45.2,14512.0,74733.0,38926.0,590.0,485.0,139.0,584.0,409.0,16193.0,1581.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Everton,28,57.4,38.0,25326.0,2438.0,8031.0,11022.0,6477.0,1025.0,25320.0,702.0,310.0,44.2,309.0,44.0,14668.0,76116.0,40740.0,752.0,497.0,212.0,582.0,399.0,16932.0,1670.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Fulham,29,51.3,38.0,23236.0,2494.0,7912.0,10258.0,5262.0,887.0,23228.0,684.0,289.0,42.3,299.0,43.7,13030.0,65884.0,33016.0,559.0,353.0,166.0,541.0,326.0,14833.0,1390.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Leeds United,29,53.1,38.0,24305.0,2447.0,8102.0,10851.0,5573.0,872.0,24299.0,980.0,458.0,46.7,412.0,42.0,13327.0,67254.0,33932.0,596.0,424.0,189.0,630.0,428.0,14978.0,1455.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Leicester City,28,52.4,38.0,24726.0,2155.0,7422.0,11143.0,6380.0,917.0,24721.0,779.0,369.0,47.4,308.0,39.5,13967.0,74237.0,38203.0,721.0,547.0,177.0,517.0,391.0,16476.0,1560.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Liverpool,28,38.9,38.0,20606.0,3079.0,8404.0,8219.0,4188.0,677.0,20602.0,754.0,370.0,49.1,281.0,37.3,10558.0,53488.0,26449.0,506.0,332.0,166.0,586.0,309.0,11858.0,1090.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Manchester City,24,34.7,38.0,18167.0,3258.0,8426.0,6598.0,3319.0,561.0,18164.0,531.0,250.0,47.1,212.0,39.9,9794.0,49417.0,23538.0,434.0,310.0,125.0,442.0,259.0,11200.0,853.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Manchester Utd,26,46.0,38.0,21993.0,2733.0,7668.0,9000.0,5563.0,975.0,21990.0,720.0,300.0,41.7,300.0,41.7,11694.0,65364.0,34500.0,697.0,492.0,206.0,572.0,357.0,13634.0,1343.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Newcastle Utd,27,47.6,38.0,20772.0,2819.0,7684.0,8651.0,4660.0,722.0,20766.0,733.0,335.0,45.7,307.0,41.9,10893.0,57872.0,29370.0,600.0,367.0,167.0,525.0,300.0,12338.0,1188.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Nott'ham Forest,33,62.8,38.0,26489.0,2033.0,7131.0,12308.0,7231.0,1106.0,26480.0,702.0,293.0,41.7,296.0,42.2,15880.0,86570.0,47256.0,813.0,586.0,216.0,557.0,363.0,18268.0,1880.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Southampton,36,55.6,38.0,24922.0,2333.0,7919.0,11070.0,6171.0,1055.0,24919.0,691.0,315.0,45.6,297.0,43.0,14205.0,70904.0,35406.0,653.0,447.0,221.0,590.0,418.0,16240.0,1717.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Tottenham,29,50.1,38.0,24011.0,2364.0,6699.0,10897.0,6627.0,935.0,24007.0,659.0,299.0,45.4,275.0,41.7,13878.0,69543.0,33630.0,685.0,524.0,212.0,541.0,344.0,15945.0,1497.0,Premier League 2022-2023,premier league,2022-2023,2022
vs West Ham,25,58.2,38.0,27046.0,2677.0,8407.0,12188.0,6690.0,975.0,27040.0,656.0,293.0,44.7,270.0,41.2,16219.0,85076.0,44730.0,805.0,613.0,222.0,567.0,338.0,18737.0,1709.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Wolves,32,49.8,38.0,22412.0,2222.0,6908.0,9718.0,6004.0,1041.0,22408.0,713.0,331.0,46.4,285.0,40.0,12749.0,69270.0,35860.0,703.0,496.0,218.0,570.0,375.0,14439.0,1575.0,Premier League 2022-2023,premier league,2022-2023,2022
vs Almería,29,54.9,38.0,23165.0,1977.0,6271.0,10606.0,6490.0,1018.0,23159.0,711.0,343.0,48.2,280.0,39.4,13816.0,75540.0,41267.0,860.0,626.0,236.0,483.0,277.0,15280.0,1692.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Athletic Club,26,48.4,38.0,21997.0,2875.0,8384.0,9237.0,4606.0,626.0,21994.0,719.0,320.0,44.5,322.0,44.8,12125.0,62047.0,30317.0,549.0,410.0,135.0,600.0,286.0,13412.0,1202.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Atlético Madrid,27,49.4,38.0,24043.0,2425.0,7018.0,11697.0,5530.0,691.0,24038.0,764.0,351.0,45.9,334.0,43.7,14819.0,75451.0,38319.0,729.0,515.0,146.0,540.0,333.0,16237.0,1617.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Barcelona,29,35.7,38.0,17707.0,2714.0,6971.0,7319.0,3601.0,547.0,17704.0,567.0,271.0,47.8,227.0,40.0,9553.0,51042.0,23763.0,475.0,342.0,130.0,517.0,295.0,10227.0,952.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Betis,30,49.4,38.0,21956.0,2101.0,6663.0,9684.0,5849.0,785.0,21952.0,774.0,363.0,46.9,338.0,43.7,12654.0,68196.0,36562.0,749.0,606.0,146.0,492.0,327.0,14098.0,1553.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Cádiz,38,58.1,38.0,23666.0,2154.0,6661.0,10803.0,6401.0,957.0,23656.0,746.0,351.0,47.1,320.0,42.9,13832.0,75623.0,41624.0,823.0,601.0,187.0,596.0,303.0,15488.0,1728.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Celta Vigo,26,49.8,38.0,22441.0,2271.0,6852.0,10804.0,4993.0,631.0,22433.0,747.0,381.0,51.0,295.0,39.5,13039.0,64525.0,31897.0,536.0,393.0,137.0,617.0,369.0,14469.0,1277.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Elche,32,54.5,38.0,23458.0,2067.0,6449.0,10874.0,6360.0,932.0,23448.0,695.0,323.0,46.5,280.0,40.3,13420.0,72977.0,39930.0,737.0,555.0,204.0,588.0,353.0,15458.0,1597.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Espanyol,33,56.9,38.0,23635.0,2324.0,7122.0,10596.0,6153.0,936.0,23629.0,680.0,299.0,44.0,301.0,44.3,13382.0,73050.0,39005.0,748.0,549.0,223.0,539.0,351.0,15672.0,1619.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Getafe,25,60.1,38.0,25414.0,2202.0,7691.0,12149.0,5823.0,670.0,25406.0,714.0,334.0,46.8,285.0,39.9,14672.0,76145.0,38243.0,688.0,544.0,138.0,556.0,256.0,16902.0,1504.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Girona,29,48.7,38.0,21779.0,2166.0,6541.0,9479.0,5968.0,808.0,21771.0,623.0,288.0,46.2,244.0,39.2,12609.0,66110.0,34363.0,677.0,507.0,166.0,467.0,307.0,14270.0,1425.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Mallorca,31,58.9,38.0,24505.0,1788.0,5800.0,12118.0,6813.0,758.0,24498.0,652.0,298.0,45.7,283.0,43.4,15033.0,80117.0,44803.0,795.0,569.0,132.0,561.0,300.0,16791.0,1695.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Osasuna,26,52.0,38.0,22253.0,2493.0,7751.0,9410.0,5318.0,786.0,22249.0,673.0,322.0,47.8,266.0,39.5,12906.0,68441.0,35932.0,680.0,486.0,170.0,586.0,268.0,14007.0,1357.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Rayo Vallecano,28,48.8,38.0,21335.0,2445.0,7779.0,8961.0,4840.0,738.0,21330.0,765.0,383.0,50.1,281.0,36.7,11197.0,60030.0,30078.0,589.0,432.0,165.0,594.0,355.0,12797.0,1222.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Real Madrid,26,39.1,38.0,19963.0,2604.0,6935.0,8542.0,4678.0,640.0,19958.0,617.0,306.0,49.6,259.0,42.0,11794.0,62135.0,32008.0,631.0,505.0,140.0,470.0,283.0,12901.0,1178.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Real Sociedad,30,45.4,38.0,20064.0,2400.0,7172.0,8271.0,4812.0,654.0,20062.0,681.0,328.0,48.2,285.0,41.9,10456.0,56751.0,26955.0,575.0,450.0,130.0,558.0,375.0,12005.0,1017.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Sevilla,35,47.4,38.0,21296.0,2448.0,6961.0,9372.0,5172.0,750.0,21293.0,661.0,310.0,46.9,281.0,42.5,12175.0,64880.0,33009.0,643.0,489.0,160.0,532.0,306.0,13536.0,1265.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Valencia,28,48.0,38.0,20602.0,2406.0,7019.0,9022.0,4748.0,680.0,20597.0,712.0,334.0,46.9,311.0,43.7,11308.0,59636.0,29192.0,480.0,378.0,117.0,545.0,367.0,12455.0,1209.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Valladolid,36,51.3,38.0,21570.0,2128.0,6441.0,9260.0,6084.0,980.0,21560.0,712.0,332.0,46.6,296.0,41.6,11974.0,64300.0,33417.0,723.0,531.0,215.0,533.0,375.0,13506.0,1474.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Villarreal,32,43.1,38.0,19276.0,2222.0,6362.0,8049.0,5094.0,744.0,19272.0,597.0,264.0,44.2,270.0,45.2,10572.0,57622.0,30004.0,640.0,480.0,170.0,513.0,308.0,11928.0,1226.0,La Liga 2022-2023,la liga,2022-2023,2022
vs Atalanta,27,50.1,38.0,23959.0,2679.0,8426.0,10783.0,5000.0,676.0,23956.0,725.0,322.0,44.4,312.0,43.0,13393.0,70284.0,33667.0,595.0,462.0,130.0,643.0,324.0,15247.0,1249.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Bologna,27,45.3,38.0,20920.0,2107.0,6409.0,9518.0,5212.0,783.0,20911.0,714.0,321.0,45.0,297.0,41.6,11513.0,59874.0,28967.0,565.0,472.0,142.0,584.0,351.0,13073.0,1284.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Cremonese,33,57.9,38.0,25307.0,2394.0,8254.0,11287.0,6015.0,924.0,25302.0,813.0,365.0,44.9,365.0,44.9,14638.0,78631.0,40901.0,763.0,556.0,187.0,615.0,340.0,16758.0,1604.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Empoli,32,52.7,38.0,23087.0,2123.0,6800.0,9913.0,6578.0,1006.0,23081.0,635.0,284.0,44.7,254.0,40.0,13184.0,73206.0,38505.0,830.0,549.0,195.0,564.0,352.0,14982.0,1673.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Fiorentina,30,43.9,38.0,19129.0,3071.0,8474.0,7528.0,3371.0,607.0,19121.0,608.0,249.0,41.0,282.0,46.4,9717.0,51482.0,24689.0,476.0,312.0,144.0,536.0,299.0,11190.0,914.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Hellas Verona,36,58.8,38.0,24226.0,2373.0,7679.0,11303.0,5461.0,873.0,24224.0,639.0,266.0,41.6,296.0,46.3,12957.0,69551.0,33421.0,603.0,444.0,160.0,655.0,309.0,15465.0,1480.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Inter,25,44.3,38.0,21038.0,2635.0,7221.0,9290.0,4729.0,645.0,21035.0,597.0,265.0,44.4,258.0,43.2,11523.0,62322.0,32192.0,697.0,511.0,140.0,533.0,314.0,13561.0,1216.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Juventus,29,50.4,38.0,23194.0,2462.0,7057.0,10622.0,5775.0,657.0,23189.0,640.0,270.0,42.2,288.0,45.0,13518.0,73161.0,38157.0,744.0,618.0,126.0,580.0,306.0,15520.0,1349.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Lazio,24,47.9,38.0,23748.0,2616.0,8902.0,10305.0,4791.0,705.0,23746.0,713.0,348.0,48.8,277.0,38.8,14398.0,71206.0,33098.0,598.0,404.0,140.0,523.0,305.0,16340.0,1289.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Lecce,29,58.7,38.0,24777.0,2385.0,8177.0,11453.0,5384.0,737.0,24771.0,695.0,300.0,43.2,319.0,45.9,14020.0,72665.0,37040.0,613.0,468.0,129.0,678.0,386.0,16022.0,1395.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Milan,30,44.4,38.0,20064.0,2473.0,7081.0,8724.0,4483.0,601.0,20059.0,640.0,263.0,41.1,300.0,46.9,11032.0,59150.0,27918.0,546.0,445.0,108.0,628.0,390.0,12100.0,1157.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Monza,31,44.8,38.0,20566.0,2054.0,6119.0,9384.0,5287.0,840.0,20563.0,618.0,291.0,47.1,260.0,42.1,11585.0,66080.0,35083.0,768.0,512.0,166.0,600.0,335.0,13124.0,1437.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Napoli,27,38.2,38.0,19204.0,2773.0,7705.0,7898.0,3809.0,583.0,19202.0,592.0,266.0,44.9,255.0,43.1,10134.0,52064.0,25529.0,509.0,365.0,129.0,531.0,314.0,11546.0,1007.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Roma,30,51.4,38.0,23002.0,2411.0,7276.0,10953.0,4983.0,514.0,22999.0,683.0,328.0,48.0,289.0,42.3,13621.0,72183.0,35372.0,635.0,518.0,121.0,576.0,335.0,15252.0,1348.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Salernitana,30,55.1,38.0,24286.0,2070.0,6937.0,11876.0,5712.0,946.0,24275.0,671.0,310.0,46.2,259.0,38.6,14256.0,76529.0,39615.0,770.0,559.0,194.0,534.0,328.0,16414.0,1613.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Sampdoria,40,53.9,38.0,23745.0,2211.0,7297.0,10812.0,5910.0,973.0,23734.0,655.0,297.0,45.3,261.0,39.8,13675.0,72031.0,36351.0,723.0,561.0,177.0,529.0,328.0,15639.0,1593.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Sassuolo,31,50.8,38.0,22837.0,2606.0,8014.0,9972.0,5051.0,812.0,22833.0,539.0,245.0,45.5,216.0,40.1,13318.0,69964.0,37124.0,672.0,435.0,173.0,532.0,286.0,15214.0,1335.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Spezia,34,52.6,38.0,22994.0,2255.0,7523.0,10042.0,5652.0,965.0,22987.0,668.0,315.0,47.2,254.0,38.0,12494.0,68637.0,34429.0,671.0,498.0,197.0,594.0,368.0,14324.0,1431.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Torino,28,46.8,38.0,20896.0,2507.0,7769.0,8956.0,4388.0,672.0,20890.0,438.0,168.0,38.4,199.0,45.4,11272.0,57331.0,26345.0,524.0,411.0,133.0,592.0,274.0,12779.0,1089.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Udinese,30,52.0,38.0,22575.0,2185.0,6867.0,10696.0,5249.0,754.0,22568.0,721.0,306.0,42.4,326.0,45.2,12573.0,67401.0,35047.0,631.0,508.0,124.0,552.0,325.0,14778.0,1451.0,Serie A 2022-2023,serie a,2022-2023,2022
vs Ajaccio,36,56.8,38.0,24302.0,1953.0,6843.0,12450.0,5271.0,764.0,24292.0,775.0,381.0,49.2,313.0,40.4,17674.0,100146.0,48472.0,636.0,558.0,135.0,539.0,324.0,16224.0,1685.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Angers,33,53.1,38.0,23892.0,1965.0,6828.0,12114.0,5218.0,824.0,23881.0,708.0,300.0,42.4,310.0,43.8,17872.0,102417.0,48645.0,725.0,589.0,160.0,564.0,342.0,16318.0,1589.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Auxerre,33,56.7,38.0,24994.0,2115.0,6775.0,12537.0,5872.0,886.0,24988.0,761.0,365.0,48.0,313.0,41.1,18531.0,107016.0,51620.0,669.0,573.0,190.0,544.0,361.0,16995.0,1815.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Brest,29,55.1,38.0,24402.0,2105.0,6683.0,12407.0,5542.0,849.0,24393.0,833.0,384.0,46.1,356.0,42.7,17752.0,102226.0,49378.0,686.0,553.0,157.0,619.0,349.0,16224.0,1907.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Clermont Foot,28,51.7,38.0,23471.0,2072.0,6482.0,11495.0,5745.0,752.0,23459.0,880.0,428.0,48.6,351.0,39.9,17297.0,95158.0,43718.0,646.0,558.0,155.0,591.0,334.0,15612.0,1667.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Lens,29,44.4,38.0,20842.0,2503.0,7072.0,9772.0,4243.0,655.0,20839.0,656.0,308.0,47.0,262.0,39.9,14979.0,85790.0,39232.0,544.0,488.0,137.0,559.0,278.0,13455.0,1254.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Lille,26,39.5,38.0,19095.0,2690.0,7566.0,8149.0,3677.0,581.0,19090.0,739.0,344.0,46.5,314.0,42.5,12888.0,72736.0,33047.0,513.0,399.0,133.0,571.0,321.0,11275.0,1046.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Lorient,30,53.4,38.0,24862.0,1899.0,5971.0,12111.0,7059.0,993.0,24860.0,758.0,375.0,49.5,315.0,41.6,18751.0,107582.0,51572.0,759.0,739.0,169.0,538.0,421.0,17143.0,2048.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Lyon,29,41.9,38.0,21204.0,2523.0,7208.0,9590.0,4712.0,728.0,21193.0,867.0,404.0,46.6,367.0,42.3,14537.0,85123.0,39785.0,677.0,541.0,168.0,643.0,356.0,12787.0,1261.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Marseille,30,43.3,38.0,20200.0,2587.0,7075.0,9057.0,4313.0,639.0,20195.0,679.0,292.0,43.0,301.0,44.3,13609.0,77289.0,34567.0,577.0,550.0,156.0,629.0,384.0,11988.0,1133.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Monaco,27,51.8,38.0,24161.0,2646.0,8508.0,11138.0,4798.0,773.0,24156.0,793.0,378.0,47.7,323.0,40.7,17694.0,99593.0,47218.0,647.0,567.0,158.0,569.0,373.0,15960.0,1502.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Montpellier,31,54.2,38.0,23622.0,2096.0,6465.0,11393.0,6025.0,896.0,23611.0,835.0,384.0,46.0,361.0,43.2,16922.0,99928.0,48196.0,794.0,748.0,196.0,572.0,323.0,15476.0,1783.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Nantes,29,54.1,38.0,24671.0,2322.0,7243.0,11988.0,5684.0,822.0,24662.0,818.0,363.0,44.4,367.0,44.9,18004.0,105220.0,49109.0,750.0,628.0,179.0,638.0,342.0,16438.0,1760.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Nice,34,48.5,38.0,23884.0,2349.0,7298.0,11184.0,5667.0,769.0,23879.0,763.0,298.0,39.1,382.0,50.1,17773.0,98734.0,46658.0,704.0,662.0,168.0,565.0,436.0,16124.0,1590.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Paris S-G,26,39.3,38.0,21212.0,2510.0,7167.0,9496.0,4806.0,656.0,21207.0,769.0,354.0,46.0,339.0,44.1,15933.0,91657.0,42875.0,698.0,627.0,153.0,458.0,273.0,14253.0,1306.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Reims,34,51.3,38.0,23088.0,2541.0,7333.0,10499.0,5530.0,858.0,23085.0,842.0,408.0,48.5,339.0,40.3,16329.0,92368.0,42165.0,663.0,576.0,174.0,611.0,364.0,14531.0,1575.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Rennes,32,44.6,38.0,21024.0,2334.0,7069.0,9843.0,4376.0,611.0,21019.0,707.0,327.0,46.3,289.0,40.9,14720.0,84360.0,38527.0,564.0,453.0,128.0,580.0,311.0,13202.0,1308.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Strasbourg,29,54.1,38.0,24641.0,2364.0,7392.0,12390.0,5079.0,730.0,24630.0,755.0,322.0,42.6,344.0,45.6,17910.0,100662.0,46291.0,691.0,578.0,159.0,557.0,346.0,16370.0,1465.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Toulouse,29,48.7,38.0,22692.0,2282.0,6763.0,10600.0,5636.0,854.0,22685.0,930.0,474.0,51.0,368.0,39.6,16056.0,93947.0,44289.0,743.0,602.0,185.0,603.0,348.0,14579.0,1583.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Troyes,32,57.4,38.0,26047.0,1829.0,6230.0,12999.0,7067.0,1140.0,26039.0,691.0,334.0,48.3,272.0,39.4,19892.0,112602.0,53529.0,791.0,793.0,206.0,523.0,336.0,18327.0,1988.0,Ligue 1 2022-2023,ligue 1,2022-2023,2022
vs Ajax,30,33.4,34.0,15847.0,2929.0,6873.0,5952.0,3226.0,489.0,15846.0,504.0,197.0,39.1,268.0,53.2,7961.0,44123.0,21415.0,390.0,321.0,104.0,488.0,301.0,8323.0,727.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
vs AZ Alkmaar,29,46.4,34.0,19788.0,2664.0,7513.0,8308.0,4151.0,597.0,19783.0,579.0,257.0,44.4,252.0,43.5,10780.0,57546.0,28209.0,454.0,351.0,107.0,521.0,291.0,12380.0,1111.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
vs Cambuur,31,52.2,34.0,20436.0,2075.0,5935.0,8622.0,6077.0,991.0,20429.0,678.0,316.0,46.6,302.0,44.5,11285.0,64522.0,34898.0,743.0,517.0,191.0,559.0,297.0,12822.0,1457.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
vs Emmen,30,51.3,34.0,21279.0,2126.0,6403.0,9425.0,5649.0,957.0,21277.0,672.0,301.0,44.8,305.0,45.4,11977.0,66931.0,34300.0,708.0,474.0,194.0,528.0,291.0,13435.0,1429.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
vs Excelsior,28,58.6,34.0,23200.0,1995.0,6209.0,11012.0,6193.0,1054.0,23199.0,702.0,328.0,46.7,300.0,42.7,13535.0,73845.0,39108.0,742.0,531.0,166.0,542.0,315.0,15382.0,1798.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
vs Feyenoord,30,41.1,34.0,18043.0,3033.0,7961.0,7191.0,3099.0,486.0,18042.0,585.0,239.0,40.9,278.0,47.5,9314.0,49543.0,23927.0,363.0,269.0,100.0,569.0,319.0,10211.0,892.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
vs Fortuna Sittard,28,56.0,34.0,21712.0,1886.0,5750.0,9651.0,6537.0,1043.0,21709.0,635.0,314.0,49.4,258.0,40.6,12674.0,72115.0,39103.0,818.0,577.0,220.0,531.0,313.0,14036.0,1748.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
vs Go Ahead Eag,27,53.2,34.0,21146.0,2435.0,7249.0,8991.0,5092.0,860.0,21144.0,557.0,247.0,44.3,235.0,42.2,11845.0,62349.0,30318.0,576.0,416.0,154.0,543.0,314.0,13355.0,1310.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
vs Groningen,36,53.7,34.0,20804.0,2062.0,6545.0,9026.0,5443.0,962.0,20797.0,662.0,320.0,48.3,269.0,40.6,11512.0,62628.0,31891.0,655.0,439.0,193.0,556.0,362.0,12927.0,1456.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
vs Heerenveen,26,49.6,34.0,20871.0,2233.0,6510.0,9099.0,5464.0,821.0,20866.0,570.0,240.0,42.1,271.0,47.5,11561.0,61500.0,29966.0,589.0,436.0,123.0,560.0,256.0,13161.0,1361.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
vs NEC Nijmegen,22,49.3,34.0,19888.0,2115.0,6109.0,8740.0,5242.0,801.0,19884.0,533.0,233.0,43.7,238.0,44.7,11159.0,61337.0,32737.0,636.0,474.0,154.0,555.0,279.0,12396.0,1377.0,Eredivisie 2022-2023,eredivisie,2022-2023,2022
