Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,League,league_name,season,season_start
Braga,31,34.0,530.0,314.0,222.0,222.0,86.0,265.0,582.0,45.5,317.0,373.0,95.0,278.0,374.0,904.0,587.0,3.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Casa Pia,31,34.0,551.0,318.0,269.0,248.0,34.0,297.0,641.0,46.3,344.0,414.0,128.0,286.0,350.0,901.0,709.0,9.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Chaves,31,34.0,477.0,303.0,240.0,182.0,55.0,247.0,561.0,44.0,314.0,428.0,158.0,270.0,336.0,813.0,739.0,10.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Estoril,33,34.0,513.0,316.0,251.0,209.0,53.0,270.0,512.0,52.7,242.0,333.0,120.0,213.0,250.0,763.0,647.0,12.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Famalicão,33,34.0,587.0,360.0,300.0,227.0,60.0,280.0,596.0,47.0,316.0,396.0,127.0,269.0,330.0,917.0,717.0,5.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Gil Vicente FC,32,34.0,539.0,316.0,253.0,209.0,77.0,285.0,572.0,49.8,287.0,369.0,114.0,255.0,306.0,845.0,593.0,6.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Marítimo,39,34.0,594.0,362.0,282.0,234.0,78.0,313.0,582.0,53.8,269.0,344.0,93.0,251.0,334.0,928.0,554.0,11.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Paços de Ferreira,36,34.0,487.0,292.0,254.0,170.0,63.0,248.0,530.0,46.8,282.0,347.0,115.0,232.0,330.0,817.0,656.0,16.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Portimonense,35,34.0,532.0,331.0,241.0,225.0,66.0,241.0,515.0,46.8,274.0,399.0,126.0,273.0,339.0,871.0,722.0,12.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Porto,28,34.0,593.0,358.0,251.0,234.0,108.0,305.0,617.0,49.4,312.0,324.0,67.0,257.0,333.0,926.0,487.0,7.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Rio Ave,30,34.0,542.0,334.0,264.0,231.0,47.0,271.0,548.0,49.5,277.0,390.0,129.0,261.0,298.0,840.0,700.0,12.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Santa Clara,34,34.0,546.0,342.0,262.0,228.0,56.0,274.0,578.0,47.4,304.0,366.0,112.0,254.0,314.0,860.0,735.0,7.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Sporting CP,32,34.0,595.0,352.0,203.0,298.0,94.0,312.0,597.0,52.3,285.0,295.0,70.0,225.0,293.0,888.0,363.0,7.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Vitória,34,34.0,579.0,353.0,325.0,187.0,67.0,287.0,541.0,53.0,254.0,359.0,97.0,262.0,350.0,929.0,703.0,5.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Vizela,30,34.0,558.0,319.0,262.0,227.0,69.0,296.0,546.0,54.2,250.0,370.0,132.0,238.0,381.0,939.0,817.0,5.0,Primeira Liga 2022-2023,primeira liga,2022-2023,2022
Birmingham City,31,46.0,747.0,470.0,366.0,282.0,99.0,349.0,674.0,51.8,325.0,541.0,168.0,373.0,444.0,1191.0,1085.0,6.0,Championship 2022-2023,championship,2022-2023,2022
Blackburn,28,46.0,836.0,498.0,443.0,306.0,87.0,447.0,833.0,53.7,386.0,489.0,142.0,347.0,401.0,1237.0,964.0,13.0,Championship 2022-2023,championship,2022-2023,2022
Blackpool,35,46.0,732.0,414.0,371.0,272.0,89.0,322.0,664.0,48.5,342.0,547.0,199.0,348.0,463.0,1195.0,1083.0,6.0,Championship 2022-2023,championship,2022-2023,2022
Bristol City,28,46.0,768.0,452.0,373.0,310.0,85.0,374.0,712.0,52.5,338.0,523.0,168.0,355.0,401.0,1169.0,863.0,10.0,Championship 2022-2023,championship,2022-2023,2022
Burnley,28,46.0,684.0,417.0,295.0,303.0,86.0,334.0,652.0,51.2,318.0,429.0,104.0,325.0,415.0,1099.0,699.0,13.0,Championship 2022-2023,championship,2022-2023,2022
Cardiff City,31,46.0,710.0,411.0,367.0,266.0,77.0,306.0,573.0,53.4,267.0,460.0,155.0,305.0,428.0,1138.0,963.0,9.0,Championship 2022-2023,championship,2022-2023,2022
Coventry City,28,46.0,875.0,519.0,440.0,355.0,80.0,390.0,786.0,49.6,396.0,521.0,141.0,380.0,491.0,1366.0,979.0,5.0,Championship 2022-2023,championship,2022-2023,2022
Huddersfield,40,46.0,665.0,384.0,315.0,253.0,97.0,318.0,635.0,50.1,317.0,501.0,187.0,314.0,430.0,1095.0,1086.0,7.0,Championship 2022-2023,championship,2022-2023,2022
Hull City,36,46.0,648.0,403.0,327.0,256.0,65.0,315.0,646.0,48.8,331.0,488.0,161.0,327.0,420.0,1068.0,980.0,18.0,Championship 2022-2023,championship,2022-2023,2022
Luton Town,30,46.0,733.0,417.0,335.0,295.0,103.0,329.0,693.0,47.5,364.0,560.0,155.0,405.0,429.0,1162.0,1065.0,7.0,Championship 2022-2023,championship,2022-2023,2022
Middlesbrough,29,46.0,636.0,381.0,303.0,250.0,83.0,293.0,577.0,50.8,284.0,440.0,123.0,317.0,372.0,1008.0,724.0,11.0,Championship 2022-2023,championship,2022-2023,2022
Millwall,26,46.0,752.0,435.0,369.0,304.0,79.0,352.0,681.0,51.7,329.0,488.0,145.0,343.0,470.0,1222.0,822.0,4.0,Championship 2022-2023,championship,2022-2023,2022
Norwich City,31,46.0,754.0,442.0,394.0,283.0,77.0,377.0,715.0,52.7,338.0,512.0,149.0,363.0,418.0,1172.0,856.0,23.0,Championship 2022-2023,championship,2022-2023,2022
Preston,28,46.0,824.0,463.0,442.0,290.0,92.0,431.0,829.0,52.0,398.0,568.0,180.0,388.0,536.0,1360.0,986.0,9.0,Championship 2022-2023,championship,2022-2023,2022
QPR,29,46.0,739.0,461.0,364.0,286.0,89.0,342.0,637.0,53.7,295.0,535.0,145.0,390.0,511.0,1250.0,1002.0,14.0,Championship 2022-2023,championship,2022-2023,2022
Reading,32,46.0,736.0,445.0,402.0,246.0,88.0,336.0,662.0,50.8,326.0,483.0,171.0,312.0,433.0,1169.0,1018.0,10.0,Championship 2022-2023,championship,2022-2023,2022
Rotherham Utd,33,46.0,731.0,427.0,360.0,275.0,96.0,325.0,637.0,51.0,312.0,487.0,169.0,318.0,399.0,1130.0,1068.0,13.0,Championship 2022-2023,championship,2022-2023,2022
Sheffield Utd,32,46.0,822.0,528.0,394.0,321.0,107.0,344.0,641.0,53.7,297.0,527.0,136.0,391.0,486.0,1308.0,942.0,8.0,Championship 2022-2023,championship,2022-2023,2022
Stoke City,32,46.0,725.0,460.0,346.0,288.0,91.0,303.0,628.0,48.2,325.0,501.0,146.0,355.0,491.0,1216.0,884.0,7.0,Championship 2022-2023,championship,2022-2023,2022
Sunderland,30,46.0,789.0,462.0,356.0,336.0,97.0,351.0,710.0,49.4,359.0,533.0,183.0,350.0,472.0,1261.0,934.0,10.0,Championship 2022-2023,championship,2022-2023,2022
Swansea City,24,46.0,631.0,379.0,286.0,250.0,95.0,272.0,536.0,50.7,264.0,393.0,121.0,272.0,339.0,970.0,716.0,14.0,Championship 2022-2023,championship,2022-2023,2022
Watford,41,46.0,776.0,473.0,414.0,295.0,67.0,359.0,657.0,54.6,298.0,510.0,138.0,372.0,503.0,1279.0,967.0,5.0,Championship 2022-2023,championship,2022-2023,2022
West Brom,31,46.0,604.0,368.0,267.0,253.0,84.0,276.0,557.0,49.6,281.0,501.0,135.0,366.0,427.0,1031.0,806.0,11.0,Championship 2022-2023,championship,2022-2023,2022
Wigan Athletic,37,46.0,708.0,448.0,368.0,283.0,57.0,324.0,663.0,48.9,339.0,418.0,148.0,270.0,421.0,1129.0,893.0,11.0,Championship 2022-2023,championship,2022-2023,2022
Arminia,26,34.0,549.0,311.0,270.0,235.0,44.0,238.0,543.0,43.8,305.0,395.0,110.0,285.0,421.0,970.0,770.0,7.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
Augsburg,26,34.0,561.0,335.0,254.0,236.0,71.0,250.0,584.0,42.8,334.0,397.0,116.0,281.0,363.0,924.0,769.0,12.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
Bayern Munich,30,34.0,563.0,338.0,231.0,237.0,95.0,259.0,559.0,46.3,300.0,338.0,68.0,270.0,349.0,912.0,404.0,18.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
Bochum,28,34.0,566.0,353.0,298.0,199.0,69.0,277.0,574.0,48.3,297.0,420.0,119.0,301.0,429.0,995.0,616.0,13.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
Dortmund,33,34.0,541.0,322.0,232.0,236.0,73.0,255.0,550.0,46.4,295.0,351.0,82.0,269.0,347.0,888.0,519.0,11.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
Eint Frankfurt,27,34.0,595.0,330.0,260.0,252.0,83.0,283.0,673.0,42.1,390.0,435.0,95.0,340.0,377.0,972.0,592.0,12.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
Freiburg,26,34.0,518.0,299.0,246.0,207.0,65.0,215.0,477.0,45.1,262.0,352.0,130.0,222.0,355.0,873.0,751.0,13.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
Gladbach,26,34.0,572.0,345.0,260.0,252.0,60.0,285.0,615.0,46.3,330.0,402.0,91.0,311.0,326.0,898.0,553.0,13.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
Greuther Fürth,29,34.0,568.0,336.0,258.0,252.0,58.0,270.0,567.0,47.6,297.0,416.0,124.0,292.0,374.0,942.0,712.0,8.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
Hertha BSC,36,34.0,546.0,321.0,294.0,197.0,55.0,252.0,544.0,46.3,292.0,377.0,105.0,272.0,406.0,952.0,816.0,15.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
Hoffenheim,32,34.0,483.0,291.0,191.0,216.0,76.0,223.0,484.0,46.1,261.0,390.0,88.0,302.0,285.0,768.0,520.0,17.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
Köln,26,34.0,598.0,361.0,264.0,246.0,88.0,288.0,665.0,43.3,377.0,442.0,99.0,343.0,426.0,1024.0,628.0,10.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
Leverkusen,29,34.0,484.0,281.0,235.0,199.0,50.0,225.0,493.0,45.6,268.0,350.0,101.0,249.0,360.0,844.0,620.0,12.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
Mainz 05,28,34.0,579.0,305.0,291.0,220.0,68.0,282.0,595.0,47.4,313.0,404.0,94.0,310.0,439.0,1018.0,584.0,9.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
RB Leipzig,29,34.0,499.0,289.0,218.0,222.0,59.0,219.0,512.0,42.8,293.0,399.0,81.0,318.0,349.0,848.0,523.0,12.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
Stuttgart,34,34.0,532.0,307.0,231.0,236.0,65.0,241.0,530.0,45.5,289.0,386.0,124.0,262.0,342.0,874.0,708.0,8.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
Union Berlin,28,34.0,538.0,296.0,266.0,223.0,49.0,268.0,568.0,47.2,300.0,322.0,90.0,232.0,376.0,914.0,657.0,7.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
Wolfsburg,30,34.0,539.0,298.0,278.0,201.0,60.0,257.0,540.0,47.6,283.0,388.0,103.0,285.0,388.0,927.0,740.0,9.0,Bundesliga 2021-2022,bundesliga,2021-2022,2021
Arsenal,27,38.0,540.0,311.0,261.0,195.0,84.0,244.0,500.0,48.8,256.0,386.0,123.0,263.0,296.0,836.0,658.0,20.0,Premier League 2021-2022,premier league,2021-2022,2021
Aston Villa,31,38.0,634.0,382.0,300.0,259.0,75.0,300.0,649.0,46.2,349.0,453.0,140.0,313.0,339.0,973.0,693.0,13.0,Premier League 2021-2022,premier league,2021-2022,2021
Brentford,29,38.0,607.0,342.0,299.0,228.0,80.0,291.0,616.0,47.2,325.0,383.0,113.0,270.0,393.0,1000.0,863.0,7.0,Premier League 2021-2022,premier league,2021-2022,2021
Brighton,26,38.0,668.0,403.0,306.0,257.0,105.0,243.0,563.0,43.2,320.0,480.0,150.0,330.0,358.0,1026.0,723.0,12.0,Premier League 2021-2022,premier league,2021-2022,2021
Burnley,23,38.0,590.0,324.0,273.0,235.0,82.0,250.0,534.0,46.8,284.0,509.0,211.0,298.0,410.0,1000.0,887.0,18.0,Premier League 2021-2022,premier league,2021-2022,2021
Chelsea,26,38.0,621.0,348.0,267.0,269.0,85.0,257.0,567.0,45.3,310.0,408.0,96.0,312.0,347.0,968.0,641.0,15.0,Premier League 2021-2022,premier league,2021-2022,2021
Crystal Palace,24,38.0,637.0,374.0,323.0,236.0,78.0,273.0,575.0,47.5,302.0,452.0,135.0,317.0,333.0,970.0,761.0,5.0,Premier League 2021-2022,premier league,2021-2022,2021
Everton,33,38.0,705.0,402.0,369.0,252.0,84.0,336.0,735.0,45.7,399.0,496.0,140.0,356.0,365.0,1070.0,815.0,15.0,Premier League 2021-2022,premier league,2021-2022,2021
Leeds United,29,38.0,787.0,437.0,396.0,298.0,93.0,408.0,886.0,46.0,478.0,473.0,143.0,330.0,395.0,1182.0,621.0,15.0,Premier League 2021-2022,premier league,2021-2022,2021
Leicester City,28,38.0,690.0,384.0,336.0,270.0,84.0,306.0,720.0,42.5,414.0,469.0,146.0,323.0,367.0,1057.0,777.0,15.0,Premier League 2021-2022,premier league,2021-2022,2021
Liverpool,27,38.0,554.0,320.0,207.0,240.0,107.0,233.0,576.0,40.5,343.0,359.0,74.0,285.0,340.0,894.0,523.0,8.0,Premier League 2021-2022,premier league,2021-2022,2021
Manchester City,26,38.0,498.0,284.0,183.0,214.0,101.0,227.0,509.0,44.6,282.0,267.0,55.0,212.0,279.0,777.0,403.0,7.0,Premier League 2021-2022,premier league,2021-2022,2021
Manchester Utd,29,38.0,585.0,358.0,320.0,197.0,68.0,265.0,608.0,43.6,343.0,404.0,133.0,271.0,340.0,925.0,704.0,20.0,Premier League 2021-2022,premier league,2021-2022,2021
Newcastle Utd,29,38.0,659.0,383.0,334.0,266.0,59.0,304.0,641.0,47.4,337.0,420.0,162.0,258.0,360.0,1019.0,776.0,14.0,Premier League 2021-2022,premier league,2021-2022,2021
Norwich City,28,38.0,614.0,368.0,322.0,242.0,50.0,297.0,714.0,41.6,417.0,450.0,180.0,270.0,381.0,995.0,860.0,14.0,Premier League 2021-2022,premier league,2021-2022,2021
Southampton,25,38.0,602.0,340.0,285.0,243.0,74.0,248.0,581.0,42.7,333.0,430.0,132.0,298.0,446.0,1048.0,795.0,13.0,Premier League 2021-2022,premier league,2021-2022,2021
Tottenham,25,38.0,598.0,349.0,286.0,244.0,68.0,262.0,584.0,44.9,322.0,470.0,161.0,309.0,355.0,953.0,793.0,15.0,Premier League 2021-2022,premier league,2021-2022,2021
Watford,30,38.0,614.0,356.0,341.0,213.0,60.0,278.0,626.0,44.4,348.0,440.0,148.0,292.0,444.0,1058.0,899.0,19.0,Premier League 2021-2022,premier league,2021-2022,2021
West Ham,25,38.0,534.0,301.0,273.0,199.0,62.0,240.0,557.0,43.1,317.0,420.0,175.0,245.0,374.0,908.0,781.0,5.0,Premier League 2021-2022,premier league,2021-2022,2021
Wolves,26,38.0,673.0,377.0,377.0,242.0,54.0,273.0,671.0,40.7,398.0,437.0,135.0,302.0,389.0,1062.0,820.0,20.0,Premier League 2021-2022,premier league,2021-2022,2021
Alavés,33,38.0,550.0,324.0,271.0,221.0,58.0,262.0,637.0,41.1,375.0,373.0,106.0,267.0,376.0,926.0,890.0,7.0,La Liga 2021-2022,la liga,2021-2022,2021
Athletic Club,26,38.0,508.0,292.0,217.0,216.0,75.0,224.0,582.0,38.5,358.0,411.0,128.0,283.0,339.0,847.0,788.0,8.0,La Liga 2021-2022,la liga,2021-2022,2021
Atlético Madrid,26,38.0,636.0,346.0,290.0,279.0,67.0,293.0,619.0,47.3,326.0,372.0,98.0,274.0,365.0,1001.0,649.0,14.0,La Liga 2021-2022,la liga,2021-2022,2021
Barcelona,38,38.0,587.0,331.0,236.0,270.0,81.0,244.0,493.0,49.5,249.0,346.0,85.0,261.0,325.0,912.0,467.0,17.0,La Liga 2021-2022,la liga,2021-2022,2021
Betis,31,38.0,662.0,392.0,322.0,261.0,79.0,324.0,695.0,46.6,371.0,386.0,112.0,274.0,361.0,1023.0,777.0,11.0,La Liga 2021-2022,la liga,2021-2022,2021
Cádiz,33,38.0,647.0,380.0,346.0,238.0,63.0,301.0,711.0,42.3,410.0,390.0,106.0,284.0,413.0,1060.0,768.0,5.0,La Liga 2021-2022,la liga,2021-2022,2021
Celta Vigo,25,38.0,696.0,409.0,324.0,279.0,93.0,286.0,762.0,37.5,476.0,423.0,91.0,332.0,376.0,1072.0,634.0,11.0,La Liga 2021-2022,la liga,2021-2022,2021
Elche,28,38.0,589.0,325.0,335.0,191.0,63.0,268.0,622.0,43.1,354.0,367.0,126.0,241.0,305.0,894.0,769.0,14.0,La Liga 2021-2022,la liga,2021-2022,2021
Espanyol,34,38.0,557.0,338.0,308.0,196.0,53.0,275.0,646.0,42.6,371.0,360.0,114.0,246.0,326.0,883.0,892.0,20.0,La Liga 2021-2022,la liga,2021-2022,2021
Getafe,31,38.0,587.0,360.0,266.0,243.0,78.0,248.0,594.0,41.8,346.0,400.0,96.0,304.0,401.0,988.0,719.0,8.0,La Liga 2021-2022,la liga,2021-2022,2021
Granada,32,38.0,611.0,343.0,310.0,240.0,61.0,274.0,632.0,43.4,358.0,437.0,130.0,307.0,326.0,937.0,841.0,8.0,La Liga 2021-2022,la liga,2021-2022,2021
Levante,31,38.0,558.0,305.0,268.0,212.0,78.0,237.0,611.0,38.8,374.0,326.0,110.0,216.0,377.0,935.0,735.0,12.0,La Liga 2021-2022,la liga,2021-2022,2021
Mallorca,33,38.0,607.0,332.0,301.0,235.0,71.0,248.0,551.0,45.0,303.0,374.0,119.0,255.0,344.0,951.0,826.0,9.0,La Liga 2021-2022,la liga,2021-2022,2021
Osasuna,29,38.0,577.0,331.0,270.0,236.0,71.0,251.0,598.0,42.0,347.0,340.0,115.0,225.0,368.0,945.0,758.0,5.0,La Liga 2021-2022,la liga,2021-2022,2021
Rayo Vallecano,28,38.0,621.0,359.0,320.0,237.0,64.0,280.0,688.0,40.7,408.0,410.0,95.0,315.0,365.0,986.0,686.0,9.0,La Liga 2021-2022,la liga,2021-2022,2021
Real Madrid,31,38.0,560.0,345.0,281.0,195.0,84.0,211.0,502.0,42.0,291.0,379.0,114.0,265.0,334.0,894.0,526.0,17.0,La Liga 2021-2022,la liga,2021-2022,2021
Real Sociedad,32,38.0,586.0,339.0,271.0,234.0,81.0,260.0,546.0,47.6,286.0,382.0,105.0,277.0,348.0,934.0,703.0,6.0,La Liga 2021-2022,la liga,2021-2022,2021
Sevilla,33,38.0,534.0,302.0,252.0,211.0,71.0,236.0,542.0,43.5,306.0,367.0,124.0,243.0,270.0,804.0,603.0,18.0,La Liga 2021-2022,la liga,2021-2022,2021
Valencia,34,38.0,591.0,364.0,289.0,217.0,85.0,266.0,623.0,42.7,357.0,373.0,93.0,280.0,339.0,930.0,746.0,8.0,La Liga 2021-2022,la liga,2021-2022,2021
Villarreal,29,38.0,538.0,312.0,250.0,197.0,91.0,229.0,476.0,48.1,247.0,330.0,109.0,221.0,329.0,867.0,644.0,16.0,La Liga 2021-2022,la liga,2021-2022,2021
Atalanta,32,38.0,630.0,341.0,252.0,271.0,107.0,299.0,635.0,47.1,336.0,436.0,96.0,340.0,441.0,1071.0,483.0,6.0,Serie A 2021-2022,serie a,2021-2022,2021
Bologna,36,38.0,530.0,298.0,261.0,202.0,67.0,216.0,528.0,40.9,312.0,384.0,127.0,257.0,370.0,900.0,678.0,5.0,Serie A 2021-2022,serie a,2021-2022,2021
Cagliari,33,38.0,557.0,303.0,263.0,229.0,65.0,230.0,544.0,42.3,314.0,406.0,128.0,278.0,397.0,954.0,747.0,5.0,Serie A 2021-2022,serie a,2021-2022,2021
Empoli,28,38.0,568.0,327.0,268.0,208.0,92.0,273.0,606.0,45.0,333.0,451.0,177.0,274.0,352.0,920.0,772.0,10.0,Serie A 2021-2022,serie a,2021-2022,2021
Fiorentina,28,38.0,508.0,301.0,232.0,203.0,73.0,268.0,540.0,49.6,272.0,357.0,91.0,266.0,244.0,752.0,407.0,15.0,Serie A 2021-2022,serie a,2021-2022,2021
Genoa,40,38.0,739.0,416.0,324.0,302.0,113.0,349.0,727.0,48.0,378.0,487.0,134.0,353.0,449.0,1188.0,751.0,15.0,Serie A 2021-2022,serie a,2021-2022,2021
Hellas Verona,31,38.0,534.0,308.0,248.0,214.0,72.0,238.0,557.0,42.7,319.0,414.0,107.0,307.0,392.0,926.0,779.0,9.0,Serie A 2021-2022,serie a,2021-2022,2021
Inter,27,38.0,588.0,332.0,265.0,240.0,83.0,247.0,545.0,45.3,298.0,360.0,110.0,250.0,332.0,920.0,485.0,11.0,Serie A 2021-2022,serie a,2021-2022,2021
Juventus,32,38.0,555.0,316.0,260.0,217.0,78.0,236.0,529.0,44.6,293.0,392.0,134.0,258.0,332.0,887.0,677.0,9.0,Serie A 2021-2022,serie a,2021-2022,2021
Lazio,27,38.0,578.0,339.0,246.0,255.0,77.0,238.0,621.0,38.3,383.0,416.0,144.0,272.0,315.0,893.0,565.0,10.0,Serie A 2021-2022,serie a,2021-2022,2021
Milan,28,38.0,697.0,421.0,304.0,288.0,105.0,281.0,583.0,48.2,302.0,371.0,110.0,261.0,355.0,1052.0,477.0,12.0,Serie A 2021-2022,serie a,2021-2022,2021
Napoli,27,38.0,550.0,327.0,246.0,227.0,77.0,268.0,617.0,43.4,349.0,371.0,108.0,263.0,296.0,846.0,510.0,8.0,Serie A 2021-2022,serie a,2021-2022,2021
Roma,29,38.0,613.0,362.0,282.0,253.0,78.0,283.0,622.0,45.5,339.0,383.0,82.0,301.0,385.0,998.0,552.0,9.0,Serie A 2021-2022,serie a,2021-2022,2021
Salernitana,42,38.0,541.0,321.0,274.0,208.0,59.0,277.0,579.0,47.8,302.0,394.0,146.0,248.0,353.0,894.0,777.0,3.0,Serie A 2021-2022,serie a,2021-2022,2021
Sampdoria,34,38.0,562.0,327.0,277.0,217.0,68.0,288.0,629.0,45.8,341.0,383.0,134.0,249.0,443.0,1005.0,723.0,11.0,Serie A 2021-2022,serie a,2021-2022,2021
Sassuolo,29,38.0,482.0,271.0,252.0,163.0,67.0,236.0,574.0,41.1,338.0,422.0,127.0,295.0,314.0,796.0,664.0,19.0,Serie A 2021-2022,serie a,2021-2022,2021
Spezia,30,38.0,580.0,343.0,301.0,205.0,74.0,266.0,585.0,45.5,319.0,465.0,176.0,289.0,372.0,952.0,736.0,8.0,Serie A 2021-2022,serie a,2021-2022,2021
Torino,31,38.0,531.0,314.0,223.0,234.0,74.0,228.0,440.0,51.8,212.0,375.0,108.0,267.0,423.0,954.0,651.0,4.0,Serie A 2021-2022,serie a,2021-2022,2021
Udinese,29,38.0,622.0,350.0,282.0,271.0,69.0,284.0,643.0,44.2,359.0,432.0,122.0,310.0,351.0,973.0,671.0,12.0,Serie A 2021-2022,serie a,2021-2022,2021
Venezia,39,38.0,613.0,352.0,325.0,217.0,71.0,273.0,626.0,43.6,353.0,495.0,202.0,293.0,388.0,1001.0,865.0,13.0,Serie A 2021-2022,serie a,2021-2022,2021
Angers,30,38.0,619.0,370.0,301.0,253.0,65.0,284.0,659.0,43.1,375.0,384.0,99.0,285.0,423.0,1042.0,631.0,9.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
Bordeaux,39,38.0,642.0,377.0,321.0,243.0,78.0,323.0,741.0,43.6,418.0,357.0,104.0,253.0,454.0,1096.0,688.0,19.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
Brest,25,38.0,682.0,400.0,342.0,249.0,91.0,310.0,655.0,47.3,345.0,369.0,108.0,261.0,469.0,1151.0,707.0,4.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
Clermont Foot,28,38.0,622.0,361.0,285.0,262.0,75.0,291.0,665.0,43.8,374.0,372.0,99.0,273.0,386.0,1008.0,527.0,9.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
Lens,28,38.0,591.0,359.0,273.0,243.0,75.0,266.0,602.0,44.2,336.0,360.0,99.0,261.0,455.0,1046.0,616.0,7.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
Lille,26,38.0,653.0,359.0,310.0,274.0,69.0,305.0,619.0,49.3,314.0,351.0,111.0,240.0,377.0,1030.0,672.0,6.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
Lorient,29,38.0,696.0,412.0,337.0,292.0,67.0,383.0,811.0,47.2,428.0,405.0,115.0,290.0,412.0,1108.0,776.0,9.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
Lyon,30,38.0,632.0,367.0,264.0,270.0,98.0,279.0,614.0,45.4,335.0,385.0,91.0,294.0,396.0,1028.0,621.0,17.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
Marseille,27,38.0,556.0,319.0,252.0,238.0,66.0,232.0,501.0,46.3,269.0,263.0,65.0,198.0,327.0,883.0,437.0,10.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
Metz,36,38.0,711.0,442.0,395.0,275.0,41.0,300.0,649.0,46.2,349.0,452.0,139.0,313.0,507.0,1218.0,782.0,11.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
Monaco,27,38.0,745.0,435.0,292.0,368.0,85.0,324.0,701.0,46.2,377.0,378.0,103.0,275.0,424.0,1169.0,487.0,10.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
Montpellier,27,38.0,625.0,380.0,340.0,210.0,75.0,309.0,723.0,42.7,414.0,363.0,134.0,229.0,356.0,981.0,675.0,13.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
Nantes,26,38.0,685.0,405.0,331.0,262.0,92.0,353.0,774.0,45.6,421.0,419.0,136.0,283.0,415.0,1100.0,680.0,9.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
Nice,27,38.0,610.0,369.0,291.0,253.0,66.0,314.0,590.0,53.2,276.0,392.0,119.0,273.0,441.0,1051.0,595.0,7.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
Paris S-G,36,38.0,607.0,360.0,229.0,276.0,102.0,290.0,599.0,48.4,309.0,330.0,106.0,224.0,303.0,910.0,437.0,14.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
Reims,35,38.0,615.0,365.0,328.0,221.0,66.0,286.0,629.0,45.5,343.0,460.0,154.0,306.0,493.0,1108.0,753.0,7.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
Rennes,28,38.0,546.0,318.0,234.0,215.0,97.0,261.0,550.0,47.5,289.0,347.0,92.0,255.0,315.0,861.0,646.0,12.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
Saint-Étienne,39,38.0,695.0,397.0,341.0,265.0,89.0,295.0,638.0,46.2,343.0,398.0,93.0,305.0,452.0,1147.0,563.0,10.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
Strasbourg,26,38.0,660.0,392.0,302.0,257.0,101.0,293.0,626.0,46.8,333.0,380.0,93.0,287.0,433.0,1093.0,563.0,6.0,Ligue 1 2021-2022,ligue 1,2021-2022,2021
