Squad,# Pl,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,League,league_name,season,season_start
vs Bristol City,24,46.0,21539.0,19286.0,2175.0,514.0,54.0,106.0,727.0,1024.0,191.0,116.0,45.0,4.0,16563.0,78.0,341.0,Championship 2024-2025,championship,2024-2025,2024
vs Burnley,38,46.0,19051.0,16797.0,2122.0,574.0,56.0,80.0,682.0,923.0,174.0,83.0,62.0,0.0,14626.0,132.0,347.0,Championship 2024-2025,championship,2024-2025,2024
vs Cardiff City,33,46.0,22206.0,19970.0,2159.0,608.0,50.0,110.0,741.0,914.0,219.0,117.0,52.0,3.0,17557.0,77.0,354.0,Championship 2024-2025,championship,2024-2025,2024
vs Coventry City,26,46.0,19062.0,16720.0,2214.0,567.0,46.0,103.0,758.0,936.0,257.0,138.0,55.0,9.0,14336.0,128.0,348.0,Championship 2024-2025,championship,2024-2025,2024
vs Derby County,33,46.0,22015.0,19561.0,2390.0,603.0,39.0,111.0,826.0,1119.0,239.0,129.0,71.0,2.0,16894.0,64.0,458.0,Championship 2024-2025,championship,2024-2025,2024
vs Hull City,37,46.0,21792.0,19434.0,2271.0,603.0,25.0,102.0,936.0,953.0,250.0,113.0,68.0,7.0,17228.0,87.0,371.0,Championship 2024-2025,championship,2024-2025,2024
vs Leeds United,28,46.0,17314.0,15158.0,2091.0,565.0,33.0,98.0,540.0,853.0,136.0,86.0,32.0,1.0,12928.0,65.0,334.0,Championship 2024-2025,championship,2024-2025,2024
vs Luton Town,37,46.0,21392.0,18949.0,2373.0,645.0,42.0,100.0,804.0,1061.0,225.0,122.0,51.0,3.0,16366.0,70.0,415.0,Championship 2024-2025,championship,2024-2025,2024
vs Middlesbrough,33,46.0,20543.0,18385.0,2061.0,519.0,41.0,130.0,783.0,875.0,220.0,121.0,57.0,5.0,16232.0,97.0,390.0,Championship 2024-2025,championship,2024-2025,2024
vs Millwall,34,46.0,22270.0,19790.0,2427.0,677.0,30.0,108.0,825.0,1065.0,249.0,135.0,65.0,3.0,16931.0,53.0,423.0,Championship 2024-2025,championship,2024-2025,2024
vs Norwich City,35,46.0,19140.0,16928.0,2122.0,604.0,55.0,122.0,823.0,833.0,232.0,139.0,53.0,1.0,14816.0,90.0,385.0,Championship 2024-2025,championship,2024-2025,2024
vs Oxford United,34,46.0,24506.0,22154.0,2283.0,526.0,54.0,115.0,1036.0,1093.0,305.0,163.0,80.0,10.0,19384.0,69.0,409.0,Championship 2024-2025,championship,2024-2025,2024
vs Plymouth Argyle,34,46.0,23792.0,21229.0,2459.0,597.0,64.0,133.0,1013.0,1172.0,300.0,154.0,82.0,2.0,18662.0,104.0,434.0,Championship 2024-2025,championship,2024-2025,2024
vs Portsmouth,37,46.0,21345.0,18840.0,2405.0,612.0,66.0,116.0,812.0,1031.0,251.0,125.0,79.0,8.0,15828.0,100.0,398.0,Championship 2024-2025,championship,2024-2025,2024
vs Preston,28,46.0,21419.0,18923.0,2423.0,635.0,58.0,91.0,853.0,1080.0,246.0,130.0,72.0,6.0,16325.0,73.0,439.0,Championship 2024-2025,championship,2024-2025,2024
vs QPR,30,46.0,22890.0,20405.0,2383.0,560.0,34.0,130.0,889.0,1152.0,262.0,130.0,89.0,1.0,17938.0,102.0,418.0,Championship 2024-2025,championship,2024-2025,2024
vs Sheffield Utd,33,46.0,20540.0,18301.0,2164.0,556.0,29.0,124.0,847.0,948.0,229.0,121.0,78.0,1.0,15927.0,75.0,402.0,Championship 2024-2025,championship,2024-2025,2024
vs Sheffield Weds,28,46.0,21019.0,18616.0,2341.0,608.0,54.0,117.0,750.0,1013.0,234.0,127.0,69.0,3.0,16350.0,62.0,352.0,Championship 2024-2025,championship,2024-2025,2024
vs Stoke City,32,46.0,21953.0,19568.0,2277.0,606.0,46.0,137.0,946.0,987.0,268.0,134.0,79.0,3.0,17076.0,108.0,363.0,Championship 2024-2025,championship,2024-2025,2024
vs Sunderland,30,46.0,21629.0,19441.0,2124.0,548.0,32.0,84.0,794.0,931.0,197.0,80.0,62.0,2.0,17027.0,64.0,391.0,Championship 2024-2025,championship,2024-2025,2024
vs Swansea City,26,46.0,17994.0,15599.0,2297.0,550.0,33.0,131.0,771.0,1065.0,218.0,114.0,79.0,5.0,13104.0,98.0,405.0,Championship 2024-2025,championship,2024-2025,2024
vs Watford,32,46.0,19838.0,17478.0,2267.0,611.0,45.0,97.0,837.0,995.0,226.0,120.0,72.0,2.0,15163.0,93.0,365.0,Championship 2024-2025,championship,2024-2025,2024
vs West Brom,30,46.0,19921.0,17752.0,2065.0,486.0,47.0,109.0,855.0,897.0,221.0,117.0,69.0,2.0,15386.0,104.0,323.0,Championship 2024-2025,championship,2024-2025,2024
vs Augsburg,29,34.0,18656.0,16854.0,1744.0,514.0,43.0,156.0,658.0,678.0,179.0,95.0,53.0,4.0,14958.0,58.0,331.0,Bundesliga 2023-2024,bundesliga,2023-2024,2023
vs Bayern Munich,30,34.0,14634.0,13184.0,1400.0,346.0,45.0,86.0,463.0,527.0,96.0,38.0,40.0,1.0,11673.0,50.0,325.0,Bundesliga 2023-2024,bundesliga,2023-2024,2023
vs Bochum,25,34.0,16555.0,14631.0,1865.0,506.0,51.0,101.0,668.0,755.0,198.0,87.0,85.0,2.0,12224.0,59.0,367.0,Bundesliga 2023-2024,bundesliga,2023-2024,2023
vs Darmstadt 98,32,34.0,18463.0,16773.0,1631.0,453.0,76.0,70.0,622.0,709.0,182.0,73.0,79.0,0.0,14988.0,59.0,299.0,Bundesliga 2023-2024,bundesliga,2023-2024,2023
vs Dortmund,32,34.0,14962.0,13401.0,1471.0,330.0,54.0,83.0,602.0,623.0,172.0,74.0,66.0,0.0,11645.0,90.0,350.0,Bundesliga 2023-2024,bundesliga,2023-2024,2023
vs Eint Frankfurt,34,34.0,17532.0,15912.0,1535.0,378.0,48.0,85.0,619.0,679.0,155.0,47.0,74.0,3.0,13799.0,85.0,373.0,Bundesliga 2023-2024,bundesliga,2023-2024,2023
vs Freiburg,25,34.0,18560.0,17024.0,1492.0,399.0,49.0,69.0,601.0,611.0,190.0,82.0,78.0,1.0,15011.0,44.0,316.0,Bundesliga 2023-2024,bundesliga,2023-2024,2023
vs Gladbach,27,34.0,19590.0,17982.0,1562.0,355.0,65.0,81.0,710.0,668.0,208.0,87.0,79.0,0.0,16078.0,46.0,352.0,Bundesliga 2023-2024,bundesliga,2023-2024,2023
vs Heidenheim,22,34.0,19659.0,17901.0,1702.0,450.0,67.0,83.0,637.0,739.0,170.0,76.0,81.0,3.0,15688.0,56.0,384.0,Bundesliga 2023-2024,bundesliga,2023-2024,2023
vs Hoffenheim,30,34.0,17443.0,15782.0,1609.0,363.0,50.0,99.0,697.0,699.0,193.0,61.0,78.0,0.0,13823.0,52.0,310.0,Bundesliga 2023-2024,bundesliga,2023-2024,2023
vs Köln,26,34.0,18354.0,16589.0,1725.0,447.0,41.0,101.0,629.0,742.0,203.0,85.0,87.0,3.0,14756.0,40.0,392.0,Bundesliga 2023-2024,bundesliga,2023-2024,2023
vs Leverkusen,24,34.0,14960.0,13528.0,1394.0,371.0,35.0,58.0,405.0,504.0,112.0,63.0,43.0,0.0,11820.0,38.0,280.0,Bundesliga 2023-2024,bundesliga,2023-2024,2023
vs Mainz 05,30,34.0,17869.0,16094.0,1732.0,511.0,39.0,72.0,546.0,749.0,142.0,42.0,62.0,0.0,13806.0,43.0,359.0,Bundesliga 2023-2024,bundesliga,2023-2024,2023
vs RB Leipzig,26,34.0,15867.0,14271.0,1546.0,405.0,31.0,60.0,539.0,623.0,140.0,70.0,49.0,0.0,12519.0,50.0,388.0,Bundesliga 2023-2024,bundesliga,2023-2024,2023
vs Stuttgart,27,34.0,14991.0,13405.0,1527.0,356.0,39.0,70.0,522.0,652.0,143.0,67.0,58.0,0.0,11590.0,59.0,311.0,Bundesliga 2023-2024,bundesliga,2023-2024,2023
vs Union Berlin,30,34.0,19979.0,18270.0,1661.0,435.0,40.0,100.0,734.0,721.0,175.0,85.0,65.0,1.0,16055.0,48.0,393.0,Bundesliga 2023-2024,bundesliga,2023-2024,2023
vs Werder Bremen,30,34.0,18711.0,17015.0,1623.0,435.0,48.0,69.0,634.0,667.0,199.0,91.0,80.0,1.0,15028.0,73.0,324.0,Bundesliga 2023-2024,bundesliga,2023-2024,2023
vs Wolfsburg,28,34.0,18266.0,16558.0,1613.0,426.0,41.0,107.0,616.0,716.0,171.0,58.0,72.0,1.0,14716.0,95.0,375.0,Bundesliga 2023-2024,bundesliga,2023-2024,2023
vs Arsenal,25,38.0,16241.0,14590.0,1591.0,459.0,39.0,72.0,476.0,562.0,113.0,74.0,31.0,1.0,12735.0,60.0,337.0,Premier League 2023-2024,premier league,2023-2024,2023
vs Aston Villa,31,38.0,17430.0,15821.0,1442.0,431.0,124.0,83.0,542.0,508.0,161.0,84.0,52.0,5.0,14216.0,167.0,313.0,Premier League 2023-2024,premier league,2023-2024,2023
vs Bournemouth,30,38.0,20032.0,18073.0,1909.0,544.0,65.0,71.0,649.0,743.0,214.0,89.0,55.0,5.0,15916.0,50.0,400.0,Premier League 2023-2024,premier league,2023-2024,2023
vs Brentford,28,38.0,20488.0,18673.0,1759.0,439.0,47.0,90.0,764.0,731.0,218.0,106.0,72.0,4.0,16393.0,56.0,383.0,Premier League 2023-2024,premier league,2023-2024,2023
vs Brighton,30,38.0,16750.0,15107.0,1572.0,466.0,50.0,72.0,526.0,560.0,167.0,98.0,38.0,9.0,13433.0,71.0,331.0,Premier League 2023-2024,premier league,2023-2024,2023
vs Burnley,31,38.0,20216.0,18373.0,1748.0,470.0,76.0,98.0,700.0,696.0,242.0,139.0,57.0,5.0,16155.0,95.0,344.0,Premier League 2023-2024,premier league,2023-2024,2023
vs Chelsea,32,38.0,16487.0,14718.0,1699.0,495.0,56.0,107.0,683.0,645.0,190.0,97.0,46.0,8.0,13051.0,70.0,345.0,Premier League 2023-2024,premier league,2023-2024,2023
vs Crystal Palace,26,38.0,23229.0,21322.0,1833.0,514.0,65.0,132.0,769.0,781.0,197.0,103.0,60.0,4.0,19197.0,74.0,405.0,Premier League 2023-2024,premier league,2023-2024,2023
vs Everton,26,38.0,22807.0,20775.0,1970.0,524.0,53.0,140.0,716.0,815.0,241.0,98.0,70.0,4.0,18660.0,62.0,355.0,Premier League 2023-2024,premier league,2023-2024,2023
vs Fulham,25,38.0,19973.0,18262.0,1612.0,398.0,73.0,109.0,597.0,651.0,188.0,76.0,71.0,4.0,16233.0,99.0,363.0,Premier League 2023-2024,premier league,2023-2024,2023
vs Liverpool,30,38.0,15575.0,13687.0,1813.0,538.0,51.0,80.0,477.0,635.0,150.0,71.0,50.0,4.0,11775.0,75.0,389.0,Premier League 2023-2024,premier league,2023-2024,2023
vs Luton Town,28,38.0,20927.0,19023.0,1855.0,478.0,96.0,85.0,698.0,796.0,226.0,84.0,82.0,10.0,16911.0,49.0,360.0,Premier League 2023-2024,premier league,2023-2024,2023
vs Manchester City,25,38.0,14869.0,13414.0,1373.0,319.0,48.0,82.0,399.0,476.0,129.0,62.0,47.0,3.0,11864.0,82.0,308.0,Premier League 2023-2024,premier league,2023-2024,2023
vs Manchester Utd,31,38.0,19160.0,17369.0,1739.0,465.0,66.0,116.0,780.0,631.0,279.0,133.0,85.0,7.0,15396.0,52.0,387.0,Premier League 2023-2024,premier league,2023-2024,2023
vs Newcastle Utd,32,38.0,18229.0,16462.0,1713.0,424.0,73.0,86.0,588.0,665.0,195.0,86.0,53.0,5.0,14538.0,54.0,381.0,Premier League 2023-2024,premier league,2023-2024,2023
vs Nott'ham Forest,33,38.0,23049.0,21243.0,1768.0,476.0,52.0,128.0,799.0,715.0,245.0,129.0,58.0,4.0,19173.0,38.0,390.0,Premier League 2023-2024,premier league,2023-2024,2023
vs Sheffield Utd,35,38.0,24579.0,22710.0,1800.0,462.0,103.0,129.0,845.0,793.0,269.0,113.0,97.0,4.0,20553.0,69.0,389.0,Premier League 2023-2024,premier league,2023-2024,2023
vs Tottenham,29,38.0,15111.0,13212.0,1774.0,481.0,68.0,147.0,661.0,658.0,236.0,143.0,61.0,6.0,11600.0,125.0,379.0,Premier League 2023-2024,premier league,2023-2024,2023
vs West Ham,26,38.0,23658.0,21913.0,1691.0,429.0,69.0,106.0,758.0,691.0,226.0,114.0,55.0,6.0,19795.0,54.0,357.0,Premier League 2023-2024,premier league,2023-2024,2023
vs Wolves,27,38.0,20265.0,18405.0,1813.0,528.0,56.0,76.0,731.0,724.0,224.0,109.0,61.0,1.0,16495.0,47.0,381.0,Premier League 2023-2024,premier league,2023-2024,2023
vs Alavés,30,38.0,20256.0,18248.0,1948.0,519.0,55.0,144.0,686.0,850.0,167.0,64.0,74.0,1.0,16352.0,60.0,310.0,La Liga 2023-2024,la liga,2023-2024,2023
vs Almería,35,38.0,19368.0,17353.0,1942.0,519.0,54.0,171.0,828.0,820.0,220.0,74.0,101.0,3.0,15460.0,73.0,352.0,La Liga 2023-2024,la liga,2023-2024,2023
vs Athletic Club,27,38.0,19081.0,17121.0,1869.0,561.0,40.0,189.0,626.0,744.0,161.0,71.0,54.0,0.0,14887.0,91.0,352.0,La Liga 2023-2024,la liga,2023-2024,2023
vs Atlético Madrid,27,38.0,19995.0,18152.0,1806.0,545.0,29.0,110.0,764.0,662.0,194.0,63.0,75.0,0.0,16440.0,37.0,419.0,La Liga 2023-2024,la liga,2023-2024,2023
vs Barcelona,29,38.0,13768.0,12007.0,1644.0,489.0,47.0,120.0,574.0,562.0,148.0,66.0,61.0,2.0,10455.0,117.0,302.0,La Liga 2023-2024,la liga,2023-2024,2023
vs Betis,35,38.0,18933.0,17017.0,1810.0,468.0,56.0,106.0,712.0,787.0,192.0,84.0,81.0,2.0,15171.0,106.0,388.0,La Liga 2023-2024,la liga,2023-2024,2023
vs Cádiz,34,38.0,19905.0,17878.0,1962.0,628.0,45.0,130.0,758.0,792.0,174.0,63.0,65.0,1.0,15783.0,65.0,372.0,La Liga 2023-2024,la liga,2023-2024,2023
vs Celta Vigo,31,38.0,21005.0,19016.0,1936.0,499.0,33.0,162.0,746.0,865.0,189.0,52.0,89.0,1.0,16975.0,53.0,395.0,La Liga 2023-2024,la liga,2023-2024,2023
vs Getafe,33,38.0,18849.0,16675.0,2033.0,695.0,78.0,136.0,640.0,805.0,173.0,60.0,66.0,1.0,14502.0,141.0,292.0,La Liga 2023-2024,la liga,2023-2024,2023
vs Girona,25,38.0,16590.0,14841.0,1700.0,477.0,38.0,124.0,711.0,641.0,161.0,75.0,60.0,1.0,13335.0,49.0,314.0,La Liga 2023-2024,la liga,2023-2024,2023
vs Granada,40,38.0,19420.0,17386.0,1926.0,554.0,61.0,162.0,718.0,824.0,201.0,78.0,77.0,1.0,15485.0,108.0,365.0,La Liga 2023-2024,la liga,2023-2024,2023
vs Las Palmas,29,38.0,15778.0,13845.0,1769.0,473.0,103.0,121.0,694.0,752.0,211.0,89.0,88.0,2.0,11893.0,164.0,371.0,La Liga 2023-2024,la liga,2023-2024,2023
vs Mallorca,25,38.0,19315.0,17321.0,1958.0,630.0,34.0,130.0,656.0,832.0,152.0,57.0,46.0,1.0,15384.0,36.0,277.0,La Liga 2023-2024,la liga,2023-2024,2023
vs Osasuna,29,38.0,19141.0,17116.0,1899.0,561.0,64.0,147.0,694.0,776.0,175.0,75.0,55.0,0.0,14977.0,126.0,343.0,La Liga 2023-2024,la liga,2023-2024,2023
vs Rayo Vallecano,26,38.0,17768.0,15686.0,1995.0,637.0,51.0,135.0,682.0,787.0,173.0,67.0,69.0,1.0,13590.0,87.0,360.0,La Liga 2023-2024,la liga,2023-2024,2023
vs Real Madrid,27,38.0,17114.0,15408.0,1668.0,435.0,33.0,163.0,680.0,644.0,145.0,62.0,48.0,1.0,14072.0,38.0,376.0,La Liga 2023-2024,la liga,2023-2024,2023
vs Real Sociedad,31,38.0,15616.0,13483.0,2035.0,651.0,27.0,130.0,523.0,829.0,137.0,43.0,62.0,1.0,11674.0,98.0,322.0,La Liga 2023-2024,la liga,2023-2024,2023
vs Sevilla,35,38.0,18653.0,16574.0,2001.0,528.0,62.0,141.0,698.0,843.0,196.0,56.0,69.0,4.0,14795.0,78.0,340.0,La Liga 2023-2024,la liga,2023-2024,2023
vs Valencia,29,38.0,20730.0,18759.0,1885.0,516.0,52.0,155.0,734.0,850.0,182.0,83.0,62.0,1.0,16672.0,86.0,344.0,La Liga 2023-2024,la liga,2023-2024,2023
vs Villarreal,32,38.0,19145.0,17341.0,1729.0,550.0,51.0,194.0,886.0,631.0,200.0,78.0,65.0,2.0,15642.0,75.0,305.0,La Liga 2023-2024,la liga,2023-2024,2023
vs Atalanta,29,38.0,19211.0,17199.0,1954.0,519.0,52.0,85.0,571.0,862.0,147.0,71.0,56.0,0.0,15204.0,58.0,412.0,Serie A 2023-2024,serie a,2023-2024,2023
vs Bologna,28,38.0,16289.0,14526.0,1714.0,482.0,37.0,83.0,641.0,695.0,165.0,60.0,81.0,3.0,12943.0,49.0,355.0,Serie A 2023-2024,serie a,2023-2024,2023
vs Cagliari,29,38.0,20551.0,18579.0,1881.0,501.0,62.0,154.0,761.0,744.0,217.0,80.0,88.0,1.0,16632.0,91.0,334.0,Serie A 2023-2024,serie a,2023-2024,2023
vs Empoli,34,38.0,19821.0,17760.0,2012.0,581.0,36.0,166.0,814.0,879.0,234.0,97.0,87.0,0.0,15981.0,49.0,376.0,Serie A 2023-2024,serie a,2023-2024,2023
vs Fiorentina,30,38.0,14943.0,13158.0,1696.0,490.0,27.0,90.0,457.0,701.0,116.0,36.0,65.0,0.0,11354.0,89.0,340.0,Serie A 2023-2024,serie a,2023-2024,2023
vs Frosinone,34,38.0,17938.0,16076.0,1791.0,408.0,43.0,108.0,676.0,794.0,180.0,73.0,74.0,1.0,13984.0,71.0,340.0,Serie A 2023-2024,serie a,2023-2024,2023
vs Genoa,34,38.0,20157.0,18253.0,1836.0,470.0,38.0,122.0,774.0,812.0,203.0,69.0,79.0,0.0,16363.0,68.0,354.0,Serie A 2023-2024,serie a,2023-2024,2023
vs Hellas Verona,36,38.0,18516.0,16354.0,2078.0,576.0,41.0,119.0,617.0,895.0,215.0,82.0,94.0,0.0,14365.0,84.0,320.0,Serie A 2023-2024,serie a,2023-2024,2023
vs Inter,27,38.0,16837.0,15132.0,1664.0,466.0,17.0,134.0,608.0,586.0,144.0,57.0,66.0,0.0,13716.0,41.0,310.0,Serie A 2023-2024,serie a,2023-2024,2023
vs Juventus,31,38.0,19506.0,17692.0,1789.0,522.0,21.0,120.0,756.0,687.0,173.0,82.0,60.0,1.0,16182.0,25.0,300.0,Serie A 2023-2024,serie a,2023-2024,2023
vs Lazio,22,38.0,18552.0,16735.0,1778.0,519.0,19.0,150.0,614.0,719.0,174.0,54.0,76.0,1.0,15117.0,39.0,349.0,Serie A 2023-2024,serie a,2023-2024,2023
vs Lecce,26,38.0,19242.0,17302.0,1903.0,529.0,50.0,107.0,680.0,818.0,189.0,88.0,66.0,0.0,15354.0,37.0,372.0,Serie A 2023-2024,serie a,2023-2024,2023
vs Milan,35,38.0,15824.0,14180.0,1595.0,456.0,19.0,145.0,575.0,581.0,151.0,49.0,65.0,0.0,12734.0,49.0,274.0,Serie A 2023-2024,serie a,2023-2024,2023
vs Monza,31,38.0,17248.0,15602.0,1600.0,465.0,42.0,113.0,655.0,616.0,192.0,70.0,85.0,2.0,14208.0,46.0,277.0,Serie A 2023-2024,serie a,2023-2024,2023
vs Napoli,29,38.0,14682.0,12925.0,1682.0,439.0,28.0,96.0,542.0,655.0,133.0,44.0,73.0,0.0,11370.0,75.0,302.0,Serie A 2023-2024,serie a,2023-2024,2023
vs Roma,30,38.0,16943.0,15312.0,1587.0,503.0,19.0,132.0,640.0,543.0,167.0,72.0,64.0,2.0,13816.0,44.0,282.0,Serie A 2023-2024,serie a,2023-2024,2023
vs Salernitana,39,38.0,20097.0,18226.0,1792.0,477.0,46.0,133.0,802.0,750.0,266.0,96.0,117.0,1.0,16368.0,79.0,307.0,Serie A 2023-2024,serie a,2023-2024,2023
vs Sassuolo,30,38.0,20461.0,18661.0,1688.0,389.0,46.0,144.0,759.0,725.0,205.0,60.0,99.0,4.0,16777.0,112.0,318.0,Serie A 2023-2024,serie a,2023-2024,2023
vs Torino,30,38.0,17138.0,15380.0,1720.0,513.0,35.0,69.0,557.0,683.0,143.0,50.0,66.0,0.0,13419.0,38.0,250.0,Serie A 2023-2024,serie a,2023-2024,2023
vs Udinese,32,38.0,20763.0,18697.0,2015.0,526.0,31.0,107.0,846.0,865.0,251.0,96.0,108.0,1.0,16929.0,51.0,384.0,Serie A 2023-2024,serie a,2023-2024,2023
vs Brest,25,34.0,15176.0,13505.0,1607.0,432.0,44.0,84.0,534.0,664.0,143.0,65.0,56.0,0.0,11747.0,64.0,337.0,Ligue 1 2023-2024,ligue 1,2023-2024,2023
vs Clermont Foot,31,34.0,17611.0,16060.0,1510.0,420.0,53.0,92.0,642.0,638.0,173.0,61.0,60.0,1.0,14270.0,41.0,295.0,Ligue 1 2023-2024,ligue 1,2023-2024,2023
vs Le Havre,27,34.0,19043.0,17347.0,1625.0,465.0,48.0,87.0,607.0,695.0,156.0,52.0,69.0,0.0,15710.0,71.0,279.0,Ligue 1 2023-2024,ligue 1,2023-2024,2023
vs Lens,27,34.0,16265.0,14626.0,1600.0,497.0,38.0,56.0,488.0,622.0,128.0,52.0,54.0,0.0,12996.0,39.0,303.0,Ligue 1 2023-2024,ligue 1,2023-2024,2023
vs Lille,28,34.0,14728.0,13163.0,1473.0,399.0,50.0,102.0,506.0,610.0,142.0,72.0,41.0,0.0,11698.0,92.0,270.0,Ligue 1 2023-2024,ligue 1,2023-2024,2023
vs Lorient,38,34.0,19173.0,17646.0,1489.0,431.0,24.0,90.0,733.0,590.0,191.0,79.0,75.0,1.0,15949.0,38.0,314.0,Ligue 1 2023-2024,ligue 1,2023-2024,2023
vs Lyon,35,34.0,16844.0,15324.0,1469.0,449.0,56.0,95.0,594.0,546.0,150.0,62.0,69.0,0.0,13756.0,51.0,255.0,Ligue 1 2023-2024,ligue 1,2023-2024,2023
vs Marseille,33,34.0,15560.0,13985.0,1536.0,429.0,23.0,97.0,553.0,562.0,162.0,73.0,70.0,0.0,12519.0,39.0,310.0,Ligue 1 2023-2024,ligue 1,2023-2024,2023
vs Metz,30,34.0,21875.0,20255.0,1569.0,436.0,36.0,72.0,736.0,668.0,182.0,65.0,97.0,0.0,18493.0,51.0,345.0,Ligue 1 2023-2024,ligue 1,2023-2024,2023
vs Monaco,30,34.0,15731.0,13998.0,1670.0,522.0,61.0,107.0,568.0,624.0,156.0,61.0,65.0,0.0,12256.0,63.0,353.0,Ligue 1 2023-2024,ligue 1,2023-2024,2023
vs Montpellier,31,34.0,18181.0,16581.0,1551.0,460.0,44.0,77.0,669.0,611.0,173.0,75.0,72.0,0.0,14871.0,49.0,308.0,Ligue 1 2023-2024,ligue 1,2023-2024,2023
vs Nantes,35,34.0,19173.0,17524.0,1608.0,464.0,39.0,114.0,621.0,684.0,176.0,58.0,91.0,0.0,15934.0,41.0,271.0,Ligue 1 2023-2024,ligue 1,2023-2024,2023
vs Nice,27,34.0,16675.0,15200.0,1425.0,436.0,48.0,81.0,489.0,563.0,104.0,34.0,48.0,1.0,13633.0,50.0,321.0,Ligue 1 2023-2024,ligue 1,2023-2024,2023
vs Paris S-G,29,34.0,12950.0,11502.0,1403.0,389.0,35.0,72.0,515.0,491.0,159.0,55.0,70.0,0.0,10100.0,45.0,269.0,Ligue 1 2023-2024,ligue 1,2023-2024,2023
vs Reims,29,34.0,16208.0,14494.0,1654.0,500.0,51.0,109.0,653.0,673.0,177.0,56.0,84.0,0.0,12888.0,60.0,302.0,Ligue 1 2023-2024,ligue 1,2023-2024,2023
vs Rennes,29,34.0,16224.0,14643.0,1517.0,443.0,33.0,100.0,583.0,585.0,151.0,60.0,48.0,0.0,13026.0,64.0,307.0,Ligue 1 2023-2024,ligue 1,2023-2024,2023
vs Strasbourg,30,34.0,18849.0,17179.0,1595.0,477.0,57.0,97.0,576.0,648.0,169.0,57.0,84.0,0.0,15611.0,75.0,329.0,Ligue 1 2023-2024,ligue 1,2023-2024,2023
vs Toulouse,26,34.0,17445.0,15791.0,1618.0,527.0,30.0,75.0,605.0,618.0,177.0,72.0,75.0,2.0,14170.0,36.0,318.0,Ligue 1 2023-2024,ligue 1,2023-2024,2023
vs Ajax,35,34.0,14185.0,12742.0,1388.0,316.0,42.0,98.0,529.0,570.0,136.0,58.0,45.0,0.0,10929.0,55.0,309.0,Eredivisie 2023-2024,eredivisie,2023-2024,2023
vs Almere City,29,34.0,17017.0,15063.0,1895.0,515.0,45.0,75.0,569.0,845.0,191.0,95.0,60.0,0.0,12341.0,59.0,328.0,Eredivisie 2023-2024,eredivisie,2023-2024,2023
vs AZ Alkmaar,33,34.0,15506.0,13916.0,1564.0,404.0,31.0,87.0,515.0,641.0,127.0,59.0,46.0,0.0,12163.0,26.0,292.0,Eredivisie 2023-2024,eredivisie,2023-2024,2023
vs Excelsior,27,34.0,18022.0,16352.0,1606.0,306.0,50.0,91.0,717.0,767.0,220.0,101.0,52.0,0.0,14154.0,64.0,358.0,Eredivisie 2023-2024,eredivisie,2023-2024,2023
vs Feyenoord,25,34.0,12711.0,11145.0,1514.0,361.0,36.0,95.0,402.0,563.0,103.0,47.0,33.0,2.0,9199.0,52.0,303.0,Eredivisie 2023-2024,eredivisie,2023-2024,2023
vs Fortuna Sittard,32,34.0,18040.0,16291.0,1705.0,393.0,26.0,107.0,571.0,763.0,158.0,75.0,51.0,2.0,14294.0,44.0,332.0,Eredivisie 2023-2024,eredivisie,2023-2024,2023
vs Go Ahead Eag,23,34.0,18163.0,16584.0,1532.0,324.0,40.0,99.0,819.0,666.0,189.0,92.0,66.0,1.0,14408.0,47.0,277.0,Eredivisie 2023-2024,eredivisie,2023-2024,2023
vs Heerenveen,26,34.0,16789.0,15223.0,1528.0,349.0,31.0,107.0,624.0,632.0,174.0,88.0,51.0,1.0,13386.0,38.0,282.0,Eredivisie 2023-2024,eredivisie,2023-2024,2023
vs Heracles Almelo,27,34.0,17214.0,15498.0,1661.0,410.0,46.0,126.0,760.0,680.0,251.0,110.0,86.0,1.0,13805.0,55.0,316.0,Eredivisie 2023-2024,eredivisie,2023-2024,2023
vs NEC Nijmegen,28,34.0,17325.0,15748.0,1543.0,327.0,23.0,112.0,790.0,658.0,217.0,110.0,73.0,0.0,13799.0,34.0,350.0,Eredivisie 2023-2024,eredivisie,2023-2024,2023
vs PSV Eindhoven,29,34.0,11891.0,10243.0,1600.0,336.0,23.0,66.0,394.0,618.0,103.0,50.0,33.0,0.0,8459.0,48.0,294.0,Eredivisie 2023-2024,eredivisie,2023-2024,2023
vs RKC Waalwijk,26,34.0,17659.0,16081.0,1544.0,355.0,46.0,99.0,723.0,638.0,232.0,110.0,70.0,0.0,14032.0,34.0,299.0,Eredivisie 2023-2024,eredivisie,2023-2024,2023
vs Sparta R'dam,26,34.0,17369.0,15889.0,1462.0,313.0,41.0,123.0,802.0,632.0,195.0,89.0,55.0,0.0,13829.0,18.0,324.0,Eredivisie 2023-2024,eredivisie,2023-2024,2023
vs Twente,26,34.0,14612.0,13039.0,1518.0,371.0,42.0,106.0,462.0,624.0,107.0,53.0,34.0,0.0,11017.0,55.0,321.0,Eredivisie 2023-2024,eredivisie,2023-2024,2023
vs Utrecht,35,34.0,16811.0,15140.0,1613.0,388.0,45.0,96.0,590.0,700.0,153.0,73.0,48.0,1.0,13070.0,58.0,298.0,Eredivisie 2023-2024,eredivisie,2023-2024,2023
