Squad,# Pl,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,League,league_name,season,season_start
Groningen,29,34.0,11960.0,15743.0,76.0,249122.0,87341.0,3938.0,4690.0,84.0,5920.0,6837.0,86.6,1912.0,3508.0,54.5,33,32.7,28.0,0.3,287.0,915.0,182.0,70.0,1102.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Heerenveen,24,34.0,12925.0,16645.0,77.7,242215.0,94849.0,5292.0,6188.0,85.5,5703.0,6757.0,84.4,1624.0,2825.0,57.5,34,34.1,33.0,-0.1,294.0,1009.0,230.0,69.0,1216.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Heracles Almelo,28,34.0,12251.0,15960.0,76.8,231527.0,87510.0,5078.0,5901.0,86.1,5348.0,6312.0,84.7,1559.0,2876.0,54.2,30,30.6,28.3,-0.6,243.0,1001.0,186.0,41.0,1186.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
PSV Eindhoven,36,34.0,17547.0,21440.0,81.8,302545.0,104904.0,8150.0,9205.0,88.5,7165.0,8272.0,86.6,1707.0,2778.0,61.4,57,51.8,51.4,5.2,403.0,1456.0,375.0,61.0,1867.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
RKC Waalwijk,27,34.0,12289.0,16262.0,75.6,230865.0,91820.0,5176.0,6086.0,85.0,5070.0,6117.0,82.9,1695.0,3134.0,54.1,28,24.6,24.8,3.4,267.0,998.0,204.0,61.0,1244.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Sparta R'dam,23,34.0,10473.0,14640.0,71.5,204112.0,86097.0,4244.0,5226.0,81.2,4439.0,5531.0,80.3,1537.0,3041.0,50.5,32,34.3,31.4,-2.3,351.0,996.0,234.0,64.0,1156.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Twente,28,34.0,12473.0,16745.0,74.5,234011.0,84797.0,5041.0,6116.0,82.4,5653.0,6741.0,83.9,1516.0,3065.0,49.5,32,29.7,33.2,2.3,288.0,1038.0,225.0,59.0,1293.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Utrecht,31,34.0,12943.0,16877.0,76.7,241926.0,94258.0,5280.0,6217.0,84.9,5850.0,6997.0,83.6,1562.0,2798.0,55.8,34,48.5,44.3,-14.5,370.0,1174.0,308.0,58.0,1594.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Vitesse,26,34.0,13477.0,17283.0,78.0,251388.0,96301.0,5625.0,6562.0,85.7,5699.0,6685.0,85.3,1750.0,3080.0,56.8,38,34.9,36.9,3.1,366.0,1090.0,278.0,62.0,1385.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
VVV-Venlo,29,34.0,9956.0,13864.0,71.8,193636.0,85528.0,4101.0,5039.0,81.4,4112.0,5138.0,80.0,1467.0,2824.0,51.9,27,27.9,28.2,-0.9,232.0,824.0,171.0,79.0,1027.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Willem II,30,34.0,10658.0,14663.0,72.7,206006.0,85510.0,4211.0,5171.0,81.4,4639.0,5677.0,81.7,1497.0,2880.0,52.0,28,31.0,27.8,-3.0,286.0,860.0,215.0,69.0,1107.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
Zwolle,27,34.0,13446.0,17117.0,78.6,257291.0,90822.0,5159.0,5961.0,86.5,6302.0,7264.0,86.8,1704.0,3048.0,55.9,25,27.9,27.4,-2.9,315.0,1011.0,218.0,60.0,1292.0,Eredivisie 2020-2021,eredivisie,2020-2021,2020
B-SAD,29,34.0,9938.0,13970.0,71.1,188917.0,78562.0,4200.0,5061.0,83.0,4017.0,5119.0,78.5,1423.0,2884.0,49.3,14,22.1,18.7,-8.1,217.0,880.0,167.0,61.0,1028.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Benfica,32,34.0,17446.0,21049.0,82.9,304648.0,105059.0,7695.0,8590.0,89.6,7567.0,8621.0,87.8,1659.0,2620.0,63.3,56,61.3,54.8,-5.3,396.0,1532.0,399.0,102.0,1932.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Boavista,25,34.0,9651.0,12966.0,74.4,182049.0,71744.0,4031.0,4788.0,84.2,4069.0,4914.0,82.8,1293.0,2563.0,50.4,27,26.1,18.4,0.9,260.0,720.0,147.0,37.0,882.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Braga,33,34.0,15420.0,19257.0,80.1,302240.0,101825.0,5688.0,6581.0,86.4,7424.0,8537.0,87.0,2066.0,3319.0,62.2,36,42.6,39.3,-6.6,360.0,1290.0,301.0,82.0,1598.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Famalicão,40,34.0,12385.0,15757.0,78.6,237028.0,82272.0,4654.0,5413.0,86.0,5776.0,6657.0,86.8,1625.0,2846.0,57.1,22,21.8,21.1,0.2,257.0,853.0,164.0,47.0,1112.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Farense,30,34.0,8277.0,12255.0,67.5,179728.0,78700.0,2877.0,3659.0,78.6,3651.0,4740.0,77.0,1627.0,3220.0,50.5,18,25.8,22.8,-7.8,243.0,738.0,185.0,67.0,928.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Gil Vicente FC,29,34.0,11505.0,15280.0,75.3,233509.0,86777.0,4107.0,4901.0,83.8,5453.0,6494.0,84.0,1796.0,3272.0,54.9,18,24.4,21.6,-6.4,250.0,1005.0,174.0,52.0,1169.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Marítimo,33,34.0,9716.0,13281.0,73.2,197642.0,76720.0,3448.0,4145.0,83.2,4654.0,5569.0,83.6,1464.0,2893.0,50.6,17,23.8,18.3,-6.8,227.0,644.0,139.0,60.0,823.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Moreirense,31,34.0,10923.0,14504.0,75.3,210118.0,80265.0,4455.0,5257.0,84.7,4679.0,5625.0,83.2,1533.0,2848.0,53.8,19,24.4,18.8,-5.4,225.0,761.0,158.0,42.0,1024.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Nacional,30,34.0,9915.0,13610.0,72.9,192906.0,76022.0,3903.0,4716.0,82.8,4405.0,5374.0,82.0,1398.0,2794.0,50.0,23,23.3,18.4,-0.3,250.0,759.0,160.0,62.0,916.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Paços de Ferreira,27,34.0,10637.0,14242.0,74.7,208143.0,80028.0,4279.0,5026.0,85.1,4635.0,5584.0,83.0,1524.0,2966.0,51.4,25,23.4,19.4,1.6,265.0,776.0,152.0,64.0,919.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Portimonense,28,34.0,11478.0,15455.0,74.3,235590.0,90335.0,4139.0,5002.0,82.7,5192.0,6162.0,84.3,1913.0,3518.0,54.4,24,26.4,25.0,-2.4,266.0,950.0,209.0,73.0,1133.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Porto,31,34.0,15172.0,18799.0,80.7,270610.0,99935.0,6841.0,7719.0,88.6,6203.0,7179.0,86.4,1704.0,2864.0,59.5,50,43.2,41.6,6.8,349.0,1199.0,372.0,64.0,1645.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Rio Ave,30,34.0,13114.0,16602.0,79.0,250318.0,87902.0,5079.0,5844.0,86.9,6023.0,6976.0,86.3,1715.0,2941.0,58.3,15,23.6,21.6,-8.6,244.0,925.0,180.0,52.0,1160.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Santa Clara,29,34.0,10349.0,13966.0,74.1,212013.0,83551.0,3636.0,4374.0,83.1,4854.0,5819.0,83.4,1675.0,3090.0,54.2,25,29.1,23.5,-4.1,235.0,859.0,155.0,65.0,1061.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Sporting CP,30,34.0,14112.0,17780.0,79.4,257880.0,89999.0,5978.0,6804.0,87.9,6066.0,7109.0,85.3,1687.0,2939.0,57.4,36,42.9,38.3,-6.9,340.0,1029.0,246.0,61.0,1244.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Tondela,26,34.0,11405.0,15126.0,75.4,217555.0,84353.0,4462.0,5322.0,83.8,5274.0,6302.0,83.7,1428.0,2774.0,51.5,28,24.4,22.3,3.6,240.0,903.0,182.0,56.0,1101.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Vitória,30,34.0,12121.0,15604.0,77.7,232736.0,82004.0,4768.0,5541.0,86.0,5456.0,6325.0,86.3,1621.0,2949.0,55.0,21,24.3,23.4,-3.3,230.0,933.0,190.0,58.0,1191.0,Primeira Liga 2020-2021,primeira liga,2020-2021,2020
Barnsley,29,46.0,10494.0,18467.0,56.8,184566.0,94467.0,5102.0,6954.0,73.4,3719.0,6156.0,60.4,1265.0,4060.0,31.2,35,38.5,37.5,-3.5,378.0,1160.0,283.0,75.0,1512.0,Championship 2020-2021,championship,2020-2021,2020
Birmingham City,34,46.0,11366.0,17851.0,63.7,223686.0,99284.0,4809.0,6253.0,76.9,4306.0,6041.0,71.3,1867.0,4286.0,43.6,25,31.5,29.6,-6.5,337.0,1047.0,237.0,98.0,1276.0,Championship 2020-2021,championship,2020-2021,2020
Blackburn,32,46.0,18277.0,23993.0,76.2,340406.0,123844.0,7785.0,9033.0,86.2,7710.0,9298.0,82.9,2363.0,4497.0,52.5,47,50.6,46.2,-3.6,474.0,1385.0,374.0,76.0,1778.0,Championship 2020-2021,championship,2020-2021,2020
Bournemouth,29,46.0,18445.0,23869.0,77.3,339703.0,123717.0,7576.0,8921.0,84.9,8369.0,9886.0,84.7,2076.0,3865.0,53.7,53,50.6,46.3,2.4,419.0,1394.0,360.0,62.0,1814.0,Championship 2020-2021,championship,2020-2021,2020
Brentford,29,46.0,17518.0,22816.0,76.8,343785.0,124837.0,6353.0,7549.0,84.2,8488.0,10036.0,84.6,2382.0,4289.0,55.5,58,52.3,49.2,5.7,462.0,1281.0,325.0,103.0,1614.0,Championship 2020-2021,championship,2020-2021,2020
Bristol City,39,46.0,13253.0,19101.0,69.4,255956.0,105298.0,5539.0,6866.0,80.7,5520.0,7031.0,78.5,1899.0,4193.0,45.3,33,28.9,31.3,4.1,272.0,999.0,227.0,58.0,1239.0,Championship 2020-2021,championship,2020-2021,2020
Cardiff City,30,46.0,11258.0,17469.0,64.4,225640.0,102552.0,4809.0,6178.0,77.8,4148.0,5780.0,71.8,1977.0,4393.0,45.0,46,40.5,40.1,5.5,385.0,1144.0,251.0,91.0,1141.0,Championship 2020-2021,championship,2020-2021,2020
Coventry City,29,46.0,14143.0,20314.0,69.6,264145.0,107358.0,6100.0,7523.0,81.1,5759.0,7413.0,77.7,1891.0,4173.0,45.3,29,33.1,32.3,-4.1,342.0,1095.0,258.0,61.0,1414.0,Championship 2020-2021,championship,2020-2021,2020
Derby County,37,46.0,16024.0,21666.0,74.0,294751.0,112662.0,7049.0,8246.0,85.5,6672.0,8158.0,81.8,1889.0,4072.0,46.4,19,33.9,34.0,-14.9,345.0,1217.0,262.0,92.0,1416.0,Championship 2020-2021,championship,2020-2021,2020
Huddersfield,35,46.0,17823.0,22968.0,77.6,319218.0,109641.0,7787.0,8986.0,86.7,7721.0,9178.0,84.1,1893.0,3654.0,51.8,38,35.4,33.0,2.6,372.0,1288.0,301.0,65.0,1696.0,Championship 2020-2021,championship,2020-2021,2020
Luton Town,27,46.0,13924.0,20316.0,68.5,262280.0,107502.0,6116.0,7510.0,81.4,5630.0,7352.0,76.6,1888.0,4350.0,43.4,29,38.6,39.3,-9.6,345.0,1193.0,271.0,99.0,1457.0,Championship 2020-2021,championship,2020-2021,2020
Middlesbrough,31,46.0,10681.0,17327.0,61.6,200343.0,84688.0,4833.0,6235.0,77.5,3961.0,5814.0,68.1,1530.0,4104.0,37.3,40,41.0,35.4,-1.0,365.0,1092.0,297.0,98.0,1321.0,Championship 2020-2021,championship,2020-2021,2020
Millwall,27,46.0,13781.0,20012.0,68.9,256329.0,104343.0,6217.0,7598.0,81.8,5218.0,6915.0,75.5,1928.0,4240.0,45.5,29,36.8,35.9,-7.8,381.0,1119.0,273.0,124.0,1373.0,Championship 2020-2021,championship,2020-2021,2020
Norwich City,30,46.0,22218.0,27278.0,81.5,385371.0,133120.0,10132.0,11415.0,88.8,9327.0,10646.0,87.6,2134.0,3798.0,56.2,52,56.6,52.5,-4.6,553.0,1597.0,430.0,74.0,2116.0,Championship 2020-2021,championship,2020-2021,2020
Nott'ham Forest,32,46.0,15010.0,20685.0,72.6,274458.0,106023.0,6679.0,7856.0,85.0,6063.0,7577.0,80.0,1844.0,4012.0,46.0,20,35.4,33.7,-15.4,386.0,1157.0,255.0,105.0,1412.0,Championship 2020-2021,championship,2020-2021,2020
Preston,32,46.0,13049.0,19478.0,67.0,242435.0,102005.0,6071.0,7408.0,82.0,4691.0,6364.0,73.7,1858.0,4411.0,42.1,25,33.3,31.1,-8.3,317.0,1183.0,298.0,76.0,1357.0,Championship 2020-2021,championship,2020-2021,2020
QPR,28,46.0,16994.0,22855.0,74.4,319513.0,128589.0,7210.0,8536.0,84.5,7370.0,9019.0,81.7,2128.0,4268.0,49.9,40,46.7,44.5,-6.7,404.0,1418.0,340.0,106.0,1771.0,Championship 2020-2021,championship,2020-2021,2020
Reading,27,46.0,17568.0,22813.0,77.0,308369.0,111938.0,7980.0,9082.0,87.9,7152.0,8569.0,83.5,1843.0,3822.0,48.2,44,36.0,29.8,8.0,386.0,1147.0,251.0,68.0,1447.0,Championship 2020-2021,championship,2020-2021,2020
Rotherham Utd,26,46.0,8979.0,15530.0,57.8,183763.0,97655.0,3893.0,5450.0,71.4,3155.0,4871.0,64.8,1675.0,4182.0,40.1,28,39.5,43.9,-11.5,362.0,1124.0,275.0,117.0,1226.0,Championship 2020-2021,championship,2020-2021,2020
Sheffield Weds,29,46.0,12730.0,18637.0,68.3,232728.0,95563.0,5986.0,7160.0,83.6,4666.0,6128.0,76.1,1673.0,4166.0,40.2,28,37.1,30.9,-9.1,329.0,956.0,250.0,105.0,1177.0,Championship 2020-2021,championship,2020-2021,2020
Stoke City,33,46.0,14620.0,20807.0,70.3,278587.0,113946.0,6141.0,7554.0,81.3,6214.0,7824.0,79.4,1958.0,4286.0,45.7,36,38.5,42.4,-2.5,355.0,1244.0,324.0,143.0,1501.0,Championship 2020-2021,championship,2020-2021,2020
Swansea City,29,46.0,15362.0,21573.0,71.2,280625.0,110421.0,6661.0,8013.0,83.1,6465.0,8330.0,77.6,1841.0,3969.0,46.4,36,35.8,36.1,0.2,341.0,1271.0,336.0,98.0,1710.0,Championship 2020-2021,championship,2020-2021,2020
Watford,34,46.0,17256.0,22687.0,76.1,328829.0,119973.0,6905.0,8065.0,85.6,7696.0,9193.0,83.7,2261.0,4255.0,53.1,33,41.4,40.2,-8.4,346.0,1212.0,327.0,92.0,1688.0,Championship 2020-2021,championship,2020-2021,2020
Wycombe,28,46.0,7435.0,14035.0,53.0,160929.0,88860.0,2875.0,4249.0,67.7,2660.0,4440.0,59.9,1599.0,4330.0,36.9,25,30.2,33.4,-5.2,336.0,908.0,268.0,102.0,1048.0,Championship 2020-2021,championship,2020-2021,2020
Augsburg,28,34.0,8439.0,12287.0,68.7,157794.0,67041.0,3561.0,4445.0,80.1,3403.0,4308.0,79.0,1149.0,2545.0,45.1,29,29.7,22.9,-0.7,256.0,542.0,169.0,53.0,815.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Bayern Munich,29,34.0,20587.0,24273.0,84.8,362049.0,120150.0,9119.0,10103.0,90.3,8654.0,9667.0,89.5,2153.0,3150.0,68.3,75,73.1,80.1,1.9,481.0,1717.0,498.0,120.0,2300.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Dortmund,27,34.0,20601.0,24071.0,85.6,342695.0,106977.0,9954.0,10940.0,91.0,8099.0,8993.0,90.1,1812.0,2720.0,66.6,74,50.6,46.4,23.4,358.0,1269.0,308.0,41.0,1736.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Düsseldorf,28,34.0,11367.0,15164.0,75.0,222976.0,87520.0,4518.0,5356.0,84.4,4852.0,5895.0,82.3,1737.0,3065.0,56.7,26,24.2,23.8,1.8,297.0,902.0,213.0,75.0,1268.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Eint Frankfurt,27,34.0,12302.0,16602.0,74.1,230242.0,95308.0,5138.0,6124.0,83.9,5233.0,6456.0,81.1,1567.0,2924.0,53.6,45,44.8,45.6,0.2,374.0,1052.0,283.0,128.0,1389.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Freiburg,26,34.0,12085.0,15762.0,76.7,233308.0,88480.0,4600.0,5443.0,84.5,5555.0,6461.0,86.0,1586.0,2893.0,54.8,27,33.0,31.3,-6.0,323.0,825.0,226.0,95.0,1128.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Gladbach,25,34.0,14321.0,17974.0,79.7,253262.0,94657.0,6206.0,7130.0,87.0,6115.0,7119.0,85.9,1530.0,2580.0,59.3,53,53.6,44.7,-0.6,353.0,940.0,277.0,55.0,1305.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Hertha BSC,32,34.0,11361.0,14961.0,75.9,224357.0,85887.0,4388.0,5188.0,84.6,4939.0,5960.0,82.9,1735.0,2940.0,59.0,35,32.7,29.0,2.3,270.0,768.0,185.0,69.0,1073.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Hoffenheim,31,34.0,14392.0,17932.0,80.3,255561.0,95532.0,6337.0,7147.0,88.7,6193.0,7124.0,86.9,1471.0,2658.0,55.3,36,40.2,34.2,-4.2,345.0,925.0,256.0,75.0,1261.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Köln,29,34.0,11195.0,15108.0,74.1,219640.0,90475.0,4315.0,5172.0,83.4,4871.0,5973.0,81.6,1721.0,3025.0,56.9,38,35.6,33.3,2.4,309.0,806.0,249.0,96.0,1158.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Leverkusen,24,34.0,19042.0,22954.0,83.0,331206.0,109589.0,8525.0,9522.0,89.5,7998.0,8988.0,89.0,1891.0,3030.0,62.4,48,48.6,44.9,-0.6,394.0,1106.0,253.0,55.0,1471.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Mainz 05,25,34.0,10245.0,13997.0,73.2,190213.0,79210.0,4413.0,5233.0,84.3,4136.0,5160.0,80.2,1356.0,2664.0,50.9,34,37.4,32.8,-3.4,340.0,809.0,230.0,65.0,1146.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Paderborn 07,27,34.0,11502.0,15172.0,75.8,215740.0,84031.0,4614.0,5427.0,85.0,4945.0,5926.0,83.4,1562.0,2706.0,57.7,26,26.8,22.4,-0.8,305.0,752.0,139.0,46.0,1009.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
RB Leipzig,29,34.0,16241.0,20063.0,81.0,269438.0,99769.0,7531.0,8560.0,88.0,6424.0,7396.0,86.9,1421.0,2450.0,58.0,58,54.4,51.1,3.6,428.0,1263.0,339.0,67.0,1700.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Schalke 04,29,34.0,12014.0,15752.0,76.3,219684.0,81535.0,5052.0,5932.0,85.2,5073.0,6019.0,84.3,1474.0,2721.0,54.2,25,25.5,25.8,-0.5,274.0,835.0,212.0,36.0,1201.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Union Berlin,26,34.0,9451.0,13664.0,69.2,179191.0,83697.0,3969.0,4928.0,80.5,3643.0,4732.0,77.0,1395.0,2884.0,48.4,27,28.0,28.6,-1.0,278.0,776.0,182.0,78.0,944.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Werder Bremen,30,34.0,12893.0,16729.0,77.1,229582.0,88246.0,5787.0,6722.0,86.1,5333.0,6410.0,83.2,1401.0,2555.0,54.8,30,25.8,30.0,4.2,320.0,923.0,237.0,67.0,1309.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Wolfsburg,26,34.0,11610.0,15677.0,74.1,222405.0,87941.0,4532.0,5502.0,82.4,5009.0,6105.0,82.0,1663.0,2975.0,55.9,33,37.9,35.4,-4.9,347.0,884.0,238.0,67.0,1247.0,Bundesliga 2019-2020,bundesliga,2019-2020,2019
Arsenal,29,38.0,16634.0,20410.0,81.5,292657.0,94450.0,7259.0,8103.0,89.6,7300.0,8331.0,87.6,1596.0,2772.0,57.6,35,31.4,28.5,3.6,298.0,1164.0,311.0,63.0,1641.0,Premier League 2019-2020,premier league,2019-2020,2019
Aston Villa,28,38.0,11652.0,15672.0,74.3,217478.0,84204.0,5074.0,5895.0,86.1,4810.0,5882.0,81.8,1480.0,3002.0,49.3,32,34.2,27.7,-2.2,369.0,908.0,270.0,95.0,1247.0,Premier League 2019-2020,premier league,2019-2020,2019
Bournemouth,27,38.0,12042.0,16387.0,73.5,208869.0,82509.0,5798.0,6832.0,84.9,4689.0,5821.0,80.6,1231.0,2655.0,46.4,24,30.6,25.7,-6.6,280.0,921.0,227.0,49.0,1256.0,Premier League 2019-2020,premier league,2019-2020,2019
Brighton,25,38.0,15881.0,20056.0,79.2,290667.0,102483.0,6755.0,7803.0,86.6,7139.0,8265.0,86.4,1701.0,3003.0,56.6,24,31.6,27.3,-7.6,343.0,1124.0,294.0,62.0,1675.0,Premier League 2019-2020,premier league,2019-2020,2019
Burnley,22,38.0,10049.0,14694.0,68.4,181797.0,76083.0,4700.0,5595.0,84.0,3686.0,4854.0,75.9,1295.0,3221.0,40.2,30,32.4,28.5,-2.4,280.0,787.0,217.0,99.0,890.0,Premier League 2019-2020,premier league,2019-2020,2019
Chelsea,27,38.0,20958.0,25213.0,83.1,352088.0,108966.0,9753.0,10903.0,89.5,8527.0,9698.0,87.9,1843.0,2989.0,61.7,46,46.7,42.3,-0.7,459.0,1463.0,411.0,108.0,1897.0,Premier League 2019-2020,premier league,2019-2020,2019
Crystal Palace,25,38.0,12274.0,16395.0,74.9,212859.0,86923.0,5857.0,6822.0,85.9,4679.0,5712.0,81.9,1307.0,2747.0,47.6,20,26.0,24.4,-6.0,265.0,910.0,243.0,47.0,1223.0,Premier League 2019-2020,premier league,2019-2020,2019
Everton,24,38.0,13433.0,17736.0,75.7,248821.0,94797.0,5670.0,6722.0,84.3,5545.0,6642.0,83.5,1728.0,3126.0,55.3,32,38.1,31.5,-6.1,340.0,987.0,288.0,93.0,1430.0,Premier League 2019-2020,premier league,2019-2020,2019
Leicester City,24,38.0,17600.0,21800.0,80.7,304569.0,102390.0,8018.0,9016.0,88.9,7415.0,8600.0,86.2,1655.0,2913.0,56.8,48,44.9,35.3,3.1,405.0,1283.0,313.0,72.0,1612.0,Premier League 2019-2020,premier league,2019-2020,2019
Liverpool,24,38.0,21276.0,25891.0,82.2,370796.0,117058.0,9557.0,10648.0,89.8,9007.0,10345.0,87.1,2038.0,3458.0,58.9,69,53.0,46.8,16.0,454.0,1630.0,477.0,93.0,1941.0,Premier League 2019-2020,premier league,2019-2020,2019
Manchester City,24,38.0,24557.0,28190.0,87.1,410039.0,117432.0,11773.0,12714.0,92.6,9821.0,10885.0,90.2,2121.0,2963.0,71.6,69,68.4,62.7,0.6,582.0,1819.0,553.0,89.0,2460.0,Premier League 2019-2020,premier league,2019-2020,2019
Manchester Utd,29,38.0,17744.0,21725.0,81.7,294732.0,95208.0,8697.0,9751.0,89.2,6891.0,7957.0,86.6,1555.0,2646.0,58.8,43,38.5,36.2,4.5,402.0,1350.0,341.0,50.0,1788.0,Premier League 2019-2020,premier league,2019-2020,2019
Newcastle Utd,28,38.0,10606.0,14566.0,72.8,189511.0,75573.0,4963.0,5792.0,85.7,3781.0,4800.0,78.8,1351.0,2818.0,47.9,29,26.9,19.1,2.1,299.0,685.0,181.0,62.0,844.0,Premier League 2019-2020,premier league,2019-2020,2019
Norwich City,30,38.0,14965.0,18869.0,79.3,243176.0,86282.0,7717.0,8664.0,89.1,5301.0,6196.0,85.6,1336.0,2696.0,49.6,18,27.4,23.6,-9.4,304.0,913.0,210.0,32.0,1169.0,Premier League 2019-2020,premier league,2019-2020,2019
Sheffield Utd,26,38.0,12125.0,16858.0,71.9,222335.0,83887.0,5714.0,6687.0,85.4,4480.0,5657.0,79.2,1579.0,3404.0,46.4,25,34.0,29.7,-9.0,269.0,1053.0,282.0,97.0,1352.0,Premier League 2019-2020,premier league,2019-2020,2019
Southampton,25,38.0,12488.0,17468.0,71.5,218809.0,83466.0,5869.0,7035.0,83.4,5027.0,6478.0,77.6,1240.0,2921.0,42.5,32,36.4,28.7,-4.4,340.0,1019.0,282.0,70.0,1335.0,Premier League 2019-2020,premier league,2019-2020,2019
Tottenham,29,38.0,16101.0,20296.0,79.3,268557.0,90635.0,7859.0,8877.0,88.5,6303.0,7463.0,84.5,1350.0,2655.0,50.8,39,32.6,28.2,6.4,339.0,1077.0,283.0,47.0,1410.0,Premier League 2019-2020,premier league,2019-2020,2019
Watford,26,38.0,11230.0,15775.0,71.2,192764.0,78762.0,5578.0,6640.0,84.0,3901.0,5075.0,76.9,1244.0,2868.0,43.4,21,31.4,27.6,-10.4,303.0,848.0,253.0,69.0,1168.0,Premier League 2019-2020,premier league,2019-2020,2019
West Ham,29,38.0,12451.0,16861.0,73.8,221660.0,89417.0,6048.0,7124.0,84.9,4538.0,5680.0,79.9,1515.0,2997.0,50.6,36,36.7,33.4,-0.7,328.0,1083.0,244.0,80.0,1377.0,Premier League 2019-2020,premier league,2019-2020,2019
Wolves,21,38.0,14298.0,18474.0,77.4,266628.0,97026.0,5979.0,6942.0,86.1,5777.0,6928.0,83.4,1985.0,3308.0,60.0,34,37.5,30.0,-3.5,339.0,1015.0,223.0,83.0,1338.0,Premier League 2019-2020,premier league,2019-2020,2019
Alavés,32,38.0,9612.0,13973.0,68.8,182169.0,82570.0,4283.0,5328.0,80.4,3614.0,4788.0,75.5,1385.0,2920.0,47.4,20,26.9,22.0,-6.9,236.0,723.0,171.0,56.0,944.0,La Liga 2019-2020,la liga,2019-2020,2019
Athletic Club,26,38.0,12533.0,16915.0,74.1,234527.0,90251.0,5521.0,6494.0,85.0,4692.0,5831.0,80.5,1830.0,3367.0,54.4,23,26.2,25.2,-3.2,277.0,967.0,217.0,85.0,1291.0,La Liga 2019-2020,la liga,2019-2020,2019
Atlético Madrid,30,38.0,13595.0,17765.0,76.5,221969.0,88361.0,6783.0,7777.0,87.2,4581.0,5696.0,80.4,1344.0,2676.0,50.2,35,39.4,37.1,-4.4,330.0,904.0,289.0,49.0,1333.0,La Liga 2019-2020,la liga,2019-2020,2019
Barcelona,28,38.0,24758.0,28227.0,87.7,391043.0,120014.0,12607.0,13663.0,92.3,9115.0,9972.0,91.4,1889.0,2618.0,72.2,62,49.5,51.2,12.5,384.0,1827.0,417.0,31.0,2042.0,La Liga 2019-2020,la liga,2019-2020,2019
Betis,27,38.0,16182.0,19823.0,81.6,284815.0,94491.0,7354.0,8220.0,89.5,6504.0,7416.0,87.7,1774.0,2986.0,59.4,35,36.9,33.8,-1.9,360.0,1015.0,322.0,84.0,1475.0,La Liga 2019-2020,la liga,2019-2020,2019
Celta Vigo,30,38.0,14552.0,18557.0,78.4,249113.0,90321.0,6742.0,7687.0,87.7,5746.0,6750.0,85.1,1422.0,2704.0,52.6,26,26.2,26.2,-0.2,279.0,970.0,253.0,60.0,1364.0,La Liga 2019-2020,la liga,2019-2020,2019
