Squad,# Pl,Poss,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,League
Leeds United,29,47.0,38.0,21642.0,2125.0,6971.0,9290.0,5587.0,796.0,21639.0,689.0,269.0,39.0,328.0,47.6,11343.0,55029.0,27060.0,555.0,379.0,146.0,602.0,421.0,12330.0,1418.0,Premier League 2022-2023
Leicester City,28,47.7,38.0,23124.0,2681.0,8409.0,10293.0,4641.0,688.0,23118.0,623.0,294.0,47.2,245.0,39.3,12503.0,63356.0,31619.0,580.0,363.0,175.0,548.0,313.0,14797.0,1294.0,Premier League 2022-2023
Liverpool,28,60.8,38.0,28398.0,2310.0,8119.0,13329.0,7149.0,1252.0,28394.0,693.0,323.0,46.6,281.0,40.5,17148.0,82470.0,41527.0,719.0,569.0,234.0,584.0,413.0,19921.0,1974.0,Premier League 2022-2023
Manchester City,24,64.7,38.0,29895.0,2170.0,7410.0,14372.0,8301.0,1277.0,29885.0,704.0,336.0,47.7,239.0,33.9,19122.0,104099.0,56216.0,988.0,754.0,279.0,406.0,298.0,22992.0,2054.0,Premier League 2022-2023
Manchester Utd,26,53.7,38.0,24847.0,2639.0,8093.0,10389.0,6569.0,1036.0,24844.0,730.0,317.0,43.4,338.0,46.3,14245.0,70351.0,37126.0,711.0,515.0,239.0,497.0,293.0,16447.0,1578.0,Premier League 2022-2023
Newcastle Utd,27,52.3,38.0,22106.0,2088.0,6757.0,9053.0,6516.0,1161.0,22100.0,784.0,350.0,44.6,322.0,41.1,12023.0,64186.0,32987.0,695.0,493.0,228.0,576.0,363.0,13803.0,1599.0,Premier League 2022-2023
Nott'ham Forest,33,37.6,38.0,17911.0,2715.0,7420.0,6953.0,3755.0,611.0,17905.0,572.0,258.0,45.1,234.0,40.9,8674.0,46411.0,24020.0,436.0,308.0,111.0,537.0,275.0,9452.0,847.0,Premier League 2022-2023
Southampton,36,44.5,38.0,21094.0,2639.0,7453.0,8997.0,4879.0,712.0,21090.0,760.0,362.0,47.6,318.0,41.8,11323.0,61002.0,29821.0,588.0,452.0,131.0,567.0,401.0,12216.0,1112.0,Premier League 2022-2023
Tottenham,29,50.0,38.0,23836.0,2734.0,8571.0,10329.0,5135.0,842.0,23830.0,666.0,306.0,45.9,288.0,43.2,13679.0,71290.0,36842.0,692.0,465.0,189.0,521.0,356.0,15864.0,1436.0,Premier League 2022-2023
West Ham,25,42.1,38.0,20411.0,2362.0,6898.0,8704.0,4993.0,756.0,20403.0,615.0,250.0,40.7,266.0,43.3,10540.0,57451.0,28247.0,615.0,413.0,166.0,458.0,357.0,12256.0,1266.0,Premier League 2022-2023
Wolves,32,49.9,38.0,22539.0,2921.0,8544.0,9264.0,4960.0,686.0,22536.0,782.0,385.0,49.2,302.0,38.6,12374.0,67241.0,35071.0,610.0,421.0,142.0,516.0,326.0,14453.0,1332.0,Premier League 2022-2023
Almería,29,45.1,38.0,20070.0,2715.0,7746.0,8468.0,4071.0,631.0,20067.0,666.0,296.0,44.4,310.0,46.5,10792.0,56990.0,29135.0,569.0,433.0,131.0,580.0,281.0,12047.0,1080.0,La Liga 2022-2023
Athletic Club,26,51.6,38.0,22737.0,1978.0,6159.0,10166.0,6645.0,931.0,22730.0,734.0,347.0,47.3,305.0,41.6,12898.0,70963.0,39297.0,864.0,587.0,217.0,554.0,351.0,14284.0,1801.0,La Liga 2022-2023
Atlético Madrid,27,50.6,38.0,24417.0,2414.0,7790.0,11103.0,5714.0,934.0,24415.0,656.0,322.0,49.1,262.0,39.9,13701.0,67344.0,35788.0,730.0,473.0,200.0,486.0,277.0,16706.0,1557.0,La Liga 2022-2023
Barcelona,29,64.3,38.0,28424.0,2020.0,6759.0,14000.0,7894.0,1154.0,28422.0,803.0,396.0,49.3,321.0,40.0,18802.0,101072.0,55616.0,961.0,785.0,279.0,546.0,326.0,21144.0,2169.0,La Liga 2022-2023
Betis,30,50.6,38.0,22482.0,2330.0,7276.0,10222.0,5226.0,718.0,22473.0,773.0,365.0,47.2,311.0,40.2,12640.0,63667.0,31076.0,621.0,492.0,156.0,564.0,353.0,14568.0,1259.0,La Liga 2022-2023
Cádiz,38,41.9,38.0,18156.0,2374.0,6497.0,7769.0,4091.0,579.0,18151.0,569.0,246.0,43.2,249.0,43.8,9031.0,48205.0,24623.0,475.0,350.0,89.0,567.0,354.0,9839.0,960.0,La Liga 2022-2023
Celta Vigo,26,50.2,38.0,22608.0,2214.0,7194.0,10099.0,5553.0,734.0,22605.0,700.0,323.0,46.1,295.0,42.1,13546.0,71269.0,36623.0,704.0,558.0,161.0,566.0,298.0,14591.0,1393.0,La Liga 2022-2023
Elche,32,45.5,38.0,19948.0,2416.0,7058.0,8743.0,4363.0,619.0,19943.0,708.0,342.0,48.3,311.0,43.9,11273.0,60014.0,29395.0,561.0,408.0,107.0,577.0,345.0,11950.0,1185.0,La Liga 2022-2023
Espanyol,33,43.1,38.0,18805.0,2216.0,6173.0,8355.0,4471.0,688.0,18800.0,575.0,257.0,44.7,260.0,45.2,9604.0,51135.0,25085.0,528.0,385.0,111.0,526.0,245.0,10712.0,1135.0,La Liga 2022-2023
Getafe,25,39.9,38.0,17948.0,1980.0,5769.0,8366.0,3993.0,589.0,17940.0,456.0,217.0,47.6,189.0,41.4,8695.0,41814.0,20506.0,365.0,292.0,78.0,504.0,268.0,9605.0,989.0,La Liga 2022-2023
Girona,29,51.3,38.0,22398.0,2619.0,7919.0,9753.0,4932.0,761.0,22389.0,728.0,341.0,46.8,311.0,42.7,13365.0,73974.0,38669.0,725.0,497.0,167.0,467.0,330.0,15020.0,1364.0,La Liga 2022-2023
Mallorca,31,41.1,38.0,18171.0,2351.0,6553.0,8032.0,3792.0,524.0,18166.0,556.0,293.0,52.7,198.0,35.6,9509.0,50982.0,24564.0,476.0,341.0,94.0,498.0,302.0,10356.0,935.0,La Liga 2022-2023
Osasuna,26,48.0,38.0,20888.0,2287.0,6397.0,9352.0,5331.0,709.0,20883.0,626.0,313.0,50.0,247.0,39.5,11200.0,58264.0,28888.0,545.0,416.0,128.0,590.0,316.0,12580.0,1338.0,La Liga 2022-2023
Rayo Vallecano,28,51.2,38.0,21773.0,2061.0,6266.0,9706.0,6029.0,699.0,21765.0,660.0,296.0,44.8,290.0,43.9,12216.0,65376.0,33507.0,703.0,547.0,131.0,554.0,374.0,13384.0,1377.0,La Liga 2022-2023
Real Madrid,26,60.9,38.0,28884.0,2415.0,7782.0,12859.0,8463.0,1151.0,28872.0,971.0,475.0,48.9,379.0,39.0,19026.0,100306.0,53191.0,1008.0,734.0,338.0,490.0,297.0,21956.0,2000.0,La Liga 2022-2023
Real Sociedad,30,54.6,38.0,23231.0,2283.0,6890.0,10794.0,5762.0,798.0,23227.0,680.0,307.0,45.1,293.0,43.1,13362.0,70912.0,36738.0,692.0,499.0,187.0,607.0,368.0,15101.0,1463.0,La Liga 2022-2023
Sevilla,35,52.6,38.0,22999.0,2284.0,7140.0,10069.0,5984.0,741.0,22994.0,604.0,269.0,44.5,257.0,42.5,13544.0,67136.0,32550.0,558.0,520.0,122.0,515.0,312.0,15243.0,1497.0,La Liga 2022-2023
Valencia,28,52.0,38.0,21620.0,2061.0,6446.0,9155.0,6255.0,822.0,21612.0,747.0,352.0,47.1,307.0,41.1,12240.0,69474.0,37665.0,786.0,630.0,165.0,555.0,338.0,13469.0,1457.0,La Liga 2022-2023
Valladolid,36,48.7,38.0,20748.0,2571.0,7370.0,9027.0,4583.0,638.0,20744.0,718.0,309.0,43.0,318.0,44.3,11499.0,64338.0,32319.0,610.0,451.0,147.0,589.0,316.0,12521.0,1233.0,La Liga 2022-2023
Villarreal,32,56.9,38.0,23818.0,2621.0,7659.0,10215.0,6181.0,911.0,23811.0,880.0,435.0,49.4,345.0,39.2,14393.0,81383.0,45453.0,846.0,570.0,239.0,552.0,343.0,16363.0,1617.0,La Liga 2022-2023
Atalanta,27,49.9,38.0,23863.0,2217.0,7478.0,10221.0,6382.0,956.0,23855.0,785.0,340.0,43.3,355.0,45.2,13145.0,67168.0,33175.0,687.0,565.0,210.0,619.0,387.0,15359.0,1628.0,Serie A 2022-2023
Bologna,27,54.7,38.0,24552.0,2551.0,8483.0,11383.0,4893.0,592.0,24546.0,567.0,265.0,46.7,243.0,42.9,14223.0,70806.0,35047.0,564.0,487.0,113.0,582.0,305.0,16622.0,1358.0,Serie A 2022-2023
Cremonese,33,42.1,38.0,19346.0,2538.0,7184.0,8051.0,4334.0,678.0,19339.0,569.0,237.0,41.7,251.0,44.1,9843.0,51780.0,26321.0,521.0,394.0,101.0,553.0,297.0,10770.0,1100.0,Serie A 2022-2023
Empoli,32,47.3,38.0,21188.0,2962.0,8175.0,8766.0,4485.0,674.0,21186.0,705.0,313.0,44.4,311.0,44.1,11736.0,64438.0,31714.0,608.0,452.0,135.0,552.0,372.0,13050.0,1105.0,Serie A 2022-2023
Fiorentina,30,56.1,38.0,23123.0,2028.0,6652.0,10361.0,6366.0,977.0,23117.0,704.0,323.0,45.9,273.0,38.8,13434.0,77635.0,39528.0,789.0,601.0,194.0,572.0,345.0,15234.0,1607.0,Serie A 2022-2023
Hellas Verona,36,41.2,38.0,18056.0,2231.0,6320.0,7844.0,4147.0,636.0,18055.0,627.0,274.0,43.7,275.0,43.9,8665.0,47590.0,22382.0,503.0,359.0,103.0,577.0,329.0,9350.0,1051.0,Serie A 2022-2023
Inter,25,55.7,38.0,25128.0,2720.0,8300.0,11127.0,5922.0,953.0,25123.0,494.0,216.0,43.7,200.0,40.5,14972.0,75152.0,38723.0,668.0,492.0,141.0,505.0,261.0,17526.0,1613.0,Serie A 2022-2023
Juventus,29,49.6,38.0,22810.0,2432.0,7514.0,10435.0,5077.0,817.0,22804.0,625.0,291.0,46.6,255.0,40.8,12888.0,66636.0,34490.0,673.0,496.0,145.0,583.0,350.0,15118.0,1389.0,Serie A 2022-2023
Lazio,24,52.1,38.0,25453.0,2536.0,8100.0,12315.0,5243.0,769.0,25445.0,612.0,285.0,46.6,239.0,39.1,14379.0,73160.0,36610.0,683.0,484.0,182.0,528.0,290.0,18009.0,1368.0,Serie A 2022-2023
Lecce,29,41.3,38.0,18839.0,2129.0,6291.0,8105.0,4660.0,606.0,18833.0,559.0,240.0,42.9,245.0,43.8,9286.0,51693.0,25319.0,514.0,366.0,119.0,626.0,329.0,9976.0,1219.0,Serie A 2022-2023
Milan,30,55.6,38.0,23856.0,2177.0,7373.0,11143.0,5617.0,891.0,23851.0,800.0,368.0,46.0,324.0,40.5,13802.0,78895.0,41728.0,795.0,584.0,182.0,595.0,320.0,15792.0,1576.0,Serie A 2022-2023
Monza,31,55.2,38.0,24603.0,2753.0,8855.0,11185.0,4768.0,680.0,24597.0,596.0,282.0,47.3,237.0,39.8,14329.0,79216.0,38961.0,708.0,500.0,152.0,575.0,309.0,17052.0,1350.0,Serie A 2022-2023
Napoli,27,61.8,38.0,28410.0,2012.0,7168.0,13935.0,7548.0,1084.0,28400.0,798.0,337.0,42.2,361.0,45.2,17977.0,89551.0,46645.0,907.0,663.0,237.0,566.0,339.0,20948.0,1789.0,Serie A 2022-2023
Roma,30,48.6,38.0,21862.0,2055.0,7183.0,10374.0,4566.0,789.0,21852.0,677.0,274.0,40.5,315.0,46.5,12407.0,68172.0,34789.0,684.0,490.0,170.0,559.0,318.0,14018.0,1198.0,Serie A 2022-2023
Salernitana,30,44.9,38.0,20527.0,2604.0,7592.0,9096.0,4060.0,495.0,20525.0,599.0,264.0,44.1,261.0,43.6,11169.0,57765.0,27404.0,519.0,409.0,86.0,564.0,303.0,12529.0,1076.0,Serie A 2022-2023
Sampdoria,40,46.1,38.0,20460.0,2511.0,7278.0,9134.0,4272.0,585.0,20458.0,543.0,260.0,47.9,222.0,40.9,11329.0,55044.0,26171.0,466.0,354.0,82.0,572.0,335.0,12492.0,1118.0,Serie A 2022-2023
Sassuolo,31,49.2,38.0,22100.0,2484.0,7486.0,9584.0,5249.0,817.0,22090.0,653.0,299.0,45.8,270.0,41.3,13042.0,71240.0,36974.0,761.0,527.0,204.0,533.0,364.0,14664.0,1552.0,Serie A 2022-2023
Spezia,34,47.4,38.0,20952.0,2701.0,7867.0,8357.0,4959.0,692.0,20948.0,653.0,278.0,42.6,304.0,46.6,10996.0,60775.0,29636.0,553.0,397.0,114.0,659.0,366.0,12304.0,1156.0,Serie A 2022-2023
Torino,28,53.2,38.0,23243.0,2286.0,7273.0,10798.0,5380.0,733.0,23241.0,668.0,303.0,45.4,276.0,41.3,13094.0,71281.0,34612.0,684.0,527.0,182.0,618.0,314.0,15247.0,1317.0,Serie A 2022-2023
Udinese,30,48.0,38.0,21183.0,2463.0,7415.0,9101.0,4912.0,849.0,21181.0,770.0,330.0,42.9,350.0,45.5,12105.0,65755.0,33221.0,646.0,461.0,163.0,641.0,336.0,13268.0,1344.0,Serie A 2022-2023
Ajaccio,36,43.2,38.0,19271.0,1979.0,6134.0,9380.0,3966.0,486.0,19262.0,632.0,285.0,45.1,277.0,43.8,12563.0,73530.0,32337.0,487.0,406.0,92.0,625.0,324.0,11114.0,1150.0,Ligue 1 2022-2023
Angers,33,46.9,38.0,21515.0,2041.0,6588.0,10633.0,4609.0,567.0,21511.0,928.0,441.0,47.5,392.0,42.2,15521.0,89958.0,41416.0,632.0,596.0,149.0,593.0,349.0,13974.0,1374.0,Ligue 1 2022-2023
Auxerre,33,43.3,38.0,20359.0,2523.0,7094.0,9231.0,4269.0,630.0,20350.0,749.0,337.0,45.0,319.0,42.6,13862.0,80840.0,35785.0,531.0,461.0,131.0,645.0,320.0,12268.0,1267.0,Ligue 1 2022-2023
Brest,29,44.9,38.0,20724.0,2299.0,6960.0,9493.0,4555.0,668.0,20716.0,655.0,270.0,41.2,301.0,46.0,13923.0,82682.0,37394.0,592.0,490.0,124.0,566.0,322.0,12371.0,1294.0,Ligue 1 2022-2023
Clermont Foot,28,48.3,38.0,22057.0,2500.0,7753.0,10251.0,4323.0,656.0,22047.0,753.0,350.0,46.5,309.0,41.0,15772.0,89656.0,41497.0,532.0,508.0,111.0,566.0,338.0,14090.0,1294.0,Ligue 1 2022-2023
Lens,29,55.6,38.0,24935.0,2026.0,6456.0,12750.0,5964.0,841.0,24926.0,666.0,326.0,48.9,255.0,38.3,19150.0,112844.0,52786.0,738.0,732.0,160.0,526.0,302.0,17645.0,1821.0,Ligue 1 2022-2023
Lille,26,60.5,38.0,26767.0,2074.0,7054.0,13386.0,6573.0,1010.0,26755.0,826.0,400.0,48.4,330.0,40.0,20538.0,112069.0,52803.0,798.0,705.0,206.0,537.0,398.0,19056.0,1959.0,Ligue 1 2022-2023
Lorient,30,46.6,38.0,22605.0,2854.0,8346.0,10039.0,4473.0,695.0,22599.0,916.0,406.0,44.3,388.0,42.4,16379.0,97993.0,47864.0,753.0,592.0,175.0,596.0,332.0,14727.0,1322.0,Ligue 1 2022-2023
Lyon,29,58.1,38.0,27048.0,2207.0,7251.0,13396.0,6634.0,1041.0,27040.0,895.0,398.0,44.5,401.0,44.8,20488.0,110348.0,50615.0,709.0,719.0,233.0,618.0,371.0,18817.0,1868.0,Ligue 1 2022-2023
Marseille,30,56.7,38.0,24839.0,2007.0,6525.0,11697.0,6878.0,1000.0,24832.0,743.0,357.0,48.0,320.0,43.1,18366.0,107143.0,52090.0,759.0,639.0,172.0,598.0,360.0,16633.0,1895.0,Ligue 1 2022-2023
Monaco,27,48.2,38.0,22398.0,2069.0,5963.0,10799.0,5891.0,918.0,22390.0,678.0,318.0,46.9,283.0,41.7,15973.0,91223.0,44561.0,719.0,590.0,183.0,550.0,345.0,14273.0,1802.0,Ligue 1 2022-2023
Montpellier,31,45.8,38.0,20469.0,2351.0,6847.0,9513.0,4378.0,670.0,20462.0,780.0,338.0,43.3,321.0,41.2,13886.0,80186.0,37309.0,556.0,494.0,150.0,594.0,362.0,12321.0,1243.0,Ligue 1 2022-2023
Nantes,29,45.9,38.0,21497.0,2310.0,6504.0,10417.0,4849.0,726.0,21492.0,788.0,378.0,48.0,333.0,42.3,14771.0,86725.0,40556.0,705.0,483.0,154.0,553.0,350.0,13142.0,1547.0,Ligue 1 2022-2023
Nice,34,51.5,38.0,25011.0,2520.0,8118.0,11897.0,5306.0,801.0,25004.0,822.0,420.0,51.1,330.0,40.1,18764.0,107128.0,51614.0,774.0,663.0,168.0,547.0,384.0,17175.0,1517.0,Ligue 1 2022-2023
Paris S-G,26,60.7,38.0,30202.0,2265.0,7245.0,15502.0,7723.0,1130.0,30195.0,976.0,454.0,46.5,423.0,43.3,24951.0,129073.0,62262.0,810.0,842.0,238.0,445.0,392.0,23544.0,2015.0,Ligue 1 2022-2023
Reims,34,48.7,38.0,22018.0,2275.0,6937.0,10012.0,5357.0,823.0,22010.0,800.0,347.0,43.4,370.0,46.3,15457.0,92007.0,44472.0,712.0,535.0,187.0,675.0,379.0,13524.0,1704.0,Ligue 1 2022-2023
Rennes,32,55.4,38.0,25212.0,2030.0,6550.0,12749.0,6163.0,1000.0,25209.0,784.0,410.0,52.3,308.0,39.3,19035.0,109626.0,51641.0,774.0,709.0,208.0,565.0,337.0,17479.0,1906.0,Ligue 1 2022-2023
Strasbourg,29,45.9,38.0,21567.0,2088.0,6402.0,10381.0,5043.0,755.0,21560.0,708.0,340.0,48.0,277.0,39.1,14701.0,85310.0,39876.0,610.0,604.0,131.0,589.0,313.0,13215.0,1340.0,Ligue 1 2022-2023
Toulouse,29,51.3,38.0,23432.0,2448.0,7418.0,10853.0,5373.0,773.0,23428.0,668.0,283.0,42.4,302.0,45.2,16785.0,92186.0,43533.0,648.0,533.0,150.0,554.0,303.0,15271.0,1723.0,Ligue 1 2022-2023
Troyes,32,42.6,38.0,20380.0,2819.0,7826.0,8833.0,3993.0,590.0,20375.0,792.0,365.0,46.1,347.0,43.8,14238.0,84027.0,38482.0,638.0,481.0,144.0,531.0,341.0,12642.0,1224.0,Ligue 1 2022-2023
Ajax,30,66.1,34.0,26629.0,2016.0,6491.0,11760.0,8628.0,1542.0,26624.0,661.0,329.0,49.8,266.0,40.2,17164.0,90747.0,47292.0,862.0,649.0,230.0,521.0,392.0,19310.0,2292.0,Eredivisie 2022-2023
AZ Alkmaar,29,53.5,34.0,22191.0,2135.0,6496.0,9919.0,5978.0,917.0,22188.0,583.0,292.0,50.1,237.0,40.7,13145.0,70201.0,36182.0,671.0,466.0,175.0,541.0,310.0,14896.0,1653.0,Eredivisie 2022-2023
Cambuur,31,47.5,34.0,18804.0,2758.0,7180.0,8044.0,3770.0,571.0,18802.0,517.0,236.0,45.6,220.0,42.6,10178.0,59734.0,30730.0,569.0,371.0,107.0,548.0,253.0,11043.0,1115.0,Eredivisie 2022-2023
Emmen,30,48.8,34.0,20439.0,2557.0,7104.0,8928.0,4614.0,575.0,20438.0,563.0,224.0,39.8,264.0,46.9,11106.0,59009.0,29521.0,548.0,442.0,114.0,563.0,280.0,12599.0,1125.0,Eredivisie 2022-2023
Excelsior,28,41.6,34.0,17726.0,2653.0,6838.0,7179.0,3939.0,590.0,17724.0,555.0,269.0,48.5,224.0,40.4,9252.0,52278.0,25946.0,473.0,361.0,115.0,577.0,285.0,9817.0,1078.0,Eredivisie 2022-2023
Feyenoord,30,58.6,34.0,23956.0,1845.0,5669.0,11372.0,7148.0,1146.0,23953.0,796.0,362.0,45.5,342.0,43.0,14798.0,82284.0,45648.0,973.0,643.0,259.0,599.0,325.0,16163.0,1887.0,Eredivisie 2022-2023
Fortuna Sittard,28,44.1,34.0,18037.0,2703.0,7183.0,7168.0,3892.0,644.0,18030.0,620.0,285.0,46.0,277.0,44.7,9455.0,53438.0,26673.0,529.0,339.0,121.0,499.0,284.0,10289.0,1022.0,Eredivisie 2022-2023
Go Ahead Eag,27,46.9,34.0,19185.0,2539.0,6717.0,7808.0,4824.0,769.0,19181.0,558.0,249.0,44.6,249.0,44.6,9954.0,50982.0,25358.0,475.0,328.0,110.0,550.0,302.0,11261.0,1224.0,Eredivisie 2022-2023
Groningen,36,46.4,34.0,18670.0,2557.0,6799.0,7901.0,4170.0,608.0,18669.0,694.0,346.0,49.9,289.0,41.6,9894.0,58721.0,29722.0,527.0,400.0,129.0,605.0,314.0,10671.0,1053.0,Eredivisie 2022-2023
Heerenveen,26,50.2,34.0,20948.0,2395.0,7012.0,9272.0,4864.0,682.0,20945.0,660.0,295.0,44.7,302.0,45.8,11716.0,66748.0,34063.0,632.0,507.0,119.0,531.0,281.0,13268.0,1230.0,Eredivisie 2022-2023
NEC Nijmegen,22,50.7,34.0,20002.0,2333.0,6804.0,8874.0,4528.0,750.0,19997.0,763.0,345.0,45.2,334.0,43.8,11711.0,66656.0,32526.0,637.0,481.0,189.0,534.0,329.0,12643.0,1244.0,Eredivisie 2022-2023
PSV Eindhoven,32,55.5,34.0,23054.0,1813.0,6305.0,10840.0,6152.0,1089.0,23047.0,676.0,337.0,49.9,261.0,38.6,12979.0,69196.0,36336.0,787.0,535.0,241.0,561.0,318.0,15321.0,1722.0,Eredivisie 2022-2023
RKC Waalwijk,27,45.4,34.0,18958.0,2609.0,7210.0,7468.0,4481.0,711.0,18954.0,708.0,339.0,47.9,315.0,44.5,10273.0,56733.0,28976.0,557.0,402.0,152.0,578.0,310.0,11439.0,1284.0,Eredivisie 2022-2023
Sparta R'dam,30,47.9,34.0,19675.0,2482.0,7122.0,8472.0,4248.0,669.0,19670.0,485.0,202.0,41.6,214.0,44.1,10861.0,59166.0,30266.0,511.0,369.0,101.0,461.0,235.0,12240.0,1113.0,Eredivisie 2022-2023
Twente,26,57.8,34.0,22504.0,1788.0,6058.0,9975.0,6684.0,1013.0,22501.0,650.0,297.0,45.7,268.0,41.2,12753.0,72568.0,37548.0,789.0,574.0,196.0,573.0,308.0,14347.0,1624.0,Eredivisie 2022-2023
Utrecht,33,49.2,34.0,20517.0,2286.0,6827.0,9286.0,4580.0,738.0,20513.0,560.0,212.0,37.9,273.0,48.8,10436.0,54556.0,26820.0,505.0,388.0,110.0,543.0,271.0,12610.0,1221.0,Eredivisie 2022-2023
Vitesse,30,48.8,34.0,19698.0,2073.0,6159.0,8736.0,5026.0,794.0,19697.0,718.0,293.0,40.8,355.0,49.4,10198.0,54784.0,27685.0,528.0,399.0,140.0,606.0,328.0,11614.0,1253.0,Eredivisie 2022-2023
Volendam,31,41.0,34.0,17280.0,2350.0,6283.0,7182.0,4024.0,666.0,17280.0,605.0,278.0,46.0,260.0,43.0,8298.0,48329.0,24051.0,514.0,359.0,141.0,512.0,312.0,9033.0,1075.0,Eredivisie 2022-2023
Arouca,29,47.9,34.0,19341.0,2467.0,7517.0,8234.0,3801.0,429.0,19335.0,624.0,306.0,49.0,260.0,41.7,10122.0,51379.0,24391.0,400.0,339.0,75.0,542.0,254.0,11880.0,1019.0,Primeira Liga 2022-2023
Benfica,32,63.2,34.0,25943.0,1542.0,5960.0,12098.0,8101.0,1054.0,25930.0,741.0,319.0,43.0,314.0,42.4,14959.0,74583.0,38553.0,763.0,577.0,165.0,512.0,276.0,18595.0,1944.0,Primeira Liga 2022-2023
Boavista,30,48.4,34.0,18985.0,1887.0,6505.0,8764.0,3902.0,491.0,18981.0,630.0,275.0,43.7,277.0,44.0,10007.0,52268.0,26033.0,518.0,382.0,100.0,501.0,263.0,11882.0,1076.0,Primeira Liga 2022-2023
Braga,31,54.3,34.0,22055.0,1947.0,6324.0,10091.0,5840.0,888.0,22049.0,606.0,291.0,48.0,249.0,41.1,12217.0,62142.0,31108.0,613.0,486.0,188.0,486.0,262.0,14623.0,1498.0,Primeira Liga 2022-2023
Casa Pia,31,42.0,34.0,17817.0,2256.0,6561.0,7873.0,3585.0,528.0,17813.0,591.0,270.0,45.7,248.0,42.0,8959.0,48558.0,24152.0,503.0,381.0,106.0,534.0,279.0,10441.0,1049.0,Primeira Liga 2022-2023
Chaves,31,46.3,34.0,18162.0,2297.0,6397.0,7924.0,4045.0,595.0,18152.0,676.0,314.0,46.4,295.0,43.6,9749.0,52039.0,27020.0,521.0,358.0,115.0,534.0,314.0,10881.0,1204.0,Primeira Liga 2022-2023
Estoril,33,47.6,34.0,17835.0,2480.0,6833.0,7497.0,3697.0,548.0,17831.0,694.0,295.0,42.5,312.0,45.0,9649.0,55179.0,28721.0,500.0,385.0,114.0,505.0,258.0,10920.0,1010.0,Primeira Liga 2022-2023
Famalicão,33,47.1,34.0,18864.0,2142.0,7050.0,8121.0,3887.0,549.0,18859.0,698.0,324.0,46.4,291.0,41.7,9610.0,49647.0,24254.0,515.0,387.0,94.0,524.0,293.0,11558.0,1089.0,Primeira Liga 2022-2023
Gil Vicente FC,32,53.7,34.0,21140.0,2226.0,7019.0,9278.0,5029.0,637.0,21132.0,704.0,293.0,41.6,318.0,45.2,11807.0,59731.0,31465.0,576.0,421.0,121.0,519.0,327.0,13722.0,1419.0,Primeira Liga 2022-2023
Marítimo,39,48.4,34.0,18343.0,2055.0,6285.0,8056.0,4224.0,580.0,18336.0,694.0,281.0,40.5,326.0,47.0,9172.0,49956.0,23996.0,486.0,378.0,108.0,541.0,283.0,10904.0,1185.0,Primeira Liga 2022-2023
Paços de Ferreira,36,46.5,34.0,18106.0,2189.0,6701.0,7696.0,3873.0,532.0,18103.0,552.0,251.0,45.5,226.0,40.9,9931.0,50062.0,23825.0,523.0,376.0,86.0,492.0,238.0,11169.0,1029.0,Primeira Liga 2022-2023
Portimonense,35,48.9,34.0,19075.0,2376.0,6695.0,8422.0,4130.0,541.0,19068.0,562.0,238.0,42.3,249.0,44.3,9714.0,49127.0,24265.0,389.0,329.0,80.0,553.0,277.0,11408.0,1060.0,Primeira Liga 2022-2023
Porto,28,58.4,34.0,22214.0,2002.0,6425.0,10034.0,5963.0,1046.0,22202.0,726.0,329.0,45.3,300.0,41.3,13279.0,65992.0,35648.0,741.0,519.0,200.0,510.0,231.0,14978.0,1604.0,Primeira Liga 2022-2023
Rio Ave,30,48.6,34.0,19719.0,2108.0,6676.0,9319.0,3912.0,472.0,19713.0,629.0,238.0,37.8,286.0,45.5,10411.0,56201.0,29035.0,523.0,411.0,65.0,499.0,317.0,12555.0,1141.0,Primeira Liga 2022-2023
Santa Clara,34,42.4,34.0,16791.0,2100.0,6228.0,7372.0,3407.0,532.0,16784.0,631.0,282.0,44.7,271.0,42.9,8102.0,43739.0,21429.0,402.0,301.0,90.0,558.0,273.0,9214.0,908.0,Primeira Liga 2022-2023
Sporting CP,32,63.1,34.0,24715.0,1864.0,6374.0,12125.0,6453.0,952.0,24705.0,825.0,383.0,46.4,366.0,44.4,15496.0,82622.0,45601.0,875.0,596.0,222.0,470.0,269.0,17765.0,1834.0,Primeira Liga 2022-2023
Vitória,34,47.8,34.0,18730.0,2010.0,6260.0,8488.0,4173.0,545.0,18725.0,671.0,291.0,43.4,310.0,46.2,9918.0,51757.0,25620.0,516.0,348.0,118.0,520.0,264.0,11279.0,1122.0,Primeira Liga 2022-2023
Vizela,30,45.5,34.0,18528.0,2132.0,6357.0,8138.0,4205.0,596.0,18525.0,503.0,227.0,45.1,213.0,42.3,8756.0,43423.0,21462.0,419.0,289.0,86.0,482.0,226.0,10948.0,1143.0,Primeira Liga 2022-2023
Birmingham City,31,42.3,46.0,21804.0,2656.0,7534.0,9027.0,5509.0,757.0,21798.0,789.0,339.0,43.0,345.0,43.7,9544.0,55758.0,26720.0,617.0,422.0,149.0,771.0,377.0,10527.0,1147.0,Championship 2022-2023
