Squad,# Pl,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att.1,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,League
vs Sassuolo,2,38.0,43.0,7.0,0.0,2.0,1.0,41.7,0.23,-0.3,-0.01,148.0,391.0,37.9,1109.0,172.0,26.3,29.4,288.0,34.4,32.8,502.0,25.0,5.0,39.0,1.03,14.8,Serie A 2023-2024
vs Torino,2,38.0,36.0,2.0,0.0,5.0,1.0,33.9,0.26,-1.1,-0.03,188.0,529.0,35.5,1047.0,156.0,37.1,35.4,308.0,45.8,37.8,583.0,23.0,3.9,29.0,0.76,13.4,Serie A 2023-2024
vs Udinese,2,38.0,37.0,3.0,0.0,1.0,1.0,38.3,0.26,2.3,0.06,117.0,311.0,37.6,783.0,155.0,26.3,31.0,299.0,35.1,34.8,441.0,24.0,5.4,30.0,0.79,13.3,Serie A 2023-2024
vs Brest,2,34.0,53.0,4.0,2.0,6.0,2.0,46.1,0.26,-4.9,-0.14,157.0,403.0,39.0,868.0,190.0,33.4,32.3,282.0,40.1,35.3,624.0,39.0,6.3,25.0,0.74,11.1,Ligue 1 2023-2024
vs Clermont Foot,2,34.0,26.0,6.0,0.0,4.0,0.0,35.8,0.24,9.8,0.29,123.0,348.0,35.3,876.0,181.0,29.2,31.1,221.0,41.6,35.7,450.0,31.0,6.9,42.0,1.24,14.3,Ligue 1 2023-2024
vs Le Havre,2,34.0,34.0,6.0,0.0,1.0,1.0,37.3,0.26,4.3,0.13,119.0,343.0,34.7,960.0,143.0,27.3,30.3,242.0,33.5,32.1,444.0,32.0,7.2,37.0,1.09,14.0,Ligue 1 2023-2024
vs Lens,2,34.0,45.0,6.0,0.0,6.0,0.0,48.0,0.24,3.0,0.09,168.0,520.0,32.3,994.0,143.0,39.7,36.5,275.0,45.5,36.6,596.0,30.0,5.0,27.0,0.79,12.3,Ligue 1 2023-2024
vs Lille,2,34.0,52.0,2.0,1.0,7.0,2.0,49.1,0.29,-0.9,-0.03,165.0,455.0,36.3,960.0,133.0,35.9,34.4,237.0,46.4,37.2,421.0,33.0,7.8,39.0,1.15,13.3,Ligue 1 2023-2024
vs Lorient,1,34.0,43.0,1.0,0.0,0.0,2.0,37.9,0.28,-3.1,-0.09,125.0,343.0,36.4,821.0,150.0,30.8,31.9,201.0,44.8,36.4,434.0,35.0,8.1,30.0,0.88,12.5,Ligue 1 2023-2024
vs Lyon,2,34.0,49.0,4.0,0.0,9.0,1.0,49.6,0.28,1.6,0.05,132.0,389.0,33.9,840.0,139.0,34.6,33.0,243.0,40.3,34.7,453.0,25.0,5.5,27.0,0.79,12.3,Ligue 1 2023-2024
vs Marseille,2,34.0,52.0,4.0,0.0,5.0,2.0,46.4,0.28,-3.6,-0.1,140.0,407.0,34.4,842.0,155.0,34.1,33.4,297.0,40.4,34.9,549.0,29.0,5.3,23.0,0.68,12.1,Ligue 1 2023-2024
vs Metz,2,34.0,35.0,4.0,0.0,5.0,0.0,34.2,0.26,-0.8,-0.02,116.0,263.0,44.1,884.0,115.0,23.8,28.6,214.0,24.8,29.1,420.0,17.0,4.0,31.0,0.91,14.7,Ligue 1 2023-2024
vs Monaco,2,34.0,68.0,2.0,1.0,5.0,2.0,66.3,0.3,0.3,0.01,145.0,476.0,30.5,955.0,147.0,36.9,34.9,267.0,46.4,36.5,412.0,21.0,5.1,40.0,1.18,15.2,Ligue 1 2023-2024
vs Montpellier,2,34.0,43.0,7.0,0.0,7.0,2.0,45.4,0.24,4.4,0.13,126.0,352.0,35.8,837.0,179.0,29.4,31.8,230.0,46.1,36.3,478.0,39.0,8.2,30.0,0.88,11.6,Ligue 1 2023-2024
vs Nantes,3,34.0,30.0,4.0,2.0,3.0,0.0,34.5,0.22,4.5,0.13,128.0,317.0,40.4,903.0,166.0,26.4,30.4,219.0,36.1,32.2,480.0,37.0,7.7,37.0,1.09,12.2,Ligue 1 2023-2024
vs Nice,1,34.0,40.0,6.0,0.0,4.0,1.0,42.8,0.25,3.8,0.11,173.0,557.0,31.1,1044.0,113.0,40.5,35.8,248.0,54.0,39.9,472.0,34.0,7.2,29.0,0.85,12.1,Ligue 1 2023-2024
vs Paris S-G,3,34.0,81.0,7.0,1.0,5.0,3.0,68.4,0.31,-9.6,-0.28,180.0,523.0,34.4,798.0,97.0,49.1,39.3,249.0,52.6,37.9,404.0,21.0,5.2,24.0,0.71,11.3,Ligue 1 2023-2024
vs Reims,1,34.0,42.0,3.0,1.0,7.0,2.0,40.4,0.29,0.4,0.01,183.0,476.0,38.4,929.0,145.0,40.3,35.9,229.0,44.5,36.4,515.0,28.0,5.4,33.0,0.97,13.2,Ligue 1 2023-2024
vs Rennes,1,34.0,53.0,10.0,1.0,4.0,0.0,52.5,0.26,-0.5,-0.02,145.0,429.0,33.8,886.0,119.0,36.1,34.3,251.0,43.4,36.6,429.0,17.0,4.0,24.0,0.71,13.0,Ligue 1 2023-2024
vs Strasbourg,2,34.0,38.0,3.0,1.0,4.0,2.0,38.1,0.29,2.1,0.06,95.0,262.0,36.3,890.0,173.0,21.7,28.3,230.0,30.0,30.6,456.0,50.0,11.0,21.0,0.62,11.2,Ligue 1 2023-2024
vs Toulouse,1,34.0,42.0,6.0,1.0,6.0,0.0,43.9,0.28,1.9,0.05,153.0,436.0,35.1,1067.0,141.0,32.0,31.9,220.0,43.2,35.8,409.0,29.0,7.1,26.0,0.76,12.9,Ligue 1 2023-2024
vs Ajax,3,34.0,74.0,5.0,0.0,5.0,2.0,72.8,0.32,0.8,0.02,162.0,493.0,32.9,918.0,157.0,39.4,35.7,259.0,50.6,42.3,470.0,29.0,6.2,37.0,1.09,13.4,Eredivisie 2023-2024
vs Almere City,2,34.0,33.0,3.0,0.0,3.0,1.0,33.8,0.28,1.8,0.05,301.0,820.0,36.7,1241.0,147.0,54.6,41.5,278.0,51.1,41.2,442.0,29.0,6.6,34.0,1.0,14.5,Eredivisie 2023-2024
vs AZ Alkmaar,3,34.0,70.0,2.0,1.0,8.0,2.0,63.4,0.35,-4.6,-0.14,248.0,651.0,38.1,1179.0,134.0,41.6,36.8,289.0,55.4,44.5,441.0,33.0,7.5,33.0,0.97,13.3,Eredivisie 2023-2024
vs Excelsior,1,34.0,50.0,1.0,1.0,9.0,2.0,45.7,0.33,-2.3,-0.07,173.0,455.0,38.0,931.0,160.0,37.4,35.5,230.0,46.5,39.2,453.0,44.0,9.7,51.0,1.5,14.8,Eredivisie 2023-2024
vs Feyenoord,2,34.0,92.0,4.0,1.0,14.0,2.0,85.8,0.32,-4.2,-0.12,250.0,752.0,33.2,1168.0,172.0,47.2,38.7,364.0,55.2,44.2,521.0,23.0,4.4,25.0,0.74,12.7,Eredivisie 2023-2024
vs Fortuna Sittard,4,34.0,37.0,3.0,0.0,6.0,1.0,42.0,0.24,6.0,0.18,188.0,596.0,31.5,953.0,173.0,44.2,38.0,321.0,54.5,43.7,539.0,30.0,5.6,41.0,1.21,14.7,Eredivisie 2023-2024
vs Go Ahead Eag,1,34.0,47.0,4.0,2.0,5.0,0.0,52.0,0.25,5.0,0.15,217.0,599.0,36.2,1181.0,182.0,39.8,36.2,271.0,47.6,39.9,480.0,36.0,7.5,35.0,1.03,13.6,Eredivisie 2023-2024
vs Heerenveen,2,34.0,53.0,7.0,0.0,5.0,1.0,49.3,0.27,-2.7,-0.08,223.0,581.0,38.4,1000.0,110.0,44.9,38.1,286.0,46.2,39.4,495.0,23.0,4.6,31.0,0.91,15.2,Eredivisie 2023-2024
vs Heracles Almelo,1,34.0,41.0,5.0,0.0,6.0,0.0,40.6,0.29,-0.4,-0.01,163.0,443.0,36.8,866.0,139.0,34.3,33.9,245.0,59.6,46.9,477.0,45.0,9.4,48.0,1.41,15.7,Eredivisie 2023-2024
vs NEC Nijmegen,2,34.0,68.0,6.0,3.0,5.0,1.0,66.4,0.32,-0.6,-0.02,221.0,544.0,40.6,1075.0,146.0,40.1,36.1,239.0,47.3,39.6,455.0,28.0,6.2,30.0,0.88,14.0,Eredivisie 2023-2024
vs PSV Eindhoven,3,34.0,111.0,7.0,0.0,14.0,3.0,100.0,0.32,-8.0,-0.24,310.0,874.0,35.5,1129.0,149.0,53.4,40.5,399.0,67.9,49.5,637.0,32.0,5.0,33.0,0.97,13.7,Eredivisie 2023-2024
