Squad,# Pl,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,League
vs Stoke City,34,46.0,590.0,338.0,255.0,286.0,49.0,251.0,521.0,48.2,270.0,513.0,155.0,358.0,473.0,1063.0,851.0,12.0,Championship 2021-2022
vs Swansea City,31,46.0,758.0,415.0,330.0,317.0,111.0,326.0,690.0,47.2,364.0,519.0,149.0,370.0,497.0,1255.0,708.0,12.0,Championship 2021-2022
vs West Brom,29,46.0,630.0,399.0,329.0,240.0,61.0,279.0,573.0,48.7,294.0,462.0,173.0,289.0,454.0,1084.0,1230.0,14.0,Championship 2021-2022
vs Aberdeen,31,38.0,,341.0,,,,,,,,,,,356.0,,,,Scottish Premiership 2021-2022
vs Celtic,36,38.0,,366.0,,,,,,,,,,,464.0,,,,Scottish Premiership 2021-2022
vs Dundee,30,38.0,,321.0,,,,,,,,,,,335.0,,,,Scottish Premiership 2021-2022
vs Dundee United,38,38.0,,280.0,,,,,,,,,,,393.0,,,,Scottish Premiership 2021-2022
vs Hearts,26,38.0,,359.0,,,,,,,,,,,450.0,,,,Scottish Premiership 2021-2022
vs Hibernian,39,38.0,,370.0,,,,,,,,,,,424.0,,,,Scottish Premiership 2021-2022
vs Livingston,31,38.0,,300.0,,,,,,,,,,,296.0,,,,Scottish Premiership 2021-2022
vs Motherwell,27,38.0,,327.0,,,,,,,,,,,318.0,,,,Scottish Premiership 2021-2022
vs Rangers,36,38.0,,382.0,,,,,,,,,,,461.0,,,,Scottish Premiership 2021-2022
vs Ross County,29,38.0,,285.0,,,,,,,,,,,290.0,,,,Scottish Premiership 2021-2022
vs St Johnstone,36,38.0,,310.0,,,,,,,,,,,297.0,,,,Scottish Premiership 2021-2022
vs St Mirren,30,38.0,,290.0,,,,,,,,,,,306.0,,,,Scottish Premiership 2021-2022
vs Arminia,26,34.0,464.0,279.0,210.0,206.0,48.0,202.0,435.0,46.4,233.0,341.0,90.0,251.0,346.0,810.0,652.0,6.0,Bundesliga 2020-2021
vs Augsburg,25,34.0,513.0,317.0,210.0,229.0,74.0,192.0,474.0,40.5,282.0,390.0,90.0,300.0,372.0,885.0,530.0,7.0,Bundesliga 2020-2021
vs Bayern Munich,29,34.0,601.0,328.0,345.0,198.0,58.0,252.0,689.0,36.6,437.0,449.0,130.0,319.0,456.0,1057.0,855.0,12.0,Bundesliga 2020-2021
vs Dortmund,26,34.0,523.0,304.0,273.0,195.0,55.0,229.0,629.0,36.4,400.0,412.0,120.0,292.0,483.0,1006.0,665.0,13.0,Bundesliga 2020-2021
vs Eint Frankfurt,25,34.0,549.0,309.0,279.0,217.0,53.0,237.0,514.0,46.1,277.0,351.0,93.0,258.0,470.0,1019.0,689.0,9.0,Bundesliga 2020-2021
vs Freiburg,24,34.0,424.0,261.0,204.0,171.0,49.0,193.0,423.0,45.6,230.0,370.0,87.0,283.0,354.0,778.0,617.0,8.0,Bundesliga 2020-2021
vs Gladbach,23,34.0,513.0,302.0,224.0,230.0,59.0,214.0,533.0,40.2,319.0,403.0,95.0,308.0,419.0,932.0,605.0,16.0,Bundesliga 2020-2021
vs Hertha BSC,32,34.0,552.0,315.0,254.0,244.0,54.0,242.0,571.0,42.4,329.0,344.0,83.0,261.0,399.0,951.0,579.0,8.0,Bundesliga 2020-2021
vs Hoffenheim,30,34.0,554.0,343.0,284.0,220.0,50.0,274.0,553.0,49.5,279.0,413.0,91.0,322.0,428.0,982.0,644.0,6.0,Bundesliga 2020-2021
vs Köln,28,34.0,446.0,284.0,201.0,177.0,68.0,182.0,420.0,43.3,238.0,376.0,96.0,280.0,363.0,809.0,618.0,7.0,Bundesliga 2020-2021
vs Leverkusen,30,34.0,619.0,398.0,273.0,270.0,76.0,284.0,710.0,40.0,426.0,400.0,106.0,294.0,428.0,1047.0,707.0,4.0,Bundesliga 2020-2021
vs Mainz 05,31,34.0,499.0,308.0,228.0,219.0,52.0,220.0,488.0,45.1,268.0,386.0,89.0,297.0,448.0,947.0,673.0,8.0,Bundesliga 2020-2021
vs RB Leipzig,25,34.0,534.0,303.0,244.0,227.0,63.0,208.0,523.0,39.8,315.0,429.0,127.0,302.0,520.0,1054.0,696.0,9.0,Bundesliga 2020-2021
vs Schalke 04,42,34.0,636.0,370.0,211.0,309.0,116.0,284.0,617.0,46.0,333.0,380.0,83.0,297.0,378.0,1014.0,447.0,7.0,Bundesliga 2020-2021
vs Stuttgart,29,34.0,665.0,394.0,279.0,290.0,96.0,255.0,668.0,38.2,413.0,433.0,111.0,322.0,455.0,1120.0,564.0,4.0,Bundesliga 2020-2021
vs Union Berlin,27,34.0,413.0,265.0,165.0,193.0,55.0,183.0,389.0,47.0,206.0,354.0,90.0,264.0,401.0,814.0,640.0,7.0,Bundesliga 2020-2021
vs Werder Bremen,27,34.0,447.0,270.0,181.0,204.0,62.0,179.0,367.0,48.8,188.0,344.0,82.0,262.0,413.0,860.0,517.0,7.0,Bundesliga 2020-2021
vs Wolfsburg,26,34.0,482.0,281.0,234.0,195.0,53.0,186.0,482.0,38.6,296.0,408.0,111.0,297.0,445.0,927.0,677.0,15.0,Bundesliga 2020-2021
vs Arsenal,29,38.0,499.0,285.0,246.0,192.0,61.0,239.0,535.0,44.7,296.0,391.0,129.0,262.0,369.0,868.0,752.0,16.0,Premier League 2020-2021
vs Aston Villa,24,38.0,563.0,322.0,309.0,189.0,65.0,226.0,595.0,38.0,369.0,377.0,145.0,232.0,355.0,918.0,804.0,18.0,Premier League 2020-2021
vs Brighton,27,38.0,528.0,316.0,269.0,207.0,52.0,222.0,572.0,38.8,350.0,417.0,154.0,263.0,456.0,984.0,717.0,15.0,Premier League 2020-2021
vs Burnley,25,38.0,447.0,261.0,212.0,193.0,42.0,163.0,397.0,41.1,234.0,300.0,87.0,213.0,308.0,755.0,811.0,12.0,Premier League 2020-2021
vs Chelsea,27,38.0,584.0,313.0,278.0,221.0,85.0,298.0,657.0,45.4,359.0,464.0,153.0,311.0,430.0,1014.0,761.0,16.0,Premier League 2020-2021
vs Crystal Palace,24,38.0,682.0,400.0,281.0,305.0,96.0,280.0,645.0,43.4,365.0,397.0,97.0,300.0,378.0,1060.0,597.0,11.0,Premier League 2020-2021
vs Everton,29,38.0,573.0,314.0,238.0,242.0,93.0,229.0,591.0,38.7,362.0,398.0,99.0,299.0,357.0,930.0,655.0,9.0,Premier League 2020-2021
vs Fulham,28,38.0,682.0,373.0,323.0,271.0,88.0,289.0,795.0,36.4,506.0,426.0,121.0,305.0,404.0,1086.0,729.0,16.0,Premier League 2020-2021
vs Leeds United,23,38.0,564.0,318.0,242.0,235.0,87.0,245.0,563.0,43.5,318.0,448.0,126.0,322.0,426.0,990.0,812.0,14.0,Premier League 2020-2021
vs Leicester City,27,38.0,609.0,350.0,287.0,250.0,72.0,287.0,645.0,44.5,358.0,450.0,140.0,310.0,449.0,1058.0,679.0,15.0,Premier League 2020-2021
vs Liverpool,28,38.0,675.0,343.0,377.0,238.0,60.0,288.0,695.0,41.4,407.0,469.0,172.0,297.0,456.0,1131.0,1057.0,27.0,Premier League 2020-2021
vs Manchester City,24,38.0,647.0,358.0,380.0,219.0,48.0,287.0,772.0,37.2,485.0,451.0,168.0,283.0,405.0,1052.0,713.0,28.0,Premier League 2020-2021
vs Manchester Utd,29,38.0,656.0,369.0,360.0,215.0,81.0,296.0,711.0,41.6,415.0,511.0,149.0,362.0,478.0,1134.0,724.0,11.0,Premier League 2020-2021
vs Newcastle Utd,27,38.0,534.0,276.0,232.0,223.0,79.0,237.0,587.0,40.4,350.0,387.0,115.0,272.0,372.0,906.0,632.0,9.0,Premier League 2020-2021
vs Sheffield Utd,27,38.0,529.0,301.0,288.0,177.0,64.0,206.0,475.0,43.4,269.0,353.0,91.0,262.0,296.0,825.0,690.0,9.0,Premier League 2020-2021
vs Southampton,29,38.0,644.0,355.0,236.0,315.0,93.0,258.0,601.0,42.9,343.0,399.0,98.0,301.0,428.0,1072.0,680.0,14.0,Premier League 2020-2021
vs Tottenham,24,38.0,646.0,381.0,310.0,260.0,76.0,312.0,715.0,43.6,403.0,433.0,107.0,326.0,429.0,1075.0,615.0,15.0,Premier League 2020-2021
vs West Brom,30,38.0,554.0,328.0,256.0,235.0,63.0,241.0,505.0,47.7,264.0,296.0,75.0,221.0,328.0,882.0,672.0,13.0,Premier League 2020-2021
vs West Ham,24,38.0,562.0,328.0,279.0,218.0,65.0,244.0,542.0,45.0,298.0,405.0,116.0,289.0,364.0,926.0,710.0,9.0,Premier League 2020-2021
vs Wolves,27,38.0,620.0,339.0,288.0,276.0,56.0,311.0,779.0,39.9,468.0,387.0,129.0,258.0,345.0,965.0,706.0,15.0,Premier League 2020-2021
vs Alavés,30,38.0,469.0,278.0,197.0,215.0,57.0,213.0,468.0,45.5,255.0,309.0,89.0,220.0,342.0,811.0,623.0,13.0,La Liga 2020-2021
vs Athletic Club,27,38.0,532.0,303.0,265.0,226.0,41.0,197.0,501.0,39.3,304.0,396.0,94.0,302.0,484.0,1016.0,772.0,6.0,La Liga 2020-2021
vs Atlético Madrid,25,38.0,556.0,315.0,308.0,185.0,63.0,214.0,588.0,36.4,374.0,359.0,88.0,271.0,454.0,1010.0,674.0,9.0,La Liga 2020-2021
vs Barcelona,25,38.0,598.0,320.0,357.0,181.0,60.0,257.0,770.0,33.4,513.0,440.0,133.0,307.0,517.0,1115.0,639.0,8.0,La Liga 2020-2021
vs Betis,25,38.0,586.0,336.0,286.0,245.0,55.0,218.0,638.0,34.2,420.0,408.0,130.0,278.0,364.0,950.0,610.0,12.0,La Liga 2020-2021
vs Cádiz,34,38.0,486.0,300.0,217.0,199.0,70.0,192.0,513.0,37.4,321.0,244.0,41.0,203.0,302.0,788.0,660.0,10.0,La Liga 2020-2021
vs Celta Vigo,30,38.0,468.0,288.0,183.0,204.0,81.0,189.0,465.0,40.6,276.0,344.0,76.0,268.0,489.0,957.0,522.0,6.0,La Liga 2020-2021
vs Eibar,30,38.0,519.0,319.0,285.0,196.0,38.0,199.0,519.0,38.3,320.0,359.0,98.0,261.0,406.0,925.0,933.0,7.0,La Liga 2020-2021
vs Elche,30,38.0,598.0,347.0,216.0,281.0,101.0,253.0,618.0,40.9,365.0,327.0,57.0,270.0,406.0,1004.0,586.0,8.0,La Liga 2020-2021
vs Getafe,31,38.0,574.0,313.0,339.0,196.0,39.0,220.0,483.0,45.5,263.0,352.0,88.0,264.0,390.0,964.0,838.0,3.0,La Liga 2020-2021
vs Granada,34,38.0,550.0,313.0,265.0,227.0,58.0,204.0,516.0,39.5,312.0,363.0,78.0,285.0,359.0,909.0,613.0,9.0,La Liga 2020-2021
vs Huesca,27,38.0,532.0,309.0,212.0,221.0,99.0,227.0,653.0,34.8,426.0,325.0,80.0,245.0,323.0,855.0,773.0,14.0,La Liga 2020-2021
vs Levante,29,38.0,575.0,334.0,287.0,204.0,84.0,249.0,615.0,40.5,366.0,374.0,76.0,298.0,433.0,1008.0,638.0,8.0,La Liga 2020-2021
vs Osasuna,28,38.0,505.0,309.0,252.0,195.0,58.0,195.0,440.0,44.3,245.0,312.0,79.0,233.0,338.0,843.0,694.0,7.0,La Liga 2020-2021
vs Real Madrid,30,38.0,531.0,295.0,277.0,184.0,70.0,216.0,645.0,33.5,429.0,418.0,133.0,285.0,380.0,911.0,707.0,16.0,La Liga 2020-2021
vs Real Sociedad,30,38.0,531.0,311.0,253.0,212.0,66.0,220.0,550.0,40.0,330.0,413.0,104.0,309.0,379.0,910.0,710.0,16.0,La Liga 2020-2021
vs Sevilla,26,38.0,516.0,306.0,255.0,196.0,65.0,207.0,599.0,34.6,392.0,325.0,87.0,238.0,407.0,923.0,635.0,13.0,La Liga 2020-2021
vs Valencia,30,38.0,480.0,295.0,210.0,198.0,72.0,212.0,553.0,38.3,341.0,332.0,93.0,239.0,391.0,871.0,540.0,9.0,La Liga 2020-2021
vs Valladolid,32,38.0,541.0,314.0,256.0,206.0,79.0,213.0,504.0,42.3,291.0,311.0,74.0,237.0,368.0,909.0,701.0,12.0,La Liga 2020-2021
vs Villarreal,29,38.0,591.0,324.0,280.0,223.0,88.0,255.0,692.0,36.8,437.0,394.0,94.0,300.0,416.0,1007.0,617.0,12.0,La Liga 2020-2021
vs Atalanta,30,38.0,716.0,407.0,418.0,243.0,55.0,310.0,706.0,43.9,396.0,494.0,151.0,343.0,528.0,1244.0,717.0,15.0,Serie A 2020-2021
vs Benevento,29,38.0,468.0,267.0,206.0,181.0,81.0,179.0,452.0,39.6,273.0,369.0,115.0,254.0,384.0,852.0,680.0,14.0,Serie A 2020-2021
vs Bologna,37,38.0,588.0,348.0,281.0,241.0,66.0,283.0,628.0,45.1,345.0,424.0,128.0,296.0,432.0,1020.0,637.0,15.0,Serie A 2020-2021
vs Cagliari,32,38.0,550.0,312.0,248.0,229.0,73.0,269.0,605.0,44.5,336.0,410.0,116.0,294.0,414.0,964.0,706.0,9.0,Serie A 2020-2021
vs Crotone,31,38.0,602.0,361.0,240.0,267.0,95.0,237.0,622.0,38.1,385.0,375.0,83.0,292.0,423.0,1025.0,522.0,8.0,Serie A 2020-2021
vs Fiorentina,30,38.0,672.0,369.0,334.0,262.0,76.0,250.0,575.0,43.5,325.0,351.0,86.0,265.0,380.0,1052.0,753.0,10.0,Serie A 2020-2021
vs Genoa,34,38.0,550.0,326.0,256.0,216.0,78.0,246.0,540.0,45.6,294.0,367.0,91.0,276.0,444.0,994.0,579.0,10.0,Serie A 2020-2021
vs Hellas Verona,32,38.0,496.0,297.0,257.0,195.0,44.0,187.0,479.0,39.0,292.0,396.0,107.0,289.0,476.0,972.0,632.0,5.0,Serie A 2020-2021
vs Inter,25,38.0,455.0,264.0,238.0,164.0,53.0,193.0,453.0,42.6,260.0,414.0,126.0,288.0,414.0,869.0,693.0,11.0,Serie A 2020-2021
vs Juventus,30,38.0,533.0,303.0,248.0,202.0,83.0,233.0,684.0,34.1,451.0,427.0,153.0,274.0,402.0,935.0,699.0,7.0,Serie A 2020-2021
vs Lazio,30,38.0,560.0,292.0,270.0,211.0,79.0,256.0,553.0,46.3,297.0,420.0,124.0,296.0,453.0,1013.0,781.0,13.0,Serie A 2020-2021
vs Milan,29,38.0,553.0,297.0,285.0,193.0,75.0,254.0,669.0,38.0,415.0,422.0,147.0,275.0,417.0,970.0,711.0,10.0,Serie A 2020-2021
vs Napoli,25,38.0,497.0,278.0,259.0,173.0,65.0,242.0,628.0,38.5,386.0,466.0,170.0,296.0,403.0,900.0,644.0,17.0,Serie A 2020-2021
vs Parma,42,38.0,519.0,302.0,221.0,209.0,89.0,227.0,589.0,38.5,362.0,362.0,96.0,266.0,414.0,933.0,593.0,7.0,Serie A 2020-2021
vs Roma,31,38.0,490.0,290.0,257.0,180.0,53.0,266.0,663.0,40.1,397.0,421.0,137.0,284.0,452.0,942.0,637.0,16.0,Serie A 2020-2021
vs Sampdoria,27,38.0,479.0,293.0,210.0,200.0,69.0,192.0,484.0,39.7,292.0,396.0,125.0,271.0,460.0,939.0,785.0,16.0,Serie A 2020-2021
vs Sassuolo,28,38.0,603.0,345.0,332.0,194.0,77.0,290.0,718.0,40.4,428.0,445.0,155.0,290.0,442.0,1045.0,631.0,10.0,Serie A 2020-2021
vs Spezia,35,38.0,501.0,280.0,246.0,208.0,47.0,206.0,528.0,39.0,322.0,362.0,89.0,273.0,458.0,959.0,644.0,12.0,Serie A 2020-2021
vs Torino,29,38.0,543.0,306.0,232.0,235.0,76.0,246.0,634.0,38.8,388.0,394.0,116.0,278.0,385.0,928.0,677.0,20.0,Serie A 2020-2021
vs Udinese,33,38.0,563.0,296.0,244.0,242.0,77.0,233.0,609.0,38.3,376.0,362.0,100.0,262.0,444.0,1007.0,672.0,19.0,Serie A 2020-2021
vs Angers,31,38.0,752.0,432.0,379.0,307.0,66.0,358.0,744.0,48.1,386.0,406.0,100.0,306.0,464.0,1216.0,625.0,11.0,Ligue 1 2020-2021
vs Bordeaux,28,38.0,683.0,418.0,334.0,281.0,68.0,287.0,678.0,42.3,391.0,366.0,100.0,266.0,409.0,1092.0,590.0,12.0,Ligue 1 2020-2021
vs Brest,26,38.0,515.0,322.0,244.0,191.0,80.0,230.0,613.0,37.5,383.0,343.0,101.0,242.0,413.0,928.0,672.0,14.0,Ligue 1 2020-2021
vs Dijon,33,38.0,654.0,414.0,271.0,291.0,92.0,288.0,673.0,42.8,385.0,363.0,87.0,276.0,510.0,1164.0,573.0,9.0,Ligue 1 2020-2021
vs Lens,27,38.0,621.0,357.0,287.0,266.0,68.0,273.0,636.0,42.9,363.0,373.0,101.0,272.0,454.0,1075.0,676.0,11.0,Ligue 1 2020-2021
vs Lille,21,38.0,677.0,409.0,368.0,240.0,69.0,297.0,705.0,42.1,408.0,382.0,112.0,270.0,520.0,1197.0,659.0,19.0,Ligue 1 2020-2021
vs Lorient,27,38.0,623.0,370.0,289.0,274.0,60.0,274.0,635.0,43.1,361.0,340.0,96.0,244.0,450.0,1073.0,566.0,13.0,Ligue 1 2020-2021
vs Lyon,29,38.0,659.0,382.0,363.0,234.0,62.0,333.0,812.0,41.0,479.0,422.0,139.0,283.0,518.0,1177.0,721.0,21.0,Ligue 1 2020-2021
vs Marseille,31,38.0,573.0,336.0,242.0,264.0,67.0,261.0,582.0,44.8,321.0,380.0,82.0,298.0,442.0,1015.0,664.0,8.0,Ligue 1 2020-2021
vs Metz,27,38.0,678.0,384.0,303.0,306.0,69.0,297.0,678.0,43.8,381.0,355.0,114.0,241.0,393.0,1071.0,578.0,2.0,Ligue 1 2020-2021
vs Monaco,30,38.0,566.0,334.0,279.0,224.0,63.0,262.0,570.0,46.0,308.0,374.0,119.0,255.0,503.0,1069.0,732.0,17.0,Ligue 1 2020-2021
vs Montpellier,25,38.0,588.0,326.0,278.0,240.0,70.0,288.0,587.0,49.1,299.0,345.0,106.0,239.0,414.0,1002.0,750.0,6.0,Ligue 1 2020-2021
vs Nantes,25,38.0,667.0,409.0,328.0,268.0,71.0,300.0,678.0,44.2,378.0,355.0,104.0,251.0,460.0,1127.0,692.0,11.0,Ligue 1 2020-2021
vs Nice,31,38.0,667.0,403.0,298.0,274.0,95.0,301.0,741.0,40.6,440.0,363.0,96.0,267.0,473.0,1140.0,583.0,19.0,Ligue 1 2020-2021
vs Nîmes,33,38.0,658.0,419.0,292.0,288.0,78.0,296.0,616.0,48.1,320.0,341.0,89.0,252.0,444.0,1102.0,615.0,6.0,Ligue 1 2020-2021
vs Paris S-G,33,38.0,706.0,385.0,402.0,217.0,87.0,358.0,847.0,42.3,489.0,340.0,103.0,237.0,535.0,1241.0,671.0,22.0,Ligue 1 2020-2021
vs Reims,29,38.0,575.0,336.0,257.0,218.0,100.0,298.0,669.0,44.5,371.0,272.0,77.0,195.0,455.0,1030.0,524.0,9.0,Ligue 1 2020-2021
vs Rennes,32,38.0,552.0,318.0,291.0,213.0,48.0,265.0,671.0,39.5,406.0,379.0,130.0,249.0,519.0,1071.0,748.0,14.0,Ligue 1 2020-2021
vs Saint-Étienne,40,38.0,733.0,435.0,320.0,309.0,104.0,370.0,802.0,46.1,432.0,377.0,106.0,271.0,447.0,1180.0,704.0,8.0,Ligue 1 2020-2021
vs Strasbourg,26,38.0,539.0,346.0,233.0,232.0,74.0,209.0,508.0,41.1,299.0,375.0,101.0,274.0,408.0,947.0,708.0,10.0,Ligue 1 2020-2021
vs ADO Den Haag,37,34.0,508.0,303.0,209.0,215.0,84.0,208.0,502.0,41.4,294.0,318.0,66.0,252.0,392.0,900.0,544.0,8.0,Eredivisie 2020-2021
vs Ajax,30,34.0,634.0,334.0,346.0,230.0,58.0,241.0,678.0,35.5,437.0,468.0,157.0,311.0,506.0,1140.0,805.0,12.0,Eredivisie 2020-2021
vs AZ Alkmaar,25,34.0,585.0,349.0,280.0,240.0,65.0,243.0,580.0,41.9,337.0,366.0,104.0,262.0,381.0,966.0,636.0,16.0,Eredivisie 2020-2021
vs Emmen,32,34.0,465.0,267.0,196.0,204.0,65.0,218.0,516.0,42.2,298.0,407.0,109.0,298.0,414.0,879.0,575.0,6.0,Eredivisie 2020-2021
vs Feyenoord,30,34.0,575.0,342.0,275.0,233.0,67.0,219.0,582.0,37.6,363.0,368.0,120.0,248.0,487.0,1062.0,659.0,11.0,Eredivisie 2020-2021
vs Fortuna Sittard,30,34.0,480.0,278.0,213.0,201.0,66.0,186.0,447.0,41.6,261.0,325.0,88.0,237.0,408.0,888.0,547.0,7.0,Eredivisie 2020-2021
vs Groningen,29,34.0,555.0,340.0,292.0,207.0,56.0,228.0,601.0,37.9,373.0,294.0,86.0,208.0,353.0,908.0,651.0,7.0,Eredivisie 2020-2021
vs Heerenveen,24,34.0,524.0,299.0,234.0,209.0,81.0,245.0,590.0,41.5,345.0,342.0,86.0,256.0,408.0,932.0,530.0,8.0,Eredivisie 2020-2021
vs Heracles Almelo,28,34.0,690.0,407.0,292.0,298.0,100.0,335.0,686.0,48.8,351.0,372.0,74.0,298.0,410.0,1100.0,550.0,8.0,Eredivisie 2020-2021
vs PSV Eindhoven,36,34.0,552.0,317.0,292.0,213.0,47.0,223.0,603.0,37.0,380.0,451.0,131.0,320.0,546.0,1098.0,634.0,14.0,Eredivisie 2020-2021
vs RKC Waalwijk,27,34.0,655.0,419.0,326.0,261.0,68.0,277.0,620.0,44.7,343.0,347.0,76.0,271.0,498.0,1153.0,599.0,6.0,Eredivisie 2020-2021
vs Sparta R'dam,23,34.0,491.0,304.0,252.0,181.0,58.0,197.0,439.0,44.9,242.0,363.0,112.0,251.0,379.0,870.0,531.0,6.0,Eredivisie 2020-2021
vs Twente,28,34.0,555.0,339.0,280.0,222.0,53.0,242.0,543.0,44.6,301.0,378.0,104.0,274.0,462.0,1017.0,581.0,13.0,Eredivisie 2020-2021
vs Utrecht,31,34.0,665.0,389.0,342.0,258.0,65.0,306.0,657.0,46.6,351.0,404.0,129.0,275.0,465.0,1130.0,763.0,13.0,Eredivisie 2020-2021
vs Vitesse,26,34.0,565.0,326.0,318.0,189.0,58.0,261.0,584.0,44.7,323.0,367.0,126.0,241.0,464.0,1029.0,682.0,11.0,Eredivisie 2020-2021
vs VVV-Venlo,29,34.0,527.0,315.0,246.0,219.0,62.0,246.0,513.0,48.0,267.0,295.0,67.0,228.0,382.0,909.0,527.0,6.0,Eredivisie 2020-2021
vs Willem II,30,34.0,667.0,404.0,303.0,307.0,57.0,300.0,647.0,46.4,347.0,379.0,79.0,300.0,426.0,1093.0,610.0,4.0,Eredivisie 2020-2021
vs Zwolle,27,34.0,621.0,382.0,289.0,259.0,73.0,278.0,618.0,45.0,340.0,378.0,109.0,269.0,418.0,1039.0,597.0,9.0,Eredivisie 2020-2021
vs B-SAD,29,34.0,432.0,,189.0,202.0,41.0,188.0,415.0,45.3,227.0,345.0,72.0,273.0,,,652.0,5.0,Primeira Liga 2020-2021
vs Benfica,32,34.0,658.0,399.0,369.0,253.0,36.0,323.0,798.0,40.5,475.0,408.0,105.0,303.0,518.0,1176.0,650.0,7.0,Primeira Liga 2020-2021
vs Boavista,25,34.0,538.0,323.0,242.0,218.0,78.0,263.0,586.0,44.9,323.0,306.0,102.0,204.0,393.0,931.0,485.0,5.0,Primeira Liga 2020-2021
vs Braga,33,34.0,386.0,233.0,193.0,158.0,35.0,156.0,417.0,37.4,261.0,354.0,85.0,269.0,493.0,879.0,664.0,18.0,Primeira Liga 2020-2021
vs Famalicão,40,34.0,577.0,381.0,264.0,241.0,72.0,298.0,675.0,44.1,377.0,351.0,102.0,249.0,372.0,949.0,518.0,12.0,Primeira Liga 2020-2021
vs Farense,30,34.0,439.0,271.0,206.0,186.0,47.0,191.0,414.0,46.1,223.0,312.0,80.0,232.0,332.0,771.0,755.0,11.0,Primeira Liga 2020-2021
vs Gil Vicente FC,29,34.0,467.0,291.0,231.0,189.0,47.0,204.0,484.0,42.1,280.0,347.0,75.0,272.0,403.0,870.0,614.0,6.0,Primeira Liga 2020-2021
vs Marítimo,33,34.0,487.0,328.0,187.0,243.0,57.0,221.0,556.0,39.7,335.0,324.0,64.0,260.0,389.0,876.0,593.0,8.0,Primeira Liga 2020-2021
vs Moreirense,31,34.0,632.0,393.0,243.0,310.0,79.0,279.0,565.0,49.4,286.0,294.0,80.0,214.0,435.0,1067.0,510.0,9.0,Primeira Liga 2020-2021
vs Nacional,30,34.0,488.0,298.0,227.0,191.0,70.0,211.0,505.0,41.8,294.0,323.0,91.0,232.0,397.0,885.0,560.0,4.0,Primeira Liga 2020-2021
vs Paços de Ferreira,27,34.0,465.0,284.0,198.0,208.0,59.0,185.0,466.0,39.7,281.0,283.0,78.0,205.0,318.0,783.0,562.0,10.0,Primeira Liga 2020-2021
vs Portimonense,28,34.0,482.0,300.0,258.0,177.0,47.0,217.0,505.0,43.0,288.0,325.0,99.0,226.0,395.0,877.0,609.0,5.0,Primeira Liga 2020-2021
vs Porto,31,34.0,560.0,352.0,339.0,164.0,57.0,277.0,730.0,37.9,453.0,358.0,105.0,253.0,482.0,1042.0,817.0,14.0,Primeira Liga 2020-2021
vs Rio Ave,30,34.0,554.0,332.0,267.0,228.0,59.0,259.0,630.0,41.1,371.0,322.0,94.0,228.0,420.0,974.0,603.0,12.0,Primeira Liga 2020-2021
vs Santa Clara,29,34.0,474.0,303.0,222.0,212.0,40.0,203.0,498.0,40.8,295.0,323.0,90.0,233.0,367.0,841.0,624.0,12.0,Primeira Liga 2020-2021
vs Sporting CP,30,34.0,576.0,337.0,270.0,255.0,51.0,272.0,649.0,41.9,377.0,334.0,105.0,229.0,421.0,997.0,665.0,9.0,Primeira Liga 2020-2021
vs Tondela,26,34.0,505.0,296.0,215.0,230.0,60.0,198.0,464.0,42.7,266.0,323.0,68.0,255.0,482.0,987.0,515.0,13.0,Primeira Liga 2020-2021
vs Vitória,30,34.0,566.0,354.0,269.0,240.0,57.0,250.0,665.0,37.6,415.0,324.0,73.0,251.0,393.0,959.0,602.0,8.0,Primeira Liga 2020-2021
vs Barnsley,29,46.0,633.0,381.0,352.0,227.0,54.0,272.0,549.0,49.5,277.0,492.0,153.0,339.0,549.0,1182.0,1065.0,9.0,Championship 2020-2021
vs Birmingham City,34,46.0,605.0,371.0,278.0,269.0,58.0,275.0,641.0,42.9,366.0,422.0,117.0,305.0,446.0,1051.0,965.0,9.0,Championship 2020-2021
vs Blackburn,32,46.0,725.0,436.0,343.0,296.0,86.0,348.0,729.0,47.7,381.0,465.0,160.0,305.0,555.0,1280.0,844.0,13.0,Championship 2020-2021
vs Bournemouth,29,46.0,805.0,502.0,377.0,319.0,109.0,349.0,767.0,45.5,418.0,509.0,150.0,359.0,601.0,1406.0,857.0,15.0,Championship 2020-2021
vs Brentford,29,46.0,635.0,372.0,288.0,279.0,68.0,288.0,642.0,44.9,354.0,462.0,154.0,308.0,538.0,1173.0,944.0,16.0,Championship 2020-2021
vs Bristol City,39,46.0,656.0,387.0,279.0,296.0,81.0,292.0,597.0,48.9,305.0,337.0,85.0,252.0,486.0,1142.0,688.0,7.0,Championship 2020-2021
vs Cardiff City,30,46.0,507.0,292.0,252.0,194.0,61.0,203.0,463.0,43.8,260.0,394.0,132.0,262.0,394.0,901.0,965.0,11.0,Championship 2020-2021
vs Coventry City,29,46.0,588.0,369.0,246.0,276.0,66.0,249.0,523.0,47.6,274.0,455.0,126.0,329.0,581.0,1169.0,833.0,14.0,Championship 2020-2021
vs Derby County,37,46.0,670.0,414.0,323.0,291.0,56.0,288.0,682.0,42.2,394.0,450.0,142.0,308.0,449.0,1119.0,879.0,5.0,Championship 2020-2021
